NUP,NDO,NST,NSEA,AUP,ADO,AST,ASEA,BUP,BDO,BST,BSEA,PP,coef,chi_sq
0.7141877989721785,-0.6527777544743534,-0.9998639021878112,-0.44666279476348425,0.0,0.0,2.212824860596496,0.0,3.555383714358016,0.0,0.0,2.5309472627367193,0.11639021503165858,0.3,1.023
