NUP,NDO,NST,NSEA,AUP,ADO,AST,ASEA,BUP,BDO,BST,BSEA,PP,coef,chi_sq
0.4935874373722935,-0.5385729198691896,-0.9999999919306601,-0.25069622463035546,0.0,0.0,2.121328853303172,0.0,2.483979450795475,0.0,0.0,1.0529664820546474,0.07066031711181797,0.3,1.825
