z1,max_up,min_up,max_do,min_do,max_st,min_st,max_sea,min_sea,ctr_up,ctr_do,ctr_st,ctr_sea
0.25,0.08914464116080918,0.05411154125958698,-0.048785403062442056,-0.11775153381550524,-0.0005543175215409951,-0.0061872663341215415,-0.032517440114118196,-0.05882523592747806,0.07156875289883012,-0.08338486485167046,-0.002283445075991071,-0.04573488647352748
0.26326530612244897,0.05696979621400019,0.03614964837169125,-0.032722339932762405,-0.07898070888506162,-0.0005236819362478644,-0.0047825290975680515,-0.02143792995308926,-0.03752296734890613,0.04654511832329561,-0.055929596183338974,-0.0019267875490652198,-0.02962543984984176
0.27653061224489794,0.0392331771551075,0.025922738693160873,-0.023543091451589955,-0.05682509429378192,-0.0005080343059918782,-0.0038851306848813696,-0.015190668084848511,-0.026034116360047394,0.03261821635822082,-0.04024026400619591,-0.0016914708798432116,-0.02068474709608099
0.28979591836734697,0.028600844250129383,0.019265976354748728,-0.017850703307070694,-0.04308558630545151,-0.0005035492395014116,-0.003284342007763674,-0.011292857887955157,-0.019049745402158293,0.02397534760559707,-0.030510734550295786,-0.0015328742241301708,-0.015152025474278253
0.30306122448979594,0.021664418401660782,0.014642885007373008,-0.014076492161537625,-0.03397591161933142,-0.0005087284076978023,-0.0028723859485079084,-0.008439991773260528,-0.014413481684313,0.01810827143161365,-0.024059786796740635,-0.0014278372245554068,-0.011407782643680442
0.3163265306122449,0.016720401897531757,0.0109399115896086,-0.011426149103564716,-0.027578876018044245,-0.0005233737867942629,-0.0025897029807949597,-0.00618822116094985,-0.011083930253070485,0.013853503840781997,-0.019529774050576158,-0.0013637478196505605,-0.008701485894522068
0.3295918367346939,0.013015868708653384,0.00811193013501762,-0.009469360962141545,-0.02285584842084156,-0.0005477023688855992,-0.002407931991553183,-0.0045524453305526656,-0.008639813776583129,0.010634663946647858,-0.016185197507730335,-0.0013326444114817114,-0.0066611366703753835
0.34285714285714286,0.01017691867569347,0.005926097526258918,-0.007961148724593548,-0.019215531991288174,-0.0005820645517348362,-0.002308862659347348,-0.0033404924378263707,-0.0067205236465460606,0.008144047548065483,-0.01360733475163896,-0.0013290165206775793,-0.005087781857459053
0.35612244897959183,0.007918424433557912,0.004301878631260527,-0.006755829452928813,-0.016306297177869675,-0.0006266904379281633,-0.0022583456203441278,-0.002399095542844549,-0.005198575120800844,0.00620008721015719,-0.011547181954659145,-0.0013484832708413044,-0.003863805066908091
0.3693877551020408,0.006114350169391703,0.0030967380970176816,-0.005765395633773042,-0.013915723481080318,-0.0006815723647753158,-0.002244677222751971,-0.0017052888142703587,-0.004000269112995967,0.004683171279858597,-0.009854315134452256,-0.0013872064730285408,-0.002911696470879218
0.38265306122448983,0.004680760349652431,0.002208153705067422,-0.004933299626046686,-0.01190732393857519,-0.000745447507547578,-0.002258179475865749,-0.0012006752551700867,-0.0030695419740977272,0.003506055030654068,-0.008432082073077943,-0.0014414786307128033,-0.002175041319410021
0.39591836734693875,0.003581912961215036,0.0015587794173036126,-0.004223446716355306,-0.01019397806762739,-0.0008141068055986477,-0.0022906175396729803,-0.0008368961097923233,-0.0023412210461545287,0.002600249931041877,-0.007218789054602308,-0.0015076332113016754,-0.0016097411988854414
0.4091836734693878,0.002716597528090043,0.0010891628179807732,-0.0036116607226623007,-0.008717332706473159,-0.0008899865106431619,-0.0023347358710237697,-0.0005773617627782662,-0.0017697743673019402,0.0019102050989437333,-0.006173113725509667,-0.0015819360140505484,-0.001180208160014659
0.42244897959183675,0.002050912045339411,0.0007532776062627174,-0.0030811929908082887,-0.007436962244318873,-0.0009714392663247426,-0.0023841613856234235,-0.0003942273487750785,-0.0013260002089982084,0.0013900907545049512,-0.005266428992943172,-0.0016606584891273634,-0.0008572380302812332
0.4357142857142857,0.0015405684247451954,0.0005157921152855041,-0.0026199119032037587,-0.0063235850417979415,-0.0010564657962458977,-0.0024346217254293955,-0.0002664783604303901,-0.000985382679272343,0.001002389018187931,-0.00447799928376758,-0.0017400516878758,-0.0006170399405969461
0.44897959183673475,0.001147840727774622,0.00034973793342159303,-0.0022186002419281084,-0.0053549538388790495,-0.0011428318826025763,-0.0024833679017627246,-0.00017835113688806825,-0.0007312602414711401,0.0007164390531640837,-0.003792070367775256,-0.0018165226889768388,-0.00044026221611336735
0.46224489795918366,0.0008487536840224329,0.00023493040861112413,-0.001869997278013035,-0.004513543680986292,-0.0012280894871916092,-0.0025225473155397176,-0.00011823882756893489,-0.0005385847947854893,0.0005077869048416895,-0.003196232079922129,-0.0018866302284364796,-0.00031153235438981
0.4755102040816327,0.0006231793971963766,0.00015640185646991384,-0.0015680148403377312,-0.003784659773312121,-0.0013097120834208282,-0.002548665117112071,-7.767549417407947e-05,-0.0003938946907237779,0.00035706811718705665,-0.002680078411561462,-0.0019472531159656148,-0.00021872312574248008
0.48877551020408166,0.00045463817224212843,0.00010324867354152522,-0.001307466529540344,-0.003155783894390653,-0.001385162940763265,-0.0025589563986483125,-5.059097766548805e-05,-0.0002862445454933663,0.00024926033342746376,-0.0022347446781214894,-0.0019956324245118244,-0.00015245782628897314
0.5020408163265306,0.00032979003291880597,6.762473571914632e-05,-0.001083714490146676,-0.002615721822970864,-0.0014520007679360966,-0.002558654324424761,-3.268568497103868e-05,-0.00020683314734384198,0.00017284597497631884,-0.001852303775844916,-0.0020294601607845973,-0.00010556950073899444
0.5153061224489797,0.00023804959191769175,4.3972672023632744e-05,-0.0008926126106181304,-0.0021544662420605173,-0.0015079828734424195,-0.0025577950643806335,-2.096075247496482e-05,-0.00014871881425137427,0.00011914657656875497,-0.0015256690983166345,-0.002046950813769937,-7.267284870086592e-05
0.5285714285714286,0.00017112169758999254,2.836046393622276e-05,-0.0007303512899772883,-0.0017628220578373474,-0.0015511496389614516,-0.0025365223870021745,-1.335046784686576e-05,-0.00010649316106116123,8.170350260340593e-05,-0.0012483292088629693,-0.0020468777846470087,-4.977036247179082e-05
0.5418367346938775,0.00012260505843647793,1.8150352700523387e-05,-0.0005934553938434442,-0.0014324014662071812,-0.001577096459426571,-0.0024980464938086097,-8.450963170339054e-06,-7.600521788464506e-05,5.5778124408574446e-05,-0.0010143443469718336,-0.0020285941590705067,-3.3936044951324884e-05
0.5551020408163265,8.762795944369895e-05,1.1554182778325928e-05,-0.0004787462671235833,-0.0011555322642327196,-0.0015514772942512693,-0.002438072110674045,-5.320080397649199e-06,-5.4112098474525524e-05,3.793882603252004e-05,-0.0008182814997192201,-0.001992032646045785,-2.3055573520619703e-05
0.5683673469387756,6.252011617611485e-05,7.3199076851316796e-06,-0.0003832999678773806,-0.0009251570407489868,-0.0014997407544166343,-0.002365417785660585,-3.3323858229722266e-06,-3.845781400942533e-05,2.572629849656334e-05,-0.0006551430143601875,-0.0019377125746979586,-1.5616788411766107e-05
0.5816326530612246,4.4558815637028406e-05,4.617318911903706e-06,-0.00030448061546632795,-0.0007349136675648584,-0.001435730782389983,-0.002280900646196334,-2.0778583816189043e-06,-2.735042901609402e-05,1.740204866248475e-05,-0.0005204235975690696,-0.0018666769088914637,-1.0552740354749112e-05
0.5948979591836735,3.1737426518158985e-05,2.9005737156044544e-06,-0.0002398902802843081,-0.0005790143501480121,-0.0013596738632190915,-0.002177553242249474,-1.2899846567375154e-06,-1.9460855664160925e-05,1.1746261039923424e-05,-0.0004100246660898464,-0.001780429396105956,-7.116128270572801e-06
0.6081632653061224,2.259723201651779e-05,1.814701417914523e-06,-0.00018739603148283326,-0.00045231091172494975,-0.001268310284483116,-0.0020643805608233537,-7.973897536289903e-07,-1.384313510774436e-05,7.91319669161222e-06,-0.00032030057718156413,-0.001680919167500959,-4.789665410398371e-06
0.6214285714285714,1.6082738032429207e-05,1.1303585622222778e-06,-0.00014508727608303357,-0.00035019182426399497,-0.001171091975618852,-0.001940296358274983,-4.906010430641115e-07,-9.843710811705405e-06,5.319669126319725e-06,-0.0002479857118818106,-0.0015703768374689248,-3.2172010955079705e-06
0.6346938775510205,1.1472216013082502e-05,7.006018753080452e-07,-0.00011129210401895911,-0.0002686216599054004,-0.001067109089238696,-0.001803759411209355,-3.002640819079136e-07,-6.995440855858351e-06,3.567161584152963e-06,-0.00019022241224083108,-0.0014513132330362928,-2.1557076345553554e-06
