z1,max_up,min_up,max_do,min_do,max_st,min_st,max_sea,min_sea,ctr_up,ctr_do,ctr_st,ctr_sea,up_bnd,do_bnd,st_bnd,sea_bnd,zlc
0.3826530612244898,0.0008561934848265818,0.0003506629183607802,-0.00122367566218248,-0.002953540958353175,-0.00033043084738764453,-0.0008823586442567969,-0.00018037647165067224,-0.0005399267787217762,0.0006070493898732883,-0.0020915278609621234,-0.0005934721562306152,-0.0003629311576474552,0.008815407168797352,-0.009753316099015688,-0.016843561323001945,-0.006000029921358306,0.35101156804331435
0.3959183673469388,0.0006673313216716016,0.00025170580267498693,-0.0010800888260592168,-0.0026069706908576035,-0.000372801284330852,-0.0009325042868551217,-0.0001278600481039959,-0.00041856269046416033,0.00045764656499269133,-0.0018461067273231808,-0.0006444279926997635,-0.0002730573805830912,0.007201639384160873,-0.008608856138220194,-0.016664144774958103,-0.004788013054324003,0.3655339677667517
0.4091836734693878,0.0005189959358898347,0.00017905905249223866,-0.0009491822089853832,-0.002291006201903532,-0.00041777842909349673,-0.000981807631346208,-8.981701864973929e-05,-0.00032200805410489833,0.000342193170521605,-0.0016223588460374664,-0.0006962741253523868,-0.000203779089940238,0.005842575457983395,-0.007565463959040366,-0.01647449939057128,-0.0037934620651574854,0.37995229271528097
0.4224489795918368,0.000400666081105234,0.00012625162342281505,-0.0008300477042676289,-0.0020034556277510364,-0.0004646033472926729,-0.0010305236432057057,-6.2528278793012e-05,-0.00024710499912138344,0.0002538154900805432,-0.0014187320652492511,-0.0007477202155426746,-0.00015087121462065175,0.004708532453171886,-0.00661590149022446,-0.016250285913867672,-0.0029846885005228698,0.3942798228315604
0.4357142857142857,0.0003071615379037313,8.825267875622731e-05,-0.0007219631222116577,-0.0017425758456857214,-0.0005123719406943282,-0.0010752714743665164,-4.315086163613047e-05,-0.00018868091789593327,0.0001868163746401631,-0.0012339920056918692,-0.0007974189638881003,-0.00011084954416363621,0.003771129903764517,-0.005754412513364613,-0.015973891527158855,-0.0023330441476318306,0.40852755104132155
0.4489795918367348,0.0002339610322212292,6.118424651107261e-05,-0.0006243467023933088,-0.0015069626819597453,-0.0005600603172837384,-0.0011144540680930418,-2.952959725875377e-05,-0.0001431446222118191,0.00013650978424800046,-0.001067144312265238,-0.0008440107438842979,-8.086121589900687e-05,0.003003416542617398,-0.004976360102610197,-0.015633441115170614,-0.0018127728482766055,0.4227046751144409
0.4622448979591837,0.00017715264423134405,4.208725060573153e-05,-0.0005366365626966593,-0.0012952599423670535,-0.000606542395815693,-0.001146681571421234,-2.0046980877684327e-05,-0.00010795754805237288,9.907741614425385e-05,-0.000917228606221666,-0.0008861490137580793,-5.859117200771055e-05,0.0023800143211504922,-0.004277265772316428,-0.01522164319317055,-0.0014008930181009676,0.4368189639854806
0.4755102040816327,0.00013343225538135382,2.8739866687023212e-05,-0.0004583070693645361,-0.0011061989240324602,-0.0006506567504457416,-0.0011707922470932898,-1.350759899981322e-05,-8.09914895671782e-05,7.146672060850366e-05,-0.000783346465142724,-0.0009225913826181916,-4.219520616365336e-05,0.0018779000494050925,-0.003652939954655436,-0.01473595487694821,-0.001077456671644687,0.45087703523794825
0.4887755102040817,0.00010003677230543364,1.9492132961063985e-05,-0.0003887929070896857,-0.0009384151461822119,-0.0006912052506981616,-0.0011951702827649384,-9.037592291647048e-06,-6.047932440618651e-05,5.126272591102586e-05,-0.0006645316422100026,-0.0009521814636268463,-3.02190668216406e-05,0.0014763829212260495,-0.003098876799705001,-0.014176890484525357,-0.0008253074623326621,0.46488456847370585
0.5020408163265306,7.470833216673721e-05,1.3138247217513274e-05,-0.00032753450167133884,-0.0007905579851402119,-0.0007270411341621682,-0.0012121304009002046,-6.007950199753912e-06,-4.498596116785538e-05,3.659028445022842e-05,-0.0005598277034047876,-0.0009739539477588512,-2.1536819156720867e-05,0.001157479662060271,-0.002610616217075473,-0.01354854932600279,-0.0006300715922469115,0.47884647159257554
0.5153061224489797,5.561319405043104e-05,8.778479069002284e-06,-0.00027393303983951626,-0.0006611821073316003,-0.0007570652853207271,-0.0012198508088265242,-3.970209062630275e-06,-3.33530243640851e-05,2.6004971655394186e-05,-0.00046821114660443113,-0.0009871034569267178,-1.5283513163504283e-05,0.0009055974884356145,-0.0021833853610799653,-0.01285706848810988,-0.00047976028190525595,0.4927670119411465
0.5285714285714286,4.129500386411409e-05,5.833720780623238e-06,-0.00022739120096743184,-0.0005488457819195189,-0.0007719027162940617,-0.001217400581542567,-2.6094382787791645e-06,-2.4665499596568053e-05,1.8414276585666845e-05,-0.00038866102093815935,-0.000991105679788473,-1.0806515125541526e-05,0.0007076337043108491,-0.0018124232831554289,-0.01211139924988024,-0.00036462354169952563,0.5066499208813954
0.5418367346938775,3.0604195555487406e-05,3.858197890778882e-06,-0.00018728810258840684,-0.0004520504077203922,-0.000765903780187701,-0.0012035962305692002,-1.7064642329286837e-06,-1.820501400726754e-05,1.2998143073161987e-05,-0.00032011610322602827,-0.0009856447712982485,-7.617078783525787e-06,0.0005526126084307455,-0.001492781234916158,-0.011321517532534513,-0.0002767703765196868,0.5204984779911458
0.5551020408163265,2.264831007431437e-05,2.5401706762824603e-06,-0.00015301371007871004,-0.00036932356659035516,-0.0007495985324887182,-0.0011853491430275538,-1.1106646319408757e-06,-1.3416623118392515e-05,9.149754920017427e-06,-0.0002615337116111395,-0.0009706836943276396,-5.354311789225139e-06,0.0004315356392962444,-0.0012195969307905131,-0.010498727416905437,-0.00020992952300507645,0.5343155794751351
0.5683673469387756,1.6742135610733516e-05,1.6651104701642247e-06,-0.0001239673507969857,-0.0002992154370582167,-0.0007264835342960492,-0.0011568468066941089,-7.195454331762198e-07,-9.90287923169257e-06,6.424670861122571e-06,-0.000211887165900743,-0.0009464618966086065,-3.754414872272703e-06,0.0003371202269483227,-0.0009880827049580235,-0.009655090574345588,-0.0001591746049501929,0.5481037942063247
0.5816326530612246,1.2363508945210354e-05,1.086593199039659e-06,-9.956098965907099e-05,-0.00024030670045997203,-0.0006949994180361388,-0.0011175181530999453,-4.639341662736504e-07,-7.302639004085028e-06,4.499882250643726e-06,-0.00017017138623604984,-0.0009134578238925797,-2.626027153756925e-06,0.0002635141010133612,-0.0007935516193431852,-0.008802670643506986,-0.00012066358990082372,0.5618654099823065
0.5948979591836735,9.119909888853813e-06,7.056594837425973e-07,-7.92401606337905e-05,-0.00019125906252067323,-0.0006560763688860684,-0.0010732836820061262,-2.975970693659432e-07,-5.3792853653949415e-06,3.143249573199355e-06,-0.00013543866957122828,-0.0008724193869797048,-1.8318617071841148e-06,0.00020610217670743476,-0.0006315842982606338,-0.007953621166692586,-9.144609623064305e-05,0.5756024719723365
0.6081632653061224,6.717092766527649e-06,4.5576506796366225e-07,-6.247480412736375e-05,-0.0001507931378860292,-0.0006128656125444504,-0.00102001719168203,-1.8979234650905086e-07,-3.956576336430032e-06,2.188571557964525e-06,-0.00010678302877045124,-0.0008242812582887817,-1.2737938819821204e-06,0.0001612485983782756,-0.0004979558977184278,-0.007119265834547642,-6.926105169365333e-05,0.5893168148802805
0.6214285714285714,4.957779821946213e-06,2.9249681738055496e-07,-4.877647705038946e-05,-0.00011772998942837156,-0.0005642784822960912,-0.0009585342876670107,-1.2022993356493615e-07,-2.904038792160912e-06,1.5178635377864543e-06,-8.336960835562965e-05,-0.0007701849225315469,-8.82276108827991e-07,0.00012613552854822706,-0.0003887732783868094,-0.006310299927539917,-5.239775701312619e-05,0.6030100900122307
0.6346938775510205,3.652507262805938e-06,1.8630654139991885e-07,-3.769518354293063e-05,-9.098347868430799e-05,-0.000513697649010531,-0.0008903194818276688,-7.55634318036184e-08,-2.1251963241088643e-06,1.047523006495098e-06,-6.442926752625343e-05,-0.0007113966117447746,-6.081038009842309e-07,9.858117360824458e-05,-0.0003004497448685796,-0.00553615157841399,-3.956321777059974e-05,0.6166837881833825
0.6479591836734695,2.6804634241210256e-06,1.1760969140718534e-07,-2.8822649163473766e-05,-6.956816864424071e-05,-0.0004622348552821955,-0.000817000909242229,-4.7048398065144014e-08,-1.5489521100501683e-06,7.184863858777328e-07,-4.926417646047154e-05,-0.0006492668663811305,-4.16566599365906e-07,7.690619037690891e-05,-0.0002297311426469054,-0.0048048497290740354,-2.9784280572061645e-05,0.6303392592049133
0.6612244897959184,1.9571959470278457e-06,7.346623081955613e-08,-2.1795676147213598e-05,-5.260742221593428e-05,-0.0004109036363731802,-0.0007418641881949688,-2.8974793729560734e-08,-1.123063489778913e-06,4.891166143595844e-07,-3.725355118128255e-05,-0.0005852177615943529,-2.832305949419629e-07,5.9827201748627334e-05,-0.00017372260119679462,-0.004123147541889907,-2.2331641726523514e-05,0.6439777285423962
0.6744897959183673,1.4199171345440019e-06,4.532861684515957e-08,-1.62919847655203e-05,-3.9323364666751395e-05,-0.0003603092139454167,-0.0006653323437110758,-1.761708337055669e-08,-8.088922544018206e-07,3.2995850241010926e-07,-2.7846545535343605e-05,-0.0005206273986078725,-1.9083588112130101e-07,4.635335879394105e-05,-0.00012985538750935084,-0.0034959454596245696,-1.6654259931800964e-05,0.6576003116214846
0.6877551020408164,1.0220317316012855e-06,2.7571167007725238e-08,-1.2031557550985545e-05,-2.9040128130226704e-05,-0.0003116899215107391,-0.0005884406235567955,-1.055425631212102e-08,-5.779085058668953e-07,2.202080435533421e-07,-2.0564548765948127e-05,-0.000456837655136504,-1.272094468899209e-07,3.572421701181516e-05,-9.589762024764504e-05,-0.0029266842661987377,-1.2336967154451962e-05,0.6712080261659974
0.7010204081632654,7.287316280916692e-07,1.6497890219708496e-08,-8.77364018326987e-06,-2.1176612754496806e-05,-0.0002658235210811796,-0.0005128464317543708,-6.2169310031675424e-09,-4.089138076441557e-07,1.451299152108872e-07,-1.4996059374619875e-05,-0.00039508421938659936,-8.374193219929362e-08,2.735069827742316e-05,-6.993036528473185e-05,-0.002417186936863741,-9.064480966483656e-06,0.6848018028821283
0.7142857142857143,5.13860605738869e-07,9.689416397039073e-09,-6.3135357792357785e-06,-1.5238749198249836e-05,-0.00022329621149827348,-0.00044004337161321024,-3.592235793397349e-09,-2.860710035239064e-07,9.42721129878536e-08,-1.0791205865695856e-05,-0.00033644187919723686,-5.433578254411507e-08,2.077205148829745e-05,-5.03220845689657e-05,-0.0019676546312400703,-6.595556844023696e-06,0.6983824947458281
0.7275510204081633,3.577366568564649e-07,5.5721804048879176e-09,-4.480711854297493e-06,-1.0814929472931483e-05,-0.00018456639038781392,-0.00037431659511526384,-2.0311139851708416e-09,-1.975345491433961e-07,6.023400476054144e-08,-7.658511131529671e-06,-0.0002818345648657788,-3.46801523832341e-08,1.562733068171456e-05,-3.571354764515465e-05,-0.0015770509153311494,-4.7452272440973995e-06,0.7119508851051273
0.7408163265306122,2.454128889673577e-07,3.1292449395173524e-09,-3.1339023436258217e-06,-7.564184871397368e-06,-0.00014992675443189666,-0.00031342357060369614,-1.1206967687502444e-09,-1.3437112504519838e-07,3.777044357378795e-08,-5.356520741400871e-06,-0.0002319632316572954,-2.1724602925447644e-08,1.1627888307828027e-05,-2.497879227761464e-05,-0.001242972180821874,-3.369772926766293e-06,0.7255076947727715
0.7540816326530613,1.6556527044540848e-07,1.7110549502379984e-09,-2.1583996968266827e-06,-5.2096499963926105e-06,-0.00011952232472856675,-0.00025740295625616583,-6.016188796246093e-10,-8.986176534173053e-08,2.3187680107814813e-08,-3.6891745423404564e-06,-0.00018731711280569675,-1.3324368241761383e-08,8.54302422372478e-06,-1.7203541070371434e-05,-0.0009619964619741574,-2.357656463957406e-06,0.7390535882551192
0.7673469387755103,1.0960674975409071e-07,9.080179637151703e-10,-1.4626396697500887e-06,-3.530319598098565e-06,-9.336450253238644e-05,-0.00020702089985668546,-3.1318327952860717e-10,-5.8951881571340726e-08,1.3899786358985636e-08,-2.4999693255111545e-06,-0.00014818115799004468,-7.980363158177427e-09,6.186755998205737e-06,-1.1657980524503705e-05,-0.0007299472214543156,-1.6219730366928042e-06,0.7525891792393152
0.7806122448979592,7.102342753096525e-08,4.658987927369374e-10,-9.74139592682235e-07,-2.3512449213943792e-06,-7.118691591183048e-05,-0.00016274571724918935,-1.5748662710980959e-10,-3.784100250735077e-08,8.110776387756422e-09,-1.6650164431049675e-06,-0.00011461364948690306,-4.653141666493944e-09,4.407313960094625e-06,-7.76438697411911e-06,-0.0005419666343234543,-1.0946982229773398e-06,0.7661150354412098
0.7938775510204082,4.492029226380767e-08,2.301444350753806e-10,-6.36871637761548e-07,-1.537193657988837e-06,-5.2937974894075296e-05,-0.00012478240454308876,-7.616581559562611e-11,-2.3699410810720745e-08,4.591085163763546e-09,-1.0885521510324977e-06,-8.648806896432122e-05,-2.6322286548557637e-09,3.081646731402156e-06,-5.076190194473189e-06,-0.00039287354740755767,-7.229980370224007e-07,0.77963168290043
0.8071428571428572,2.763903202054181e-08,1.0890018467521921e-10,-4.080952150436736e-07,-9.850044172568449e-07,-3.831651744929751e-05,-9.307051827503578e-05,-3.5245764648249774e-11,-1.4433491451005047e-08,2.5106751555615703e-09,-6.975234848316273e-07,-6.350595176832433e-05,-1.4387743024623642e-09,2.109399372030605e-06,-3.2527259909032766e-06,-0.0002773205994008729,-4.658896183552186e-07,0.7931396097957522
0.8204081632653062,1.647899496430617e-08,4.906331278137384e-11,-2.557750426916785e-07,-6.173548171801013e-07,-2.6908053289094285e-05,-6.731633418729066e-05,-1.5509888362824872e-11,-8.514080714017878e-09,1.3199846138635746e-09,-4.371751800426396e-07,-4.523151203096015e-05,-7.562290515695632e-10,1.40915430351218e-06,-2.0386569077968294e-06,-0.00019001129228090068,-2.918776004517832e-07,0.8066392698429482
0.8336734693877551,9.475764262727924e-09,2.0894381108833527e-11,-1.5638712301404823e-07,-3.774658493715535e-07,-1.8264091505996438e-05,-4.703578738742964e-05,-6.4423351530218925e-12,-4.841378475106781e-09,6.632890839290144e-10,-2.6729960804827704e-07,-3.113021382978388e-05,-3.7999997461966807e-10,9.153308213198506e-07,-1.246484744046666e-06,-0.00012588670873932837,-1.7703532292045085e-07,0.8201310853281232
0.8469387755102041,5.224769487211949e-09,8.336411710708739e-12,-9.29543074868833e-08,-2.243603945903467e-07,-1.192677752766546e-05,-3.160336830679417e-05,-2.503023829294284e-12,-2.638413887148537e-09,3.162824567397772e-10,-1.5887912942430019e-07,-2.060776003540909e-05,-1.8125939534953703e-10,5.755242699773452e-07,-7.408930092371774e-07,-8.027251013253449e-05,-1.0342624406715923e-07,0.8336154498219281
0.8602040816326532,2.742272436353274e-09,3.081211892779706e-12,-5.3451853173991517e-08,-1.2901477289144735e-07,-7.449544962994858e-06,-2.030088192432687e-05,-8.992815455405351e-13,-1.367934050100134e-09,1.4182120293127666e-10,-9.136084306364868e-08,-1.3045567149980425e-05,-8.134065930889146e-11,3.482801390313825e-07,-4.260383990593503e-07,-4.897862450256299e-05,-5.782098819660376e-08,0.8470927306136082
0.8734693877551021,1.3574234878620354e-09,1.0400414099181541e-12,-2.9542792045941246e-08,-7.130635104417554e-08,-4.418556498625381e-06,-1.2377768299855087e-05,-2.944532160511736e-13,-6.691782086369716e-10,5.911455688196244e-11,-5.049505728053125e-08,-7.840511168664156e-06,-3.3952074174511016e-11,2.0138523172795718e-07,-2.354710469256539e-07,-2.8389373956510027e-05,-3.067959933538811e-08,0.8605632708984523
0.8867346938775511,6.127751466833544e-10,3.079968157042691e-13,-1.93283504353374e-08,-4.665212885443442e-08,-2.4655652571078894e-06,-7.0968171073238324e-06,-8.438581077442936e-14,-2.989959331830688e-10,2.2084097909110506e-11,-3.303635488659337e-08,-4.43220188586007e-06,-1.2712172256770115e-11,1.0787798871903665e-07,-1.540567629923825e-07,-1.5486399898392223e-05,-1.4960509807775852e-08,0.8740273917476391
0.9,-1.3828311928015647e-12,-4.397762505365946e-09,-7.741309130434205e-09,-1.8684913245092564e-08,-1.2784571992058758e-06,-3.7794889467703344e-06,2.123405633136348e-09,3.65635128416197e-13,-1.2839652185799052e-10,-1.3231581069240149e-08,-2.3277673969712773e-06,7.416046872784071e-11,-9.36595152144663e-07,-6.170216283835974e-08,-7.852962941542e-06,1.1710175404994926e-07,0.887485393885606
