NUP,NDO,NST,NSEA,AUP,ADO,AST,ASEA,BUP,BDO,BST,BSEA,PP,coef,chi_sq
0.741867645129731,-0.5004777360273543,-0.7543154982526835,-0.48085415538378307,0.0,0.0,2.07165890880115,0.0,3.2026074667510174,0.0,0.0,2.837098713786577,0.11892286491422946,0.3,2.809
