NUP,NDO,NST,NSEA,AUP,ADO,AST,ASEA,BUP,BDO,BST,BSEA,PP,MSS,coef,chi_sq
0.1822076561597714,-0.2178585258446085,-0.08670649708668274,-0.122072795960707,0.0,0.29417870089391013,0.26870703295103926,0.0,3.218222202518864,0.0,0.0,2.189439453915671,0.10676751133076949,0.0,0.27,1.629
