NUP,NDO,NST,NSEA,AUP,ADO,AST,ASEA,BUP,BDO,BST,BSEA,PP,MSS,coef,chi_sq
0.21053768066325532,-0.1823140977253783,-0.08883851546692896,-0.12322906502829577,0.0,0.0,0.16701268224632101,0.0,3.4394432294336807,0.0,0.0,2.051750349867476,0.1027760021544445,0.0,0.25,1.664
