NUP,NDO,NST,NSEA,AUP,ADO,AST,ASEA,BUP,BDO,BST,BSEA,PP,MSS,coef,chi_sq
0.17990191270786604,-0.09680520460600842,-0.1743479825282918,-0.15245250656007697,0.0,0.0,1.4238416057373795,0.0,2.295237728949023,1.1043454993211888,0.0,0.0,0.11933580974700338,0.0,0.27,1.661
