,Unnamed: 0,Unnamed: 0.1,had1,had2,z1,z2,mins,maxx,fit_line,conv,valid_min,valid_max,reference
0,0,0,300.0,200.0,0.25,0.15,-0.013425271767059264,0.002208281383727756,,-0.010766465843826132,True,True,-0.016370201421845296
1,1,1,300.0,200.0,0.25,0.222,-0.028464302716434395,0.0031234449727394428,,-0.023279191063894044,True,True,-0.023591955866295627
2,2,2,300.0,200.0,0.25,0.294,-0.04288354214473752,0.003432808687466288,,-0.035371548736102154,True,True,-0.0303207181694304
3,3,3,300.0,200.0,0.25,0.3670000000000001,-0.054920155047613176,0.004580724372201345,,-0.045260336044371005,True,True,-0.03625491958121728
4,4,4,300.0,200.0,0.25,0.439,-0.06435705173521068,0.005974156995814876,,-0.0529820917240666,True,True,-0.04137736193843507
5,5,5,300.0,200.0,0.25,0.511,-0.07235258935205283,0.007206591008123349,,-0.05918996041329756,True,True,-0.045882725935758886
6,6,6,300.0,200.0,0.25,0.583,-0.07885803639848654,0.008180417895052146,,-0.06423184074139954,True,True,-0.04976365979265948
7,7,7,300.0,200.0,0.25,0.6559999999999999,-0.08426521351470981,0.008882229135286695,,-0.06842069405444452,True,True,-0.05314133733961365
8,8,8,300.0,200.0,0.25,0.728,-0.0891327607115907,0.009384326664964967,,-0.07217095749360697,True,True,-0.056045800985529096
9,9,9,300.0,200.0,0.25,0.8,-0.0933457605071687,0.009729092746604582,,-0.07545629601967087,True,True,-0.05854314514286243
10,10,10,300.0,200.0,0.35,0.15,-0.0092188466819205,-0.003008868374405968,,-0.007437040928287167,True,True,-0.0606710404951073
11,11,11,300.0,200.0,0.35,0.222,-0.01951021876823468,-0.006172887727718066,,-0.015650772608340833,True,True,-0.06256815977614291
12,12,12,300.0,200.0,0.35,0.294,-0.02883846345509487,-0.00848784572661447,,-0.02293149812148858,True,True,-0.0642736064072362
13,13,13,300.0,200.0,0.35,0.3670000000000001,-0.03588923948410525,-0.009720149500033868,,-0.028432613585520364,True,True,-0.06584849042847528
14,14,14,300.0,200.0,0.35,0.439,-0.04097098554891877,-0.010192432874269852,,-0.03242192780531078,True,True,-0.06734641053866465
15,15,15,300.0,200.0,0.35,0.511,-0.044822871049053345,-0.010332838657973928,,-0.035459572714431835,True,True,-0.011634783177934623
16,16,16,300.0,200.0,0.35,0.583,-0.047921995780550036,-0.010401547485315686,,-0.037871042407754484,True,True,-0.016093472098554443
17,17,17,300.0,200.0,0.35,0.6559999999999999,-0.05052559959844112,-0.010517325617134468,,-0.03985841215469873,True,True,-0.020384516694294988
18,18,18,300.0,200.0,0.35,0.728,-0.052897468709896055,-0.010697815328420476,,-0.04161775326091372,True,True,-0.0243877768396603
19,19,19,300.0,200.0,0.35,0.8,-0.054958641332843304,-0.0109317801057294,,-0.04312380519338533,True,True,-0.028045917270782955
20,20,20,300.0,200.0,0.45,0.15,-0.012266120741859054,-0.005306882396051079,,-0.009878543184652169,True,True,-0.03137557380712793
21,21,21,300.0,200.0,0.45,0.222,-0.024591286388065414,-0.010355084941145773,,-0.019408038634558544,True,True,-0.034362916746691126
22,22,22,300.0,200.0,0.45,0.294,-0.03450405676434346,-0.014306580547837853,,-0.02696999102052048,True,True,-0.037038603358837935
23,23,23,300.0,200.0,0.45,0.3670000000000001,-0.041203320276814864,-0.016937685807838523,,-0.03206185924562641,True,True,-0.03941144376077922
24,24,24,300.0,200.0,0.45,0.439,-0.04551548516415334,-0.018627203587795006,,-0.03534039951628083,True,True,-0.0415088078067074
25,25,25,300.0,200.0,0.45,0.511,-0.04858269269453836,-0.019821035040442792,,-0.03759770356947744,True,True,-0.043346253057858684
26,26,26,300.0,200.0,0.45,0.583,-0.05099179992726395,-0.020729196642807972,,-0.03928852956374925,True,True,-0.04498652820709224
27,27,27,300.0,200.0,0.45,0.6559999999999999,-0.05307803240917809,-0.021481535735560286,,-0.040693864218476566,True,True,-0.04645039588378788
