NUP,NDO,NST,NSEA,AST,BUP,BSEA,PP2,MSS2,PP1,MSS1,chi
0.1481017731926752,-0.15834652504116078,-0.13549369136962205,-0.0817309916203933,1.8599690471226364,3.4462243044649097,2.1290994035293505,1.3756571890686768,0.15107322266056655,1.6256157497852632,0.4819263589966463,183.54839727701338
0.14992418441781472,-0.1682775004431375,-0.13468469661783608,-0.08138778188611585,1.8445677228230264,3.4366238732649497,2.09794663597439,1.3531712714145947,0.15288159519043198,1.6211439984840346,0.4794586543995587,182.43279618371213
0.15026220172481367,-0.17356193257798763,-0.1378598392246849,-0.08329516187701472,1.8218140495025383,3.4325750041567735,2.098900160156834,1.335591116710591,0.14693689730666645,1.6208287307978568,0.4790321418281717,184.30583951277256
0.15104914225992602,-0.16058885335060766,-0.13362303055789138,-0.08283771909796263,1.7576080162225163,3.445125888608342,2.103282502248173,1.3356316091980833,0.15646021009548908,1.625301852814357,0.4811805407161283,186.11864361346608
0.14853535418373917,-0.1611120077977192,-0.14896891225388656,-0.08303705049790647,1.8864508395669006,3.4371336906335874,2.110810371872738,1.3591380980388315,0.15541104722734853,1.6256141171678657,0.481432949820345,183.01205387794303
0.1476531303782347,-0.16761212419596508,-0.14897644942472493,-0.08041529733523917,1.8741936004577764,3.4295208353247983,2.07172473373105,1.354380346942241,0.16094586928985702,1.6201533707133098,0.47860179755037463,184.7815307455263
0.15149279627146503,-0.16438844417192125,-0.14290907278529402,-0.08120908933948764,1.8716571739594274,3.436018923733014,2.0958156783218636,1.3342365264597824,0.14874317471155893,1.621007392313777,0.48018376704321136,183.87677288065194
0.1432663864627526,-0.1567668720912296,-0.14666525748976195,-0.08226157676331924,1.7162710693824137,3.4444870164934525,2.1336768950091263,1.329763371395855,0.1414260333245042,1.6274916343916082,0.48267065197629405,191.6919026251648
0.14962522518574106,-0.17029442596273076,-0.13174924976755073,-0.08243387601251552,1.9493699482518867,3.4365324568031874,2.0970842704873784,1.340710782098466,0.14561422584796774,1.6228637847483929,0.47960071008750405,185.8966741237987
0.14976704920117226,-0.15788469862227633,-0.13546374713358933,-0.0827025385176725,1.8699484693538362,3.4459935477664114,2.112337046669506,1.359946258514425,0.1563929722994921,1.6246421268580538,0.48167994782805307,183.1763916451597
0.1531528402760817,-0.17252165076511194,-0.12509209206394697,-0.08496050729117358,1.7417829818871164,3.438558631181193,2.1152261383108653,1.3398462834961304,0.15426253853758035,1.6239376611312442,0.480135716179378,183.09705405453153
0.14552042953594355,-0.1671595564780866,-0.12797340006071745,-0.07866971467665679,1.8120076238105916,3.4387856372654566,2.0939096253447946,1.3722450538540725,0.15768750143796356,1.6213053875592551,0.4786090436656425,182.72328820187718
0.14964150884759006,-0.1728324711473104,-0.1362565654327667,-0.08160543504085252,1.9081411615544581,3.4312017545693814,2.1037233623563343,1.3587616309488633,0.14759535778344923,1.6267880074125305,0.47897599162256327,185.76336883211937
