NUP,NDO,NST,NSEA,AST,BUP,BSEA,PP2,MSS2,PP1,MSS1,chi
0.1498548892219986,-0.17376885038387527,-0.12636405872644477,-0.08199417484906701,1.7969002321626801,3.4346897224800705,2.0971849797062037,1.3371094907720287,0.15225976061796004,1.6204397122339886,0.47898682066962917,183.7896232617234
0.1464966782564597,-0.16780406341837772,-0.1267108056130452,-0.08188113675269917,1.8421788744053929,3.4409696044433806,2.1222870451321625,1.351173581929828,0.14564444954613712,1.6222355177593517,0.4804791383381528,185.69051936875906
0.14671145271860375,-0.16309227226191755,-0.13281117982831406,-0.07958655977255963,1.8748233098672498,3.43900837640929,2.1006199570718866,1.359228156122094,0.1546441685144484,1.623113783539158,0.4798498325029039,183.83306131651733
0.15250969844127252,-0.16621310032098446,-0.1293260149049552,-0.08361408089184251,1.7517532269760954,3.4414193064467216,2.106008790670229,1.3525130068223854,0.16282381794797962,1.6202974343332752,0.4805209167686725,184.1725739086353
0.15084027170997993,-0.17257776683213485,-0.1393078152739189,-0.08281763065233251,1.9464731745249528,3.432347827442928,2.080251336363713,1.3753448469381653,0.16273936534651062,1.6215223388504785,0.47868133817124703,183.13363164561423
0.1486460830137886,-0.1564101437971185,-0.1392088860348914,-0.08315441408816632,1.9143665502947624,3.446275876184234,2.1098255361936307,1.3503041331465735,0.15261619585647546,1.622645941737717,0.48217581372118495,183.44909446698773
0.14359053772053323,-0.16020729164882838,-0.13631701428244047,-0.08103832260383736,1.806871640610569,3.443193504794793,2.1172448870696434,1.3565408290293188,0.15102547913599645,1.6228135017866205,0.4811886709730329,182.6006554244209
0.1479317866100064,-0.16434738824577216,-0.13385596548292303,-0.08165357106907883,1.8440674635081302,3.439294919812833,2.10440362453641,1.3603881901461334,0.15841400358233385,1.6215672579418368,0.4802593300991134,182.41080548911594
0.15127944893695264,-0.16598288838585537,-0.1497789459329419,-0.08260618848655325,1.8921167228216804,3.4349337573127654,2.0922147008227028,1.359459919705279,0.15422781833992308,1.623827751414291,0.48004080221624557,183.71383142522333
0.1480887659738559,-0.16439301820800964,-0.13767538247952069,-0.08055221459732101,1.8478238670635534,3.439379090876169,2.1136322300636525,1.3469315243866569,0.14224499742592508,1.6279174542626975,0.4803288415546962,184.13351176782905
0.14671631597434398,-0.1553266800627982,-0.1347169122481574,-0.080894854563085,1.8029390387137911,3.4487114087856203,2.1419978293634774,1.3608310895111297,0.14446279226094785,1.623875183012119,0.4826064185465947,185.2543256670699
0.14519307859389058,-0.1559658047861689,-0.132925059776698,-0.07989427967771202,1.7447109909731313,3.4461249303464805,2.1211279736226123,1.3342330661843635,0.14720819383634628,1.6213472896966066,0.4815221525579698,184.08615769459408
0.14710780851361063,-0.15920027953322874,-0.1355901199438461,-0.0817566249992948,1.7178101507241184,3.4446228412070052,2.134071429582731,1.330584887513702,0.1410049983562306,1.6265780615200365,0.4820035536314107,183.87760741145203
0.15012986102321257,-0.16996439507639977,-0.12375463584097975,-0.08027054675189281,1.8073408021063069,3.4381465526324404,2.102753855579358,1.3569394913945505,0.15378784783346242,1.6212437641102981,0.4789815175919464,184.27839047188698
0.15128233207082784,-0.16990975841144812,-0.13428771750814117,-0.08177163811608931,1.9730722788308666,3.437224912634489,2.0911028756212877,1.3654019845016465,0.15145354163581384,1.6217763855067415,0.4793834272756563,185.83997427053845
0.14452727869654,-0.16396562354523644,-0.12936236448167643,-0.08029544599045205,1.6336866082095285,3.4402134807723375,2.1324526529603895,1.349265368347051,0.15331699103103807,1.6233374568819792,0.4808220565964596,184.61024673201067
0.1448035458011401,-0.16899022700183083,-0.13569403537301236,-0.08015304040839737,1.8729033632932044,3.4332632548565827,2.092125284958314,1.3536831365872701,0.1513003286712857,1.6208760264511395,0.4786270607393641,182.67763454292728
