,Unnamed: 0,Unnamed: 0.1,had1,had2,z1,z2,mins,maxx,fit_line,conv,valid_min,valid_max,reference
0,0,0,300.0,200.0,0.25,0.15,-0.013804959820848544,0.004392530952568116,,-0.010766465843826132,True,True,-0.016370201421845296
1,1,1,300.0,200.0,0.25,0.222,-0.029185570850043033,0.01134687545705002,,-0.023279191063894044,True,True,-0.023591955866295627
2,2,2,300.0,200.0,0.25,0.294,-0.04365915940549262,0.019393210576365772,,-0.035371548736102154,True,True,-0.0303207181694304
3,3,3,300.0,200.0,0.25,0.3670000000000001,-0.055806634190865685,0.027055862377980824,,-0.045260336044371005,True,True,-0.03625491958121728
4,4,4,300.0,200.0,0.25,0.439,-0.06614293526033965,0.033772450071987536,,-0.0529820917240666,True,True,-0.04137736193843507
5,5,5,300.0,200.0,0.25,0.511,-0.07446180035252659,0.03944997875754406,,-0.05918996041329756,True,True,-0.045882725935758886
6,6,6,300.0,200.0,0.25,0.583,-0.08124743004646226,0.04407768675667689,,-0.06423184074139954,True,True,-0.04976365979265948
7,7,7,300.0,200.0,0.25,0.6559999999999999,-0.08683277202978396,0.047736852922584345,,-0.06842069405444452,True,True,-0.05314133733961365
8,8,8,300.0,200.0,0.25,0.728,-0.09180747191352989,0.05080849706746842,,-0.07217095749360697,True,True,-0.056045800985529096
9,9,9,300.0,200.0,0.25,0.8,-0.0960945596463623,0.05330766462130754,,-0.07545629601967087,True,True,-0.05854314514286243
10,10,10,300.0,200.0,0.35,0.15,-0.009165988038636852,-0.002293824308293204,,-0.007437040928287167,True,True,-0.0606710404951073
11,11,11,300.0,200.0,0.35,0.222,-0.01931207426492826,-0.004283992693830321,,-0.015650772608340833,True,True,-0.06256815977614291
12,12,12,300.0,200.0,0.35,0.294,-0.028433396414124523,-0.005133266223128261,,-0.02293149812148858,True,True,-0.0642736064072362
13,13,13,300.0,200.0,0.35,0.3670000000000001,-0.03524481674193822,-0.004913822915632549,,-0.028432613585520364,True,True,-0.06584849042847528
14,14,14,300.0,200.0,0.35,0.439,-0.04008539152015295,-0.0036589785200544043,,-0.03242192780531078,True,True,-0.06734641053866465
15,15,15,300.0,200.0,0.35,0.511,-0.043717873693850606,-0.0024358300604668264,,-0.035459572714431835,True,True,-0.011634783177934623
16,16,16,300.0,200.0,0.35,0.583,-0.046631736976510074,-0.0013173828511190639,,-0.037871042407754484,True,True,-0.016093472098554443
17,17,17,300.0,200.0,0.35,0.6559999999999999,-0.04908954712204008,-0.00044929288013492746,,-0.03985841215469873,True,True,-0.020384516694294988
18,18,18,300.0,200.0,0.35,0.728,-0.05134323522893496,0.00019786902033241618,,-0.04161775326091372,True,True,-0.0243877768396603
19,19,19,300.0,200.0,0.35,0.8,-0.05331988334788079,0.0006415994373818424,,-0.04312380519338533,True,True,-0.028045917270782955
20,20,20,300.0,200.0,0.45,0.15,-0.01215245356948036,-0.00696657142661603,,-0.009878543184652169,True,True,-0.03137557380712793
21,21,21,300.0,200.0,0.45,0.222,-0.02403166043157382,-0.01377493388597385,,-0.019408038634558544,True,True,-0.034362916746691126
22,22,22,300.0,200.0,0.45,0.294,-0.033438061248827027,-0.019196299005277015,,-0.02696999102052048,True,True,-0.037038603358837935
23,23,23,300.0,200.0,0.45,0.3670000000000001,-0.039751994294412625,-0.02285932986613742,,-0.03206185924562641,True,True,-0.03941144376077922
24,24,24,300.0,200.0,0.45,0.439,-0.04378932868208683,-0.025237073921428592,,-0.03534039951628083,True,True,-0.0415088078067074
25,25,25,300.0,200.0,0.45,0.511,-0.046629556307191816,-0.02693322035692869,,-0.03759770356947744,True,True,-0.043346253057858684
26,26,26,300.0,200.0,0.45,0.583,-0.04884112262810031,-0.028246845871989064,,-0.03928852956374925,True,True,-0.04498652820709224
27,27,27,300.0,200.0,0.45,0.6559999999999999,-0.05074821183225503,-0.029355419918330964,,-0.040693864218476566,True,True,-0.04645039588378788
28,28,28,300.0,200.0,0.45,0.728,-0.05236853522703086,-0.030262579318332903,,-0.0418416324497101,True,True,-0.04777066704061672
29,29,29,300.0,200.0,0.45,0.8,-0.05381316179911322,-0.03094500336159676,,-0.042844980533728885,True,True,-0.04897861343517798
30,30,30,300.0,200.0,0.6,0.15,-0.02016925032124854,-0.00919901550575464,,-0.016678038198158683,True,True,-0.0145053790581364
31,31,31,300.0,200.0,0.6,0.222,-0.038989739647723384,-0.01779414456066278,,-0.0322042286164426,True,True,-0.01947096734455649
32,32,32,300.0,200.0,0.6,0.294,-0.05383370453732787,-0.024544134278916423,,-0.04444084143925512,True,True,-0.024168754837821344
33,33,33,300.0,200.0,0.6,0.3670000000000001,-0.06371353754495529,-0.029131446957217984,,-0.05258381969294418,True,True,-0.02855388556061253
34,34,34,300.0,200.0,0.6,0.439,-0.07002794828977647,-0.03206537551231044,,-0.057792110584438186,True,True,-0.03259987537085718
35,35,35,300.0,200.0,0.6,0.511,-0.07460152586269171,-0.03427034420507048,,-0.06156742221672435,True,True,-0.03630040435657962
36,36,36,300.0,200.0,0.6,0.583,-0.07811116475735967,-0.035998211712259004,,-0.06446229831038908,True,True,-0.039670090499923774
37,37,37,300.0,200.0,0.6,0.6559999999999999,-0.08116435719819173,-0.037511761594188245,,-0.06697637030668177,True,True,-0.042731624249480925
38,38,38,300.0,200.0,0.6,0.728,-0.08369347926798518,-0.038765390078255975,,-0.06905305016687865,True,True,-0.04551008506382074
39,39,39,300.0,200.0,0.6,0.8,-0.0857941930235962,-0.039809526843152365,,-0.0707749344810757,True,True,-0.04802995959445133
40,40,40,300.0,205.0,0.25,0.15,-0.016134970411829035,0.015943671586489384,,-0.010988658748361314,True,True,-0.05031277487175795
41,41,41,300.0,205.0,0.25,0.222,-0.019937019574416705,0.03767819027873622,,-0.01164599470134082,True,True,-0.05238026191191182
42,42,42,300.0,205.0,0.25,0.294,-0.019858065980443384,0.05717207119529716,,-0.004189694417840406,True,True,-0.05425127237302596
43,43,43,300.0,205.0,0.25,0.3670000000000001,-0.01615905609466602,0.07088918209409749,,0.005192686146643825,True,True,-0.055942662907857765
44,44,44,300.0,205.0,0.25,0.439,-0.012838235459075378,0.07964583038835775,,0.015202365521458644,True,True,-0.05747284245655952
45,45,45,300.0,205.0,0.25,0.511,-0.011729764962029047,0.08561875783299644,,0.02447622411137512,True,True,-0.0206389247233908
46,46,46,300.0,205.0,0.25,0.583,-0.010468107671376488,0.09029890806232994,,0.03235432768462684,True,True,-0.027950523130458173
47,47,47,300.0,205.0,0.25,0.6559999999999999,-0.009153268302912576,0.09469178483767349,,0.03874830469856165,True,True,-0.035059835867158703
48,48,48,300.0,205.0,0.25,0.728,-0.007770781738783954,0.10089228590555432,,0.04420202600400912,True,True,-0.04191415075082697
49,49,49,300.0,205.0,0.25,0.8,-0.006519751842799222,0.10618507666030212,,0.048644195501970584,True,True,-0.04847498346563062
50,50,50,300.0,205.0,0.35,0.15,-0.010569265874220019,0.005600602200561559,,-0.007440646698243625,True,True,-0.05472020791368097
51,51,51,300.0,205.0,0.35,0.222,-0.01752113439799342,0.013179463119656551,,-0.011542583357651086,True,True,-0.060646192423773976
52,52,52,300.0,205.0,0.35,0.294,-0.019925340593089574,0.019963989377052772,,-0.01203467403609292,True,True,-0.0662558028743651
53,53,53,300.0,205.0,0.35,0.3670000000000001,-0.018910819724227063,0.024694024524024985,,-0.01026186918429473,True,True,-0.0715579009688437
54,54,54,300.0,205.0,0.35,0.439,-0.016705117701117093,0.027720600295872897,,-0.006342180304983772,True,True,-0.07655300872224441
55,55,55,300.0,205.0,0.35,0.511,-0.014181331368450865,0.02997063216615923,,-0.0029278420790872593,True,True,-0.08125509201923609
56,56,56,300.0,205.0,0.35,0.583,-0.010931852536091502,0.03196362814267062,,0.00014929543250220706,True,True,-0.08565844385161381
57,57,57,300.0,205.0,0.35,0.6559999999999999,-0.00881269050447425,0.033877915174914466,,0.002692435630716439,True,True,-0.08978260131145707
58,58,58,300.0,205.0,0.35,0.728,-0.00705698440652673,0.035816491957365616,,0.00484970965812181,True,True,-0.093635395112393
59,59,59,300.0,205.0,0.35,0.8,-0.005703496366969341,0.0376293338597059,,0.006565436789735982,True,True,-0.09723236087965166
60,60,60,300.0,205.0,0.45,0.15,-0.01216467972648847,0.004361175566718272,,-0.007908551801171722,True,True,-0.016188154254894227
61,61,61,300.0,205.0,0.45,0.222,-0.02272687360442635,0.010180307766759713,,-0.014372735342647831,True,True,-0.013931836448852744
62,62,62,300.0,205.0,0.45,0.294,-0.029924159625550898,0.01535076748151678,,-0.01864777932855605,True,True,-0.00909167786485162
63,63,63,300.0,205.0,0.45,0.3670000000000001,-0.03362293352372094,0.018951449015638697,,-0.020838422708061285,True,True,-0.003100969815712107
64,64,64,300.0,205.0,0.45,0.439,-0.0349901913873296,0.02125950193804966,,-0.02169186033391684,True,True,0.003256792733824644
65,65,65,300.0,205.0,0.45,0.511,-0.035686241843035635,0.023038900740213177,,-0.021873433238166186,True,True,0.00974383829861403
66,66,66,300.0,205.0,0.45,0.583,-0.03609437226002758,0.02465666661656107,,-0.02178512427732341,True,True,0.015755665087037574
67,67,67,300.0,205.0,0.45,0.6559999999999999,-0.03642932594892861,0.02626498447220479,,-0.021646486112743932,True,True,0.02116615926103774
68,68,68,300.0,205.0,0.45,0.728,-0.0367709219852014,0.027918078873232822,,-0.0214976091262906,True,True,0.025833964407389567
69,69,69,300.0,205.0,0.45,0.8,-0.03712639830020334,0.029474021963812498,,-0.021387982051834408,True,True,0.029755154128849926
70,70,70,300.0,205.0,0.6,0.15,-0.01109864087063186,0.002869609461124176,,-0.005474652502404701,True,True,0.033017586162395585
71,71,71,300.0,205.0,0.6,0.222,-0.020625880859043724,0.007253052001441024,,-0.009348676368029359,True,True,0.03581828068785275
72,72,72,300.0,205.0,0.6,0.294,-0.02777329627839306,0.011304529591035856,,-0.01193719600161024,True,True,0.038292647342660635
73,73,73,300.0,205.0,0.6,0.3670000000000001,-0.0323853622688117,0.01420510421681681,,-0.013508823245384329,True,True,0.04056959054592646
74,74,74,300.0,205.0,0.6,0.439,-0.03518859589340579,0.016092300660730845,,-0.014451731829194337,True,True,0.042757468157055716
75,75,75,300.0,205.0,0.6,0.511,-0.03711588703307858,0.017639901800556208,,-0.015029583258835232,True,True,-0.01100845503708528
76,76,76,300.0,205.0,0.6,0.583,-0.0384973923074228,0.01910100349985134,,-0.015322521859922956,True,True,-0.01237602936202931
77,77,77,300.0,205.0,0.6,0.6559999999999999,-0.03961441988336793,0.02062163432288585,,-0.015431981775624697,True,True,-0.012530950073676196
78,78,78,300.0,205.0,0.6,0.728,-0.04043116469104545,0.022186019997336902,,-0.01533792905393972,True,True,-0.011804618070565234
79,79,79,300.0,205.0,0.6,0.8,-0.04104716647062488,0.023671028364795947,,-0.015152796703847143,True,True,-0.010440907945932444
80,80,80,310.0,200.0,0.25,0.15,-0.016134970411829035,0.015943671586489384,,-0.010988658748361314,True,True,-0.008555126674274756
81,81,81,310.0,200.0,0.25,0.222,-0.019937019574416705,0.03767819027873622,,-0.01164599470134082,True,True,-0.006482034504706851
82,82,82,310.0,200.0,0.25,0.294,-0.019858065980443384,0.05717207119529716,,-0.004189694417840406,True,True,-0.004378129710218427
83,83,83,310.0,200.0,0.25,0.3670000000000001,-0.01615905609466602,0.07088918209409749,,0.005192686146643825,True,True,-0.0024043972433537572
84,84,84,310.0,200.0,0.25,0.439,-0.012838235459075378,0.07964583038835775,,0.015202365521458644,True,True,-0.0006470877026436183
85,85,85,310.0,200.0,0.25,0.511,-0.011729764962029047,0.08561875783299644,,0.02447622411137512,True,True,0.0008830020722331284
86,86,86,310.0,200.0,0.25,0.583,-0.010468107671376488,0.09029890806232994,,0.03235432768462684,True,True,0.0022403592973720358
87,87,87,310.0,200.0,0.25,0.6559999999999999,-0.009153268302912576,0.09469178483767349,,0.03874830469856165,True,True,0.003477566662803323
88,88,88,310.0,200.0,0.25,0.728,-0.007770781738783954,0.10089228590555432,,0.04420202600400912,True,True,0.004648314365500474
89,89,89,310.0,200.0,0.25,0.8,-0.006519751842799222,0.10618507666030212,,0.048644195501970584,True,True,0.005803170977718443
90,90,90,310.0,200.0,0.35,0.15,-0.010569265874220019,0.005600602200561559,,-0.007440646698243625,True,True,-0.010707704581681856
91,91,91,310.0,200.0,0.35,0.222,-0.01752113439799342,0.013179463119656551,,-0.011542583357651086,True,True,-0.01355693854723568
92,92,92,310.0,200.0,0.35,0.294,-0.019925340593089574,0.019963989377052772,,-0.01203467403609292,True,True,-0.01597739879547533
93,93,93,310.0,200.0,0.35,0.3670000000000001,-0.018910819724227063,0.024694024524024985,,-0.01026186918429473,True,True,-0.01802255922237551
94,94,94,310.0,200.0,0.35,0.439,-0.016705117701117093,0.027720600295872897,,-0.006342180304983772,True,True,-0.0197239108023479
95,95,95,310.0,200.0,0.35,0.511,-0.014181331368450865,0.02997063216615923,,-0.0029278420790872593,True,True,-0.021080641681561967
96,96,96,310.0,200.0,0.35,0.583,-0.010931852536091502,0.03196362814267062,,0.00014929543250220706,True,True,-0.02216718157205286
97,97,97,310.0,200.0,0.35,0.6559999999999999,-0.00881269050447425,0.033877915174914466,,0.002692435630716439,True,True,-0.02302910896427604
98,98,98,310.0,200.0,0.35,0.728,-0.00705698440652673,0.035816491957365616,,0.00484970965812181,True,True,-0.02372824990280252
99,99,99,310.0,200.0,0.35,0.8,-0.005703496366969341,0.0376293338597059,,0.006565436789735982,True,True,-0.024322581555477937
100,100,100,310.0,200.0,0.45,0.15,-0.01216467972648847,0.004361175566718272,,-0.007908551801171722,True,True,-0.024832706733119145
101,101,101,310.0,200.0,0.45,0.222,-0.02272687360442635,0.010180307766759713,,-0.014372735342647831,True,True,-0.025275614160753832
102,102,102,310.0,200.0,0.45,0.294,-0.029924159625550898,0.01535076748151678,,-0.01864777932855605,True,True,-0.025639749388932345
103,103,103,310.0,200.0,0.45,0.3670000000000001,-0.03362293352372094,0.018951449015638697,,-0.020838422708061285,True,True,-0.025922745242965475
104,104,104,310.0,200.0,0.45,0.439,-0.0349901913873296,0.02125950193804966,,-0.02169186033391684,True,True,-0.026115765966702464
105,105,105,310.0,200.0,0.45,0.511,-0.035686241843035635,0.023038900740213177,,-0.021873433238166186,True,True,-0.0066477677870551855
106,106,106,310.0,200.0,0.45,0.583,-0.03609437226002758,0.02465666661656107,,-0.02178512427732341,True,True,-0.008174961771771504
107,107,107,310.0,200.0,0.45,0.6559999999999999,-0.03642932594892861,0.02626498447220479,,-0.021646486112743932,True,True,-0.00957877419768203
108,108,108,310.0,200.0,0.45,0.728,-0.0367709219852014,0.027918078873232822,,-0.0214976091262906,True,True,-0.010922077759937658
109,109,109,310.0,200.0,0.45,0.8,-0.03712639830020334,0.029474021963812498,,-0.021387982051834408,True,True,-0.01223259564200089
110,110,110,310.0,200.0,0.6,0.15,-0.01109864087063186,0.002869609461124176,,-0.005474652502404701,True,True,-0.01349505629636807
111,111,111,310.0,200.0,0.6,0.222,-0.020625880859043724,0.007253052001441024,,-0.009348676368029359,True,True,-0.01466971675413362
112,112,112,310.0,200.0,0.6,0.294,-0.02777329627839306,0.011304529591035856,,-0.01193719600161024,True,True,-0.015715074365485672
113,113,113,310.0,200.0,0.6,0.3670000000000001,-0.0323853622688117,0.01420510421681681,,-0.013508823245384329,True,True,-0.016594677960324617
114,114,114,310.0,200.0,0.6,0.439,-0.03518859589340579,0.016092300660730845,,-0.014451731829194337,True,True,-0.017331934224627418
115,115,115,310.0,200.0,0.6,0.511,-0.03711588703307858,0.017639901800556208,,-0.015029583258835232,True,True,-0.017895885307472787
116,116,116,310.0,200.0,0.6,0.583,-0.0384973923074228,0.01910100349985134,,-0.015322521859922956,True,True,-0.01836160601547866
117,117,117,310.0,200.0,0.6,0.6559999999999999,-0.03961441988336793,0.02062163432288585,,-0.015431981775624697,True,True,-0.01869019782113733
118,118,118,310.0,200.0,0.6,0.728,-0.04043116469104545,0.022186019997336902,,-0.01533792905393972,True,True,-0.01890774117488497
