,Unnamed: 0,Unnamed: 0.1,had1,had2,z1,z2,mins,maxx,fit_line,conv,valid_min,valid_max,reference
0,0,0,300.0,100.0,0.25,0.15,-0.017635597897179753,0.003196972099880854,,-0.013264811376060507,True,True,-0.019968527147016284
1,1,1,300.0,100.0,0.25,0.222,-0.03703300935387062,0.0024365490769196565,,-0.028411882820320287,True,True,-0.02935963866816464
2,2,2,300.0,100.0,0.25,0.294,-0.05557061873895819,-0.0012390445865193811,,-0.04322263212115403,True,True,-0.03831414191305173
3,3,3,300.0,100.0,0.25,0.3670000000000001,-0.07095549187445704,-0.007308430881479779,,-0.056038924285563535,True,True,-0.04650992977528313
4,4,4,300.0,100.0,0.25,0.439,-0.0840819113743624,-0.013805295148546821,,-0.06747864485608124,True,True,-0.05407423108234154
5,5,5,300.0,100.0,0.25,0.511,-0.09678630244504662,-0.02155249848780978,,-0.07908649708466621,True,True,-0.06151221520391836
6,6,6,300.0,100.0,0.25,0.583,-0.111605367119448,-0.030745185871956054,,-0.09176388208534143,True,True,-0.06909412291195881
7,7,7,300.0,100.0,0.25,0.6559999999999999,-0.12808419258629053,-0.04119681603848844,,-0.10557780142580038,True,True,-0.07723234677733254
8,8,8,300.0,100.0,0.25,0.728,-0.1460493273338298,-0.05280495892535398,,-0.12072331654156016,True,True,-0.08602088791467223
9,9,9,300.0,100.0,0.25,0.8,-0.16270263782389033,-0.06138532812066641,,-0.13479724927122194,True,True,-0.09538932199559194
10,10,10,300.0,100.0,0.35,0.15,-0.010608731752666686,-0.002657875371429127,,-0.00891994656238228,True,True,-0.10517299614238787
11,11,11,300.0,100.0,0.35,0.222,-0.022999029664051228,-0.006664530617296689,,-0.01976239740048113,True,True,-0.11502301158409378
12,12,12,300.0,100.0,0.35,0.294,-0.035302499114662156,-0.011055536957191177,,-0.030442029705512182,True,True,-0.12469422697235448
13,13,13,300.0,100.0,0.35,0.3670000000000001,-0.045825632067568504,-0.015143573791118598,,-0.03963322030268246,True,True,-0.13398890199461838
14,14,14,300.0,100.0,0.35,0.439,-0.05489020394174339,-0.018960368367522507,,-0.047599098279696064,True,True,-0.14294565483522
15,15,15,300.0,100.0,0.35,0.511,-0.06372746864151946,-0.022943847684283532,,-0.0554041303460357,True,True,-0.013058878803091098
16,16,16,300.0,100.0,0.35,0.583,-0.07315790118720376,-0.02737106077698346,,-0.06377547181550873,True,True,-0.019214445867661984
17,17,17,300.0,100.0,0.35,0.6559999999999999,-0.08326288902180837,-0.03228817423810099,,-0.07277105481261101,True,True,-0.025627600491035785
18,18,18,300.0,100.0,0.35,0.728,-0.09490574769877504,-0.037699158902538464,,-0.08281407892687716,True,True,-0.03204985057885544
19,19,19,300.0,100.0,0.35,0.8,-0.10605824968008871,-0.04152906071128498,,-0.09229968628830193,True,True,-0.03840790517031666
20,20,20,300.0,100.0,0.45,0.15,-0.01253240911582006,-0.005746370010059864,,-0.010660377338150749,True,True,-0.044859663499602416
21,21,21,300.0,100.0,0.45,0.222,-0.02541477319578442,-0.012244999266988122,,-0.021884997915905414,True,True,-0.051501755869516434
22,22,22,300.0,100.0,0.45,0.294,-0.03706510404090148,-0.018399832178776485,,-0.03212107409412733,True,True,-0.05856224765347806
23,23,23,300.0,100.0,0.45,0.3670000000000001,-0.046614000871966585,-0.023570876457119045,,-0.04045415507333172,True,True,-0.06611596322031743
