,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,had1,had2,z1,z2,conv,reference,mins,maxx,valid_min,valid_max
74,74,74,74,300.0,205.0,0.6,0.439,-0.014451731829194337,0.042757468157055716,-0.03995658255328026,0.018652422547171844,True,True
75,75,75,75,300.0,205.0,0.6,0.511,-0.015029583258835232,-0.01100845503708528,-0.04228687617254661,0.02046118155114869,True,True
76,76,76,76,300.0,205.0,0.6,0.583,-0.015322521859922956,-0.01237602936202931,-0.04401935790002524,0.022177733091703084,True,True
77,77,77,77,300.0,205.0,0.6,0.6559999999999999,-0.015431981775624697,-0.012530950073676196,-0.045470586400184115,0.023971968228327853,True,True
78,78,78,78,300.0,205.0,0.6,0.728,-0.01533792905393972,-0.011804618070565234,-0.04659698421135288,0.02582458605654473,True,True
79,79,79,79,300.0,205.0,0.6,0.8,-0.015152796703847143,-0.010440907945932444,-0.04748934576815805,0.027589291256431347,True,True
80,80,80,80,310.0,200.0,0.25,0.15,-0.010988658748361314,-0.008555126674274756,-0.016134970411829038,0.015943671586489384,True,True
81,81,81,81,310.0,200.0,0.25,0.222,-0.01164599470134082,-0.006482034504706851,-0.019937019574416702,0.03767819027873622,True,True
82,82,82,82,310.0,200.0,0.25,0.294,-0.004189694417840406,-0.004378129710218427,-0.019858065980443384,0.057172071195297165,True,True
83,83,83,83,310.0,200.0,0.25,0.3670000000000001,0.005192686146643825,-0.0024043972433537572,-0.01615905609466602,0.07088918209409749,True,True
84,84,84,84,310.0,200.0,0.25,0.439,0.015202365521458644,-0.0006470877026436183,-0.012838235459075378,0.0818952155972784,True,True
85,85,85,85,310.0,200.0,0.25,0.511,0.02447622411137512,0.0008830020722331284,-0.011729764962029049,0.09253293491791467,True,True
86,86,86,86,310.0,200.0,0.25,0.583,0.03235432768462684,0.0022403592973720358,-0.010468107671376488,0.1012220350199972,True,True
87,87,87,87,310.0,200.0,0.25,0.6559999999999999,0.03874830469856165,0.003477566662803323,-0.009153268302912576,0.10842365464827608,True,True
88,88,88,88,310.0,200.0,0.25,0.728,0.04420202600400912,0.004648314365500474,-0.007844734459844528,0.11490472331733782,True,True
89,89,89,89,310.0,200.0,0.25,0.8,0.04864419550197058,0.005803170977718443,-0.006930761226994994,0.1205022934691208,True,True
90,90,90,90,310.0,200.0,0.35,0.15,-0.007440646698243625,-0.010707704581681856,-0.01071185171907003,0.005778395370610892,True,True
91,91,91,91,310.0,200.0,0.35,0.222,-0.011542583357651086,-0.01355693854723568,-0.017839162249091187,0.013269039628048387,True,True
92,92,92,92,310.0,200.0,0.35,0.294,-0.01203467403609292,-0.01597739879547533,-0.020511532322150527,0.01996398937705277,True,True
93,93,93,93,310.0,200.0,0.35,0.3670000000000001,-0.01026186918429473,-0.01802255922237551,-0.01977825546160755,0.024694024524024985,True,True
94,94,94,94,310.0,200.0,0.35,0.439,-0.006342180304983772,-0.0197239108023479,-0.017641046747513416,0.027720600295872897,True,True
95,95,95,95,310.0,200.0,0.35,0.511,-0.0029278420790872593,-0.021080641681561967,-0.015113365657103691,0.029970632166159233,True,True
96,96,96,96,310.0,200.0,0.35,0.583,0.00014929543250220706,-0.02216718157205286,-0.01291390616773306,0.03196362814267062,True,True
97,97,97,97,310.0,200.0,0.35,0.6559999999999999,0.002692435630716439,-0.02302910896427604,-0.010418271906604949,0.03387791517491446,True,True
98,98,98,98,310.0,200.0,0.35,0.728,0.00484970965812181,-0.02372824990280252,-0.008906817238792492,0.035816491957365616,True,True
99,99,99,99,310.0,200.0,0.35,0.8,0.006565436789735982,-0.024322581555477937,-0.00775699203148263,0.0376293338597059,True,True
100,100,100,100,310.0,200.0,0.45,0.15,-0.007908551801171722,-0.024832706733119145,-0.013324660360639878,0.005126780806946952,True,True
101,101,101,101,310.0,200.0,0.45,0.222,-0.014372735342647831,-0.025275614160753832,-0.02549521677067296,0.011827858862494751,True,True
102,102,102,102,310.0,200.0,0.45,0.294,-0.01864777932855605,-0.025639749388932345,-0.034215053595549466,0.017679222396210722,True,True
103,103,103,103,310.0,200.0,0.45,0.3670000000000001,-0.020838422708061285,-0.025922745242965475,-0.03912120622647783,0.021657515916557873,True,True
104,104,104,104,310.0,200.0,0.45,0.439,-0.02169186033391684,-0.026115765966702464,-0.0414130041691784,0.02413318703790441,True,True
105,105,105,105,310.0,200.0,0.45,0.511,-0.021873433238166186,-0.0066477677870551855,-0.04243273494026791,0.02601197677440943,True,True
106,106,106,106,310.0,200.0,0.45,0.583,-0.02178512427732341,-0.008174961771771504,-0.0429909498911438,0.02772854085014082,True,True
107,107,107,107,310.0,200.0,0.45,0.6559999999999999,-0.02164648611274393,-0.00957877419768203,-0.04348746139200918,0.029467069214214714,True,True
108,108,108,108,310.0,200.0,0.45,0.728,-0.0214976091262906,-0.010922077759937658,-0.04401349440704597,0.03128243330221341,True,True
109,109,109,109,310.0,200.0,0.45,0.8,-0.021387982051834408,-0.01223259564200089,-0.04456062295567391,0.033014210261322764,True,True
110,110,110,110,310.0,200.0,0.6,0.15,-0.005474652502404701,-0.01349505629636807,-0.012227230138829677,0.0032870861032361647,True,True
111,111,111,111,310.0,200.0,0.6,0.222,-0.009348676368029359,-0.01466971675413362,-0.02304246096880529,0.00837205682478818,True,True
112,112,112,112,310.0,200.0,0.6,0.294,-0.01193719600161024,-0.015715074365485672,-0.031287420942189954,0.013085473664115874,True,True
113,113,113,113,310.0,200.0,0.6,0.3670000000000001,-0.013508823245384329,-0.016594677960324617,-0.036658870613473116,0.01645506000228241,True,True
114,114,114,114,310.0,200.0,0.6,0.439,-0.014451731829194337,-0.017331934224627418,-0.03995658255328026,0.018652422547171844,True,True
115,115,115,115,310.0,200.0,0.6,0.511,-0.015029583258835232,-0.017895885307472787,-0.04228687617254661,0.02046118155114869,True,True
116,116,116,116,310.0,200.0,0.6,0.583,-0.015322521859922956,-0.01836160601547866,-0.04401935790002524,0.022177733091703084,True,True
117,117,117,117,310.0,200.0,0.6,0.6559999999999999,-0.015431981775624697,-0.01869019782113733,-0.045470586400184115,0.023971968228327853,True,True
118,118,118,118,310.0,200.0,0.6,0.728,-0.01533792905393972,-0.01890774117488497,-0.04659698421135288,0.02582458605654473,True,True
119,119,119,119,310.0,200.0,0.6,0.8,-0.015152796703847143,-0.019010231652591497,-0.04748934576815805,0.027589291256431347,True,True
120,120,120,120,310.0,205.0,0.25,0.15,-0.010766465843826132,-0.016188154254894227,-0.013804959820848544,0.004392530952568116,True,True
121,121,121,121,310.0,205.0,0.25,0.222,-0.023279191063894044,-0.013931836448852744,-0.029185570850043037,0.01134687545705002,True,True
122,122,122,122,310.0,205.0,0.25,0.294,-0.035371548736102154,-0.00909167786485162,-0.04365915940549262,0.02115351836395624,True,True
123,123,123,123,310.0,205.0,0.25,0.3670000000000001,-0.045260336044371005,-0.003100969815712107,-0.0560129365356397,0.03106811394957738,True,True
124,124,124,124,310.0,205.0,0.25,0.439,-0.0529820917240666,0.003256792733824644,-0.06629079976303419,0.03993143463971673,True,True
125,125,125,125,310.0,205.0,0.25,0.511,-0.05918996041329756,0.00974383829861403,-0.07457272230045965,0.04759192369149906,True,True
126,126,126,126,310.0,205.0,0.25,0.583,-0.06423184074139954,0.015755665087037574,-0.08132104032400181,0.05397489382832658,True,True
127,127,127,127,310.0,205.0,0.25,0.6559999999999999,-0.06842069405444452,0.02116615926103774,-0.08709105755380528,0.059258438200177885,True,True
128,128,128,128,310.0,205.0,0.25,0.728,-0.07217095749360697,0.025833964407389567,-0.09236494481914798,0.06381916270426219,True,True
129,129,129,129,310.0,205.0,0.25,0.8,-0.07545629601967087,0.029755154128849926,-0.0968533493590338,0.06763228296198237,True,True
130,130,130,130,310.0,205.0,0.35,0.15,-0.007437040928287167,0.033017586162395585,-0.00949116600750615,-0.0022938243082932038,True,True
131,131,131,131,310.0,205.0,0.35,0.222,-0.015650772608340833,0.03581828068785275,-0.01951021876823468,-0.004283992693830321,True,True
132,132,132,132,310.0,205.0,0.35,0.294,-0.02293149812148858,0.038292647342660635,-0.02883846345509487,-0.005133266223128261,True,True
133,133,133,133,310.0,205.0,0.35,0.3670000000000001,-0.028432613585520364,0.04056959054592646,-0.03588923948410525,-0.004913822915632549,True,True
134,134,134,134,310.0,205.0,0.35,0.439,-0.03242192780531078,0.042757468157055716,-0.040970985548918766,-0.003658978520054404,True,True
135,135,135,135,310.0,205.0,0.35,0.511,-0.035459572714431835,-0.01100845503708528,-0.04482287104905335,-0.0024358300604668264,True,True
136,136,136,136,310.0,205.0,0.35,0.583,-0.037871042407754484,-0.01237602936202931,-0.047921995780550036,-0.001317382851119064,True,True
137,137,137,137,310.0,205.0,0.35,0.6559999999999999,-0.03985841215469873,-0.012530950073676196,-0.05052559959844112,-0.00044929288013492746,True,True
138,138,138,138,310.0,205.0,0.35,0.728,-0.04161775326091372,-0.011804618070565234,-0.052897468709896055,0.00019786902033241616,True,True
139,139,139,139,310.0,205.0,0.35,0.8,-0.04312380519338533,-0.010440907945932444,-0.0549586413328433,0.0006415994373818424,True,True
140,140,140,140,310.0,205.0,0.45,0.15,-0.009878543184652169,-0.008555126674274756,-0.013128171011991369,-0.005306882396051079,True,True
141,141,141,141,310.0,205.0,0.45,0.222,-0.019408038634558544,-0.006482034504706851,-0.025777405906674662,-0.010355084941145771,True,True
142,142,142,142,310.0,205.0,0.45,0.294,-0.02696999102052048,-0.004378129710218427,-0.035720986559338336,-0.014306580547837853,True,True
143,143,143,143,310.0,205.0,0.45,0.3670000000000001,-0.03206185924562641,-0.0024043972433537572,-0.04227659775863514,-0.016937685807838526,True,True
144,144,144,144,310.0,205.0,0.45,0.439,-0.03534039951628083,-0.0006470877026436183,-0.046352802639253336,-0.01862720358779501,True,True
145,145,145,145,310.0,205.0,0.45,0.511,-0.03759770356947744,0.0008830020722331284,-0.049053778569299336,-0.019821035040442792,True,True
146,146,146,146,310.0,205.0,0.45,0.583,-0.03928852956374925,0.0022403592973720358,-0.05102776592925349,-0.02072919664280797,True,True
147,147,147,147,310.0,205.0,0.45,0.6559999999999999,-0.040693864218476566,0.003477566662803323,-0.053078032409178084,-0.021481535735560286,True,True
148,148,148,148,310.0,205.0,0.45,0.728,-0.0418416324497101,0.004648314365500474,-0.054850606279505165,-0.022077231679184302,True,True
149,149,149,149,310.0,205.0,0.45,0.8,-0.042844980533728885,0.005803170977718443,-0.056427147766016435,-0.022594787053867183,True,True
150,150,150,150,310.0,205.0,0.6,0.15,-0.016678038198158683,-0.010707704581681856,-0.02016925032124854,-0.0061324839187975565,True,True
151,151,151,151,310.0,205.0,0.6,0.222,-0.0322042286164426,-0.01355693854723568,-0.03898973964772338,-0.01184157071842414,True,True
152,152,152,152,310.0,205.0,0.6,0.294,-0.04444084143925512,-0.01597739879547533,-0.053833704537327866,-0.016316069994172552,True,True
153,153,153,153,310.0,205.0,0.6,0.3670000000000001,-0.05258381969294418,-0.01802255922237551,-0.06371353754495529,-0.019352936977150192,True,True
154,154,154,154,310.0,205.0,0.6,0.439,-0.057792110584438186,-0.0197239108023479,-0.07002794828977647,-0.02129913141548301,True,True
155,155,155,155,310.0,205.0,0.6,0.511,-0.06156742221672435,-0.021080641681561967,-0.07460152586269171,-0.02276828950382391,True,True
156,156,156,156,310.0,205.0,0.6,0.583,-0.06446229831038908,-0.02216718157205286,-0.07811116475735967,-0.02392092993157402,True,True
157,157,157,157,310.0,205.0,0.6,0.6559999999999999,-0.06697637030668177,-0.02302910896427604,-0.08116435719819172,-0.024929693813957186,True,True
158,158,158,158,310.0,205.0,0.6,0.728,-0.06905305016687865,-0.02372824990280252,-0.08373091181385461,-0.02576251324066979,True,True
159,159,159,159,310.0,205.0,0.6,0.8,-0.0707749344810757,-0.024322581555477937,-0.08605944965925529,-0.026456122176729,True,True
