,Unnamed: 0,Unnamed: 0.1,had1,had2,z1,z2,mins,maxx,fit_line,conv,valid_min,valid_max,reference
0,0,0,300.0,100.0,0.25,0.15,-0.018141954313189185,0.0023926824492840008,,-0.013264811376060507,True,True,-0.019968527147016284
1,1,1,300.0,100.0,0.25,0.222,-0.036174344114952676,0.0038657176216613117,,-0.028411882820320287,True,True,-0.02935963866816464
2,2,2,300.0,100.0,0.25,0.294,-0.052866400423313094,0.004123172582251562,,-0.04322263212115403,True,True,-0.03831414191305173
3,3,3,300.0,100.0,0.25,0.3670000000000001,-0.06698395372900684,0.003377750072650739,,-0.056038924285563535,True,True,-0.04650992977528313
4,4,4,300.0,100.0,0.25,0.439,-0.08135819699046351,0.0019340138957309788,,-0.06747864485608124,True,True,-0.05407423108234154
5,5,5,300.0,100.0,0.25,0.511,-0.09576405319763849,-0.00019903542790415164,,-0.07908649708466621,True,True,-0.06151221520391836
6,6,6,300.0,100.0,0.25,0.583,-0.11128908917736352,-0.0028525732003799056,,-0.09176388208534143,True,True,-0.06909412291195881
7,7,7,300.0,100.0,0.25,0.6559999999999999,-0.1280747410038669,-0.005893129915978128,,-0.10557780142580038,True,True,-0.07723234677733254
8,8,8,300.0,100.0,0.25,0.728,-0.14638149091046554,-0.009219464468327675,,-0.12072331654156016,True,True,-0.08602088791467223
9,9,9,300.0,100.0,0.25,0.8,-0.16330519145466077,-0.012230677204699282,,-0.13479724927122194,True,True,-0.09538932199559194
10,10,10,300.0,100.0,0.35,0.15,-0.010850240531798947,-0.0012865345076165425,,-0.00891994656238228,True,True,-0.10517299614238787
11,11,11,300.0,100.0,0.35,0.222,-0.023212637384130035,-0.003301466104477047,,-0.01976239740048113,True,True,-0.11502301158409378
12,12,12,300.0,100.0,0.35,0.294,-0.03544501994157271,-0.005551530356751948,,-0.030442029705512182,True,True,-0.12469422697235448
13,13,13,300.0,100.0,0.35,0.3670000000000001,-0.04592206232022813,-0.0076968065173295954,,-0.03963322030268246,True,True,-0.13398890199461838
14,14,14,300.0,100.0,0.35,0.439,-0.05498995661987276,-0.00974055590696098,,-0.047599098279696064,True,True,-0.14294565483522
15,15,15,300.0,100.0,0.35,0.511,-0.06390054113445069,-0.011902048239963709,,-0.0554041303460357,True,True,-0.013058878803091098
16,16,16,300.0,100.0,0.35,0.583,-0.07336064375945198,-0.01427309951404789,,-0.06377547181550873,True,True,-0.019214445867661984
17,17,17,300.0,100.0,0.35,0.6559999999999999,-0.08390696431162181,-0.01689343308729042,,-0.07277105481261101,True,True,-0.025627600491035785
18,18,18,300.0,100.0,0.35,0.728,-0.09600422958551183,-0.019766511824958304,,-0.08281407892687716,True,True,-0.03204985057885544
19,19,19,300.0,100.0,0.35,0.8,-0.10742550759424178,-0.02246441323416664,,-0.09229968628830193,True,True,-0.03840790517031666
20,20,20,300.0,100.0,0.45,0.15,-0.012569656062641297,-0.0048079467197965345,,-0.010660377338150749,True,True,-0.044859663499602416
21,21,21,300.0,100.0,0.45,0.222,-0.025395447139920282,-0.010297380102166534,,-0.021884997915905414,True,True,-0.051501755869516434
22,22,22,300.0,100.0,0.45,0.294,-0.037121774921729016,-0.015528611213352873,,-0.03212107409412733,True,True,-0.05856224765347806
23,23,23,300.0,100.0,0.45,0.3670000000000001,-0.046770619118202544,-0.019926542235304136,,-0.04045415507333172,True,True,-0.06611596322031743
24,24,24,300.0,100.0,0.45,0.439,-0.055084523231234854,-0.02381091315602415,,-0.04744030992191662,True,True,-0.07414578282628348
25,25,25,300.0,100.0,0.45,0.511,-0.06327105876615463,-0.027711271179640937,,-0.05415705642879263,True,True,-0.08256743752863238
26,26,26,300.0,100.0,0.45,0.583,-0.07208742192599994,-0.031961950814869654,,-0.06129574601349778,True,True,-0.0911478805368676
27,27,27,300.0,100.0,0.45,0.6559999999999999,-0.08197480240101801,-0.03675977047445385,,-0.06924496904242024,True,True,-0.09970772497965473
28,28,28,300.0,100.0,0.45,0.728,-0.09304184320696277,-0.042156754958874644,,-0.07812624893845528,True,True,-0.1080824539746632
29,29,29,300.0,100.0,0.45,0.8,-0.10405854979928186,-0.047531391608687794,,-0.08692149529051729,True,True,-0.11627271292887313
30,30,30,300.0,100.0,0.6,0.15,-0.014628117377626043,-0.008530625527188437,,-0.012715643591705407,True,True,-0.014521251632870475
31,31,31,300.0,100.0,0.6,0.222,-0.027711123012123643,-0.01683683529784832,,-0.024205123673824654,True,True,-0.02043185322177803
32,32,32,300.0,100.0,0.6,0.294,-0.03871111700001449,-0.024288468742453287,,-0.03378100639173976,True,True,-0.026502182428578814
33,33,33,300.0,100.0,0.6,0.3670000000000001,-0.04693751336824148,-0.030355599899000506,,-0.04092249257119844,True,True,-0.03261561298457944
34,34,34,300.0,100.0,0.6,0.439,-0.05331118223884718,-0.03548981704038584,,-0.04634022762376156,True,True,-0.03874007073876387
35,35,35,300.0,100.0,0.6,0.511,-0.059239161272258346,-0.03915646463380273,,-0.05129618078097768,True,True,-0.044977787681057736
36,36,36,300.0,100.0,0.6,0.583,-0.0654395810963897,-0.04273514375815217,,-0.05628878576942326,True,True,-0.05140750826914235
37,37,37,300.0,100.0,0.6,0.6559999999999999,-0.07247940172240368,-0.0466606366539262,,-0.061883128255699416,True,True,-0.058217399590597664
38,38,38,300.0,100.0,0.6,0.728,-0.08212396979138979,-0.05160022255485449,,-0.06916316938059873,True,True,-0.06552239916199662
39,39,39,300.0,100.0,0.6,0.8,-0.09364039692321578,-0.05706666294242238,,-0.07739680654764018,True,True,-0.07338860079310851
40,40,40,300.0,105.0,0.25,0.15,-0.010759717841500214,0.007246819263822657,,-0.0016960171968606838,True,True,-0.08183230122311701
41,41,41,300.0,105.0,0.25,0.222,-0.01855965478475112,0.017648787477603244,,0.0025180521930663192,True,True,-0.0907384070506714
42,42,42,300.0,105.0,0.25,0.294,-0.023789416372167645,0.028312114321235447,,0.009593273050436715,True,True,-0.10000578540084057
43,43,43,300.0,105.0,0.25,0.3670000000000001,-0.02618775338321706,0.03752825642531704,,0.017438673690240446,True,True,-0.10950555581267918
44,44,44,300.0,105.0,0.25,0.439,-0.026578304180448042,0.045440103938888476,,0.0257307712016771,True,True,-0.11922656031212556
45,45,45,300.0,105.0,0.25,0.511,-0.025556590757681002,0.05633646441008485,,0.03510080724391309,True,True,-0.016249417204488616
46,46,46,300.0,105.0,0.25,0.583,-0.023407922074107607,0.07022895264175505,,0.04605329972007845,True,True,-0.02215100856641325
47,47,47,300.0,105.0,0.25,0.6559999999999999,-0.020535593736349576,0.0855306445870826,,0.058269606130980325,True,True,-0.028033113601810468
48,48,48,300.0,105.0,0.25,0.728,-0.01708060317152945,0.10236021432295837,,0.07178542190901525,True,True,-0.03385693072930972
49,49,49,300.0,105.0,0.25,0.8,-0.013892051459284427,0.11783962553557985,,0.0842228975382931,True,True,-0.03961095372402467
50,50,50,300.0,105.0,0.35,0.15,-0.006417539493869353,0.00044429661372898945,,-0.004175393792699647,True,True,-0.045334577543061264
51,51,51,300.0,105.0,0.35,0.222,-0.01087011425481165,0.002010289774504505,,-0.005362827117178961,True,True,-0.051074732254275605
52,52,52,300.0,105.0,0.35,0.294,-0.01411633723146935,0.0044713516428116105,,-0.004437016268379358,True,True,-0.05694487523018218
53,53,53,300.0,105.0,0.35,0.3670000000000001,-0.01571867264434077,0.00799387812282517,,-0.0017095640479111494,True,True,-0.06307238058606048
54,54,54,300.0,105.0,0.35,0.439,-0.016108649864934977,0.012954199554967497,,0.0016098885332830894,True,True,-0.0696135337821667
55,55,55,300.0,105.0,0.35,0.511,-0.015616101169491553,0.01898075794300805,,0.005909281235345156,True,True,-0.07676150535143995
