had1,had2,z1,z2,fit_line,conv,ffs1,ffs2,ffs3,ffs4
300.0,100.0,0.25,0.15,-0.019968527147016284,-0.013264811376060507,0.01740365825663268,-0.0112789567520112,-0.0002212707998217527,-0.019170920800797082
300.0,100.0,0.25,0.20357142857142854,-0.02935963866816464,-0.02437765492996352,0.025298788718996355,-0.01863137082859368,-0.0003192035316533028,-0.0307237300216018
300.0,100.0,0.25,0.2571428571428571,-0.03831414191305173,-0.035878638282410724,0.030717424888567758,-0.025372622061450082,-0.0003850971805464832,-0.04083653480311131
300.0,100.0,0.25,0.3107142857142857,-0.04650992977528313,-0.046330949845881035,0.03371817512122948,-0.030904010773137723,-0.00042010023280569277,-0.04874234714370664
300.0,100.0,0.25,0.3642857142857143,-0.05407423108234154,-0.05559709882573463,0.03498810379761323,-0.035369811881163615,-0.00043294842307375144,-0.05478671614058275
300.0,100.0,0.25,0.4178571428571428,-0.06151221520391836,-0.06425192061467191,0.034963073497084905,-0.039182799862628334,-0.000428613303836209,-0.05959478155820975
300.0,100.0,0.25,0.4714285714285714,-0.06909412291195881,-0.07270436073514415,0.033966796753458796,-0.0426092447072527,-0.00041235641959697214,-0.06366220058786344
300.0,100.0,0.25,0.525,-0.07723234677733254,-0.08155564858705544,0.03213537047165005,-0.045918113372708735,-0.00038576334087174024,-0.06738641829064215
300.0,100.0,0.25,0.5785714285714285,-0.08602088791467223,-0.09101395784996165,0.029563494952670293,-0.04923304235144459,-0.0003506426226729028,-0.07099117995082058
300.0,100.0,0.25,0.6321428571428571,-0.09538932199559194,-0.1011132750926918,0.026391511968184976,-0.05261167842997113,-0.0003094376412033076,-0.07459789103466671
300.0,100.0,0.25,0.6857142857142857,-0.10517299614238787,-0.11174970198444135,0.022828219917987155,-0.05605309404097829,-0.00026463898058243197,-0.07824582286280787
300.0,100.0,0.25,0.7392857142857143,-0.11502301158409378,-0.122690906874061,0.0190414750153983,-0.05950826668954987,-0.0002182887003211577,-0.0819756652582468
300.0,100.0,0.25,0.7928571428571428,-0.12469422697235448,-0.1338260241468029,0.015179596148154718,-0.06297923514958406,-0.00017241050480492305,-0.08580135242760413
300.0,100.0,0.25,0.8464285714285714,-0.13398890199461838,-0.14522183147402676,0.011365600743634048,-0.06654623454925276,-0.0001277492048505732,-0.08984219514959203
300.0,100.0,0.25,0.9,-0.14294565483522,-0.1572073851851917,0.007598830521593615,-0.07039297609508544,-8.470938709617711e-05,-0.09439980132036065
300.0,100.0,0.35,0.15,-0.013058878803091098,-0.00891994656238228,0.005604158272803983,-0.0072897730909722664,-0.0005697138457787136,-0.006663020759022994
300.0,100.0,0.35,0.20357142857142854,-0.019214445867661984,-0.01685897376113929,0.008967325148446887,-0.01324908419362569,-0.0008986680291202622,-0.01167391843916229
300.0,100.0,0.35,0.2571428571428571,-0.025627600491035782,-0.025164194746506607,0.011572714424405979,-0.019182570099208495,-0.001150051547838371,-0.016407693818333808
300.0,100.0,0.35,0.3107142857142857,-0.03204985057885544,-0.03268697496578166,0.01321991061588703,-0.02431837545404591,-0.0013059525022509027,-0.020286245696019962
300.0,100.0,0.35,0.3642857142857143,-0.03840790517031666,-0.03932173312215593,0.014137729223143271,-0.028681000561620883,-0.0013854106800638517,-0.023394189270526587
300.0,100.0,0.35,0.4178571428571428,-0.044859663499602416,-0.045362610419268444,0.014456240904106363,-0.03249337386910901,-0.001403776794437724,-0.025924303050084377
300.0,100.0,0.35,0.4714285714285714,-0.051501755869516434,-0.05114234511130454,0.014308575267819285,-0.035991158245509275,-0.0013769597590258512,-0.028073109808420805
300.0,100.0,0.35,0.525,-0.05856224765347806,-0.05703776676356132,0.01378172890993873,-0.039419466662243205,-0.0013108880695761405,-0.030090978237271176
300.0,100.0,0.35,0.5785714285714285,-0.06611596322031743,-0.06327941475338009,0.01286402723186055,-0.04291747991616359,-0.0012109068416933614,-0.031992653731284564
300.0,100.0,0.35,0.6321428571428571,-0.07414578282628348,-0.06982890786244944,0.011665559415286589,-0.04647398619175947,-0.0010850096355991413,-0.0339357200664138
300.0,100.0,0.35,0.6857142857142857,-0.08256743752863238,-0.07684982621025227,0.010239561658876786,-0.05021618387799016,-0.0009410698222594746,-0.035931020456241206
300.0,100.0,0.35,0.7392857142857143,-0.0911478805368676,-0.08413677776122185,0.00865602079916013,-0.05403510202657862,-0.0007876641022233774,-0.03797085429440534
300.0,100.0,0.35,0.7928571428571428,-0.09970772497965473,-0.09163188829266608,0.006988650278412467,-0.057923176071763983,-0.0006301595372388458,-0.040059070981830494
300.0,100.0,0.35,0.8464285714285714,-0.1080824539746632,-0.09938667372689192,0.005293597057659495,-0.06194981471779664,-0.0004720051050626679,-0.042256750553681575
300.0,100.0,0.35,0.9,-0.11627271292887313,-0.10763172129297087,0.00357571988073085,-0.06621635432316018,-0.00031650838722437904,-0.0446711235074362
300.0,100.0,0.45,0.15,-0.014521251632870475,-0.010660377338150747,0.0015738952629198299,-0.006755797771864905,-0.0024084127668654544,-0.003066005544558304
300.0,100.0,0.45,0.20357142857142854,-0.02043185322177803,-0.018967766987061527,0.00254415928441515,-0.012436654955121296,-0.0038513539062309927,-0.005232904750619323
300.0,100.0,0.45,0.2571428571428571,-0.026502182428578814,-0.027151342789559527,0.003322086549086729,-0.018243236181325843,-0.005003630862482417,-0.007223229409172973
300.0,100.0,0.45,0.3107142857142857,-0.032615612984579434,-0.03423673057631066,0.0038524723166929297,-0.023498888527117,-0.005770066032024592,-0.008824946861492152
300.0,100.0,0.45,0.3642857142857143,-0.03874007073876387,-0.04022459591510302,0.004177187026024233,-0.02808478449838356,-0.006218173435250036,-0.010067051478914405
300.0,100.0,0.45,0.4178571428571428,-0.044977787681057736,-0.0454824544425361,0.00434593354178695,-0.03236601532119108,-0.0064131954759810705,-0.011067382614188317
