had1,had2,z1,z2,fit_line,conv,ffs1,ffs2,ffs3,ffs4
300.0,100.0,0.25,0.15,-0.019968527147016284,-0.011566483748342378,0.014055670566530157,-0.008767682159708325,-0.0017627319161663674,-0.015092485234659858
300.0,100.0,0.25,0.20357142857142854,-0.02935963866816464,-0.021226779557473274,0.02086801877980656,-0.014795868860370149,-0.002596530464068858,-0.024704469532190736
300.0,100.0,0.25,0.2571428571428571,-0.03831414191305173,-0.03157592117386409,0.025981164692809325,-0.020671128685120096,-0.003212693282335103,-0.033690808342047636
300.0,100.0,0.25,0.3107142857142857,-0.04650992977528313,-0.041609494126171535,0.029420622156576766,-0.025960776435109422,-0.0036159728835879605,-0.041477402877194536
300.0,100.0,0.25,0.3642857142857143,-0.05407423108234154,-0.05149502487521925,0.031761859205642604,-0.03091060154799845,-0.003875677813324799,-0.0484812889495036
300.0,100.0,0.25,0.4178571428571428,-0.06151221520391836,-0.06185680666611948,0.033243190428884774,-0.03586422616564597,-0.004019208039594684,-0.05523421583911702
300.0,100.0,0.25,0.4714285714285714,-0.06909412291195881,-0.07328978099486934,0.03402765894422137,-0.04108256181793644,-0.004074396711444832,-0.06216716722704637
300.0,100.0,0.25,0.525,-0.07723234677733254,-0.08630217786523894,0.03400109055769193,-0.04677470097969819,-0.004025957842175,-0.06950782734180663
300.0,100.0,0.25,0.5785714285714285,-0.08602088791467223,-0.10099728861065356,0.0329895619201948,-0.05289752281894754,-0.0038598496030382828,-0.07722849593137987
300.0,100.0,0.25,0.6321428571428571,-0.09538932199559194,-0.11709484160030764,0.03090525778718342,-0.0592972110828248,-0.0035732035672959477,-0.08512183827648626
300.0,100.0,0.25,0.6857142857142857,-0.10517299614238787,-0.13398089492569135,0.027803496908547606,-0.06570127461475345,-0.0031779084993760294,-0.0928833792223455
300.0,100.0,0.25,0.7392857142857143,-0.11502301158409378,-0.15087334380329132,0.02387918182178242,-0.0718193089319054,-0.002700311851569314,-0.10019444245918993
300.0,100.0,0.25,0.7928571428571428,-0.12469422697235448,-0.1671227064741208,0.019399126769538637,-0.07749256748330034,-0.0021731641791312133,-0.1069203372419958
300.0,100.0,0.25,0.8464285714285714,-0.13398890199461838,-0.18283794673782386,0.014695452588516419,-0.08279404011541196,-0.001628032363532659,-0.11313590276374731
300.0,100.0,0.25,0.9,-0.14294565483522,-0.19876865549024442,0.009869803292228476,-0.08803032565298141,-0.0010854313518597592,-0.11952735112431591
300.0,100.0,0.35,0.15,-0.013058878803091098,-0.008067057013574025,0.005041933622655315,-0.005154072619972235,-0.0016556050910274099,-0.006300544891554329
300.0,100.0,0.35,0.20357142857142854,-0.019214445867661984,-0.015130398809526732,0.008166044342314958,-0.009481604284419638,-0.002643404646443967,-0.011173465723299877
