had1,had2,z1,z2,fit_line,conv,ffs1,ffs2,ffs3,ffs4
300.0,100.0,0.25,0.15,-0.019968527147016284,-0.012282810097354577,0.016648603210490342,-0.008481848579678328,-0.0009765513368662835,-0.0194748881680162
300.0,100.0,0.25,0.20357142857142854,-0.02935963866816464,-0.022853294705999894,0.02465634843215108,-0.014277237969392191,-0.0014349861634316162,-0.031798712023316994
300.0,100.0,0.25,0.2571428571428571,-0.03831414191305173,-0.03431810535679097,0.030633467954731517,-0.019918379910515017,-0.0017728452364517183,-0.04329648259428667
300.0,100.0,0.25,0.3107142857142857,-0.04650992977528313,-0.045545474083218185,0.0346807524369276,-0.02499270330952195,-0.0019938057353476543,-0.05326401997145353
300.0,100.0,0.25,0.3642857142857143,-0.05407423108234154,-0.056674309491000274,0.03742079287156328,-0.02974246717623707,-0.0021358293836999586,-0.06222540270074005
300.0,100.0,0.25,0.4178571428571428,-0.06151221520391836,-0.06841180161597328,0.03915234506993302,-0.03449708497365905,-0.0022138510724530394,-0.07086833460036661
300.0,100.0,0.25,0.4714285714285714,-0.06909412291195881,-0.08142351608667309,0.0400666827722801,-0.03951615859514838,-0.002243953195038952,-0.07974573507070808
300.0,100.0,0.25,0.525,-0.07723234677733254,-0.09630230691340305,0.0400287170559724,-0.044974026542057545,-0.0022169093126653584,-0.08914699206575179
300.0,100.0,0.25,0.5785714285714285,-0.08602088791467223,-0.11318491215475836,0.03883281083401936,-0.050855311434198615,-0.0021251980830517356,-0.09904971713610033
300.0,100.0,0.25,0.6321428571428571,-0.09538932199559194,-0.13175317580721288,0.03637591077917178,-0.05700361197969596,-0.001967211011102657,-0.10914891386619763
300.0,100.0,0.25,0.6857142857142857,-0.10517299614238787,-0.15130233894520617,0.03272238128987298,-0.063155112785099,-0.0017494688820802063,-0.11909270411437496
300.0,100.0,0.25,0.7392857142857143,-0.11502301158409378,-0.1709261272948462,0.028102038614619785,-0.06903203078278733,-0.0014864795960116849,-0.12845841086707663
300.0,100.0,0.25,0.7928571428571428,-0.12469422697235448,-0.189858819756868,0.022832726010667416,-0.07448187923077082,-0.0011962644903468743,-0.13707527463228883
