had1,had2,z1,z2,fit_line,conv,ffs1,ffs2,ffs3,ffs4
300.0,200.0,0.25,0.15,-0.016370201421845296,-0.010766465843826133,0.008883060099347067,-0.004046056626200507,-0.0018374584378912204,-0.013761667032597324
300.0,200.0,0.25,0.20357142857142854,-0.023591955866295627,-0.019940692505927234,0.011171428519467815,-0.005083018727706237,-0.0030803103479024037,-0.02295330123397433
300.0,200.0,0.25,0.2571428571428571,-0.0303207181694304,-0.0294520030192119,0.011876994978619883,-0.005397789572107027,-0.0040978777989513345,-0.03185310589359349
300.0,200.0,0.25,0.3107142857142857,-0.03625491958121728,-0.03788530164489327,0.011679130874065302,-0.005307763342956749,-0.004771495138448809,-0.03950819673172064
300.0,200.0,0.25,0.3642857142857143,-0.04137736193843507,-0.04493794784371786,0.011242043807250888,-0.005102089312821361,-0.005159073489327724,-0.04593216842965275
300.0,200.0,0.25,0.4178571428571428,-0.045882725935758886,-0.05094737005770106,0.010738355557294991,-0.004873326305383595,-0.005344466404419188,-0.05147811716863725
300.0,200.0,0.25,0.4714285714285714,-0.04976365979265948,-0.055973248454282844,0.010190254657598133,-0.004619157306708831,-0.005423813220636955,-0.05615079969031716
300.0,200.0,0.25,0.525,-0.05314133733961365,-0.06027937132286371,0.009544614514683676,-0.0043220477668418425,-0.005458100749470992,-0.06005188002658174
300.0,200.0,0.25,0.5785714285714285,-0.056045800985529096,-0.06396764038243437,0.00876388011738477,-0.003965643788756355,-0.005492568995240549,-0.06328383914608264
300.0,200.0,0.25,0.6321428571428571,-0.05854314514286243,-0.06717352032982839,0.007862465326968054,-0.003556195588760457,-0.005542778796689978,-0.06595179446754068
300.0,200.0,0.25,0.6857142857142857,-0.0606710404951073,-0.07001260318122218,0.006868875523308735,-0.0031031777601532922,-0.0056131678351296855,-0.06817953274396374
300.0,200.0,0.25,0.7392857142857143,-0.06256815977614291,-0.0726301312992246,0.005813732608519221,-0.0026199027875693755,-0.0057039938251360525,-0.07013828824923322
300.0,200.0,0.25,0.7928571428571428,-0.0642736064072362,-0.0752408296442432,0.004673887498155209,-0.0021121009523250695,-0.005814125193156053,-0.07199706673798037
