had1,had2,z1,z2,mins,maxx,fit_line
300.0,100.0,0.25,0.15,-0.01963325595198085,-0.013206717516980302,-0.01640043292041067
300.0,100.0,0.25,0.20357142857142857,-0.02845324642769747,-0.020179456341976584,-0.024448802120113675
300.0,100.0,0.25,0.2571428571428571,-0.036657826594354646,-0.026575558208544313,-0.03193931606157331
300.0,100.0,0.25,0.3107142857142857,-0.044183876005508195,-0.032366484289999324,-0.038689439688658366
300.0,100.0,0.25,0.36428571428571427,-0.051190995135745564,-0.037713782318932305,-0.0449061099788342
300.0,100.0,0.25,0.4178571428571428,-0.05825767224564187,-0.043056290218345505,-0.05110734295060147
300.0,100.0,0.25,0.4714285714285714,-0.06559009565591421,-0.04855111464194953,-0.057541937257154105
300.0,100.0,0.25,0.525,-0.07361369209680582,-0.054452863317860055,-0.06458421301332483
300.0,100.0,0.25,0.5785714285714285,-0.0824047663573515,-0.06090213241288186,-0.07230237537816803
300.0,100.0,0.25,0.6321428571428571,-0.09203141923620232,-0.06778319851026524,-0.08061228932911019
300.0,100.0,0.25,0.6857142857142857,-0.1021862580665602,-0.07501713810060126,-0.08934596287991525
300.0,100.0,0.25,0.7392857142857143,-0.11244666436661771,-0.08232921341613895,-0.09817113159114615
300.0,100.0,0.25,0.7928571428571428,-0.12254111283980401,-0.08952487284254376,-0.10685379186931487
300.0,100.0,0.25,0.8464285714285714,-0.13225405592989026,-0.09645044426229457,-0.11520852284180091
300.0,100.0,0.25,0.9,-0.14162922851318063,-0.10313879097075163,-0.12327376323649929
300.0,100.0,0.35,0.15,-0.013667733578877772,-0.009743823897907474,-0.011689162395610565
300.0,100.0,0.35,0.20357142857142857,-0.020041532368925568,-0.0144481529319457,-0.0172469681122747
300.0,100.0,0.35,0.2571428571428571,-0.026435989960055684,-0.01925096110562279,-0.022875573413285256
300.0,100.0,0.35,0.3107142857142857,-0.03257860876053755,-0.023840598604472393,-0.028325319552229767
300.0,100.0,0.35,0.36428571428571427,-0.03844405802390928,-0.02824605669997142,-0.03356076155579878
300.0,100.0,0.35,0.4178571428571428,-0.04447006299091891,-0.03248192647754996,-0.03878450484364093
300.0,100.0,0.35,0.4714285714285714,-0.05075504933256509,-0.036721111386598226,-0.044122835957217624
300.0,100.0,0.35,0.525,-0.057478735082916094,-0.041205706074135734,-0.049814892046774986
300.0,100.0,0.35,0.5785714285714285,-0.06474744572806321,-0.04600034395036789,-0.055939058327490486
300.0,100.0,0.35,0.6321428571428571,-0.07255514850456536,-0.051098281942168644,-0.06248147185866299
300.0,100.0,0.35,0.6857142857142857,-0.08078103884846595,-0.05644396201443247,-0.06936509795607261
300.0,100.0,0.35,0.7392857142857143,-0.08917119050108317,-0.06187805598011614,-0.07638035553017272
300.0,100.0,0.35,0.7928571428571428,-0.09766114761234991,-0.06728180376430935,-0.08336950679233733
300.0,100.0,0.35,0.8464285714285714,-0.10600969597387165,-0.07254884370328653,-0.09019193472545997
300.0,100.0,0.35,0.9,-0.11417385550500644,-0.0776882344662932,-0.09685837751019338
300.0,100.0,0.45,0.15,-0.016326967386872712,-0.011853484453932722,-0.014155487116087405
300.0,100.0,0.45,0.20357142857142857,-0.02276608003356871,-0.016337644723846908,-0.01969890740281038
300.0,100.0,0.45,0.2571428571428571,-0.02927327909867787,-0.02073438165089794,-0.025212540453149412
