NUP,NDO,NST,NSEA,AUP,ADO,AST,ASEA,BUP,BDO,BST,BSEA,PP,MSS,coef,chi_sq
0.3703546675823691,-0.3179340396699941,-0.12602350290934858,-0.23264852886989584,0.0,0.0,3.421870639080341e-06,0.0,3.145453395164289,0.0,0.0,1.9512157551061848,1.4693291683569254,0.2707574469462616,0.25,1.628
