NUP,NDO,NST,NSEA,AUP,AST,BUP,BDO,PP2,chi
0.1528624158058084,-0.15540350379319107,-0.3729566934914914,-0.20868178884670419,3.2589041066722264,2.9175425650217788,11.054182719468718,1.473164434348081,0.14115522937174216,133.2003429194031
0.1302878181044359,-0.15707091612655863,-0.3312361664944416,-0.17658232085308542,2.722649494650415,2.6509796723866335,10.184790644795177,1.7776255700289774,0.11271153660282111,122.46898216337263
0.1439708700506232,-0.1416236426568982,-0.29931561433077575,-0.1807372348525415,6.873995658942357,2.4334858251947433,22.658673473491476,1.401902856574555,0.12145832305663111,133.19943620427907
0.12594482854619457,-0.1236226062939678,-0.26537128468950444,-0.16490210132115368,3.0206362284779624,2.2643513176627477,11.163991806300963,1.3299393286639682,0.10947010914655654,121.90640824216487
0.13513191181454037,-0.1625583551314906,-0.293508933921869,-0.1683820474217605,3.7296784855937575,2.437389748127542,13.554371039561786,1.5848392809782774,0.10634718373110866,123.13425597137459
0.118647169726854,-0.1711592342226525,-0.332026783333653,-0.15994585426153435,1.9644076426020574,2.6642478265101577,8.308111723257873,1.7286920637645098,0.09613074570442202,132.71794843093548
0.130695762738536,-0.1569986150139892,-0.2983432884205356,-0.17559601887660745,3.337330785570085,2.596956109401275,12.139669303969537,1.393819140209494,0.11480993303373867,125.87831423523377
0.13336580002896795,-0.14195047839825992,-0.30341211811745905,-0.17507553714926677,3.762944510182172,2.2051354907951763,13.056021755355914,1.494704084963919,0.1148398079702379,123.95620601581882
0.13485089757388125,-0.15613163747625453,-0.3410153948116397,-0.17335647442815483,3.9635463771279755,2.674714119928371,14.313112610559871,1.8602343087846536,0.10808900260687736,121.93127016135537
0.12932118909066606,-0.155628294757862,-0.17560091414740508,-0.16860233980929415,3.153464936919875,1.7491979454171347,11.555654984350117,1.4819114500155148,0.10669430972570719,126.57937647785155
0.12228977721517253,-0.16077147331201777,-0.3634795171447691,-0.17247591697267828,2.2044400141434304,2.607584389760196,8.772934643229645,1.8536962410880562,0.11492830657491164,125.54393925428184
0.11319543199625098,-0.12469629907983323,-0.2203602396028738,-0.14396645004071673,4.546219820548255,1.7684444233793462,15.772357937386836,1.5361898863814138,0.11099170087445016,132.22579914068564
0.13389383647196987,-0.14970047098085645,-0.187637194655563,-0.17649426294908482,1.7806648192165684,1.9197050148424069,7.807946163370195,1.302963772539958,0.10980908033961984,131.1008922509278
0.1315538313490882,-0.15381643926961258,-0.280136146347593,-0.1742786869800541,3.2561730761707635,2.1299379488108787,11.242207826696818,1.6829082095100316,0.11315250747158294,126.36123675971866
0.14434209922592153,-0.1830006382185328,-0.2948504391422725,-0.1938928994696973,2.151648602560643,2.0990615869105085,8.43667194544156,1.77333793516945,0.13488520650394692,126.8935394600898
0.1257937385105886,-0.14397996634375154,-0.28409972518310717,-0.17963971070574922,1.210571183450927,2.251802593111179,5.769480418041419,1.7770419013977938,0.12086924232513507,129.85365646784646
0.1130720090184785,-0.12332120573750979,-0.27031471837627574,-0.15343660778274265,4.480917829690174,2.2285843354244794,15.165802478222487,1.096185969678507,0.1102201668685773,130.67414648865247
0.11815571127752265,-0.14965117416474824,-0.2642886905853729,-0.15902425091871192,4.498873083438004,2.217347449488505,15.045265808738922,1.449741641803796,0.10686850798988633,134.76219417721003
0.13930166081755127,-0.1439787288720009,-0.302986102488986,-0.19227199586481677,1.6762207173328187,2.4511648407203186,7.239622618965149,1.3698406824000662,0.1384258206084294,125.52471529042984
0.11892287354208605,-0.16170322261157727,-0.433636296696283,-0.1584844655753659,3.11659698234586,3.0264930915514436,11.523030586248,1.8678205706501254,0.09591096442927395,128.33756406436197
0.11529182158928224,-0.15850022134697653,-0.2130678978846354,-0.1462728303208779,4.375452428441502,1.9682674741451278,14.964697063897201,1.832943515337008,0.0897334505339572,131.98095319573463
0.123780120048494,-0.14211233356018452,-0.22584203137648767,-0.15819490657165092,4.609388498925092,1.9900351310157824,16.091648154899953,1.2094225121475355,0.11008409232107351,124.03729392083456
0.14444226966945814,-0.15601438518487867,-0.24758826722776528,-0.18934680948526325,1.7921411166856918,2.0335234928078423,7.584051843295249,1.1277941532815519,0.12009133476050174,127.79378845149577
0.1457417901158012,-0.17414062848551817,-0.2003086009429698,-0.19619263518307145,1.0385101638829073,1.7507444086369366,5.559822763700949,1.683671345274271,0.12712326088127712,136.34348004462174
0.14645734043333142,-0.14203584531410127,-0.3297788928266437,-0.18988413229470721,3.576745622591416,2.5841080741571316,12.407514660840098,1.3019348671571018,0.128546486091313,123.10619231810826
0.15141785750407383,-0.17491078348330605,-0.18557016411008054,-0.20096540151811973,3.5899327782957284,1.5394996368856062,13.013131550515345,1.9878477811151052,0.14127618598320785,132.52261944424822
0.0923552003263125,-0.14137710320861158,-0.11503612665500557,-0.13008828073466275,1.8647316915353938,1.2852260505261432,7.70466020324737,1.6687701861946944,0.08381540921762595,166.9067169728979
0.15347165498036297,-0.15554357832992088,-0.36772625878137266,-0.20713778717648432,2.2984484745699376,2.7000138758157206,8.424358228102763,1.1526670069779659,0.14800106933930252,130.6857425772219
0.1390244945024011,-0.19560074495906163,-0.35975355163129996,-0.17767541836964487,3.224724389813886,2.755221758015746,11.707322632235684,1.8967292189466258,0.11330400202116457,123.86879461379195
0.12760806388599127,-0.15453872854992756,-0.3269317341858554,-0.17024815870376175,3.094234140528043,2.434604699599489,11.293281520456512,1.7955021211160478,0.11224515984792018,119.90554220746569
0.1432099293296951,-0.15141010605407318,-0.2626312424989545,-0.19861711388965614,2.4897796591879446,2.1145860201771822,9.288801662213505,1.3169776389872303,0.13930713424085425,124.12020785846256
0.13217202377019818,-0.16773676121177494,-0.21957130564354393,-0.16569096016873178,4.9348949991129185,1.8744930205537331,16.96520428026827,2.4631634486030842,0.10786957475876717,123.78417600422296
0.12553811369678863,-0.13551331541952952,-0.23875697304133212,-0.1592587915234428,4.295024540135357,1.9306536503427805,14.504264729445424,1.4355173480543306,0.12006581195680843,130.0558527098335
0.1326295920269048,-0.15572340298223042,-0.18348979024122675,-0.18030912471020374,1.5298141442467221,1.7851501672309142,6.492487058593293,1.3552354515631249,0.11644129587916516,127.7552808849282
0.13449848984729187,-0.14372154673345666,-0.23516810579961545,-0.17743546405659397,3.4202903938432616,2.128897919172162,11.968730944664049,1.0050920374875707,0.1179698435840762,125.46769973942673
0.1276344666179769,-0.14373477499020648,-0.2629275685917814,-0.17524450747565648,3.3029487897028176,2.0179914003483086,11.70742497203772,1.5999983852201292,0.13220023646402973,127.72340426117385
0.12120261277883303,-0.12265364124767034,-0.3249350916213661,-0.16557818462009882,3.5863268147702367,2.607162030912434,12.803431769948492,1.86186817633411,0.09867901471402761,134.6071057495602
0.1311573031819081,-0.15514457484152755,-0.22195542414544403,-0.17230684824528236,2.8616149154001,1.875539247868903,10.501439900386721,1.358134986977972,0.112231117644454,121.86486644563455
0.1423756258198585,-0.15024852202700067,-0.23808911413279443,-0.18967317402812545,3.3217261402382943,1.8377460871638926,11.4692619365373,1.4474692621662888,0.12856910202570068,127.38189959616084
0.11656418991029822,-0.13999565032288647,-0.23905948369364116,-0.1470195343918601,3.5412474013148914,2.1449563615681173,12.822289060202259,1.544171367557688,0.0968436714041077,126.60248305395079
0.13673173802958125,-0.16740491616118178,-0.32354682630961784,-0.18344468591784832,3.1055574631254323,2.443935987515977,10.924469562854316,1.641359419440445,0.11482489182068277,126.65184245915265
0.14059684486269888,-0.1811620290123497,-0.19178428589230836,-0.17890373918214955,3.236627734276935,1.7156221331381065,11.475648163716976,1.642982266210051,0.12252726810324155,124.9064287134791
0.12000400316176653,-0.1559973961190959,-0.15545984151943681,-0.1566085906117613,3.462278199312949,1.5845576151027374,12.455873674198878,1.7256876176359883,0.09840211683908227,131.85641671491453
0.13874695204040774,-0.1510425972133024,-0.2774040648307577,-0.18663371544037896,3.065757542330076,2.3910919647570275,11.37646682787952,1.125949221068187,0.1285448987093494,125.83384970344753
0.13648514166814513,-0.15883416821627355,-0.2609501275250058,-0.18018428760573227,4.228999881577481,2.1617059958352702,14.309460824961967,2.1324988804603815,0.11686174495297548,126.96878592850872
0.13876431235832676,-0.14607400207832663,-0.32865670172703587,-0.19993006596745533,1.4991675270058142,2.584844137223288,6.761480350269981,1.2262293609547341,0.12896124930237507,139.43218576322678
0.1405658832054722,-0.169069589824472,-0.23574363822280056,-0.189133128506242,2.186141376204536,2.0336347994391946,8.641825828537005,1.5928790653777554,0.13590876531178295,122.90036558942681
0.1566163573368755,-0.16126384036787297,-0.286138062029595,-0.21470827054215602,1.44659972755198,2.4020666791156016,5.52734424685116,0.6707955937083014,0.14468242653166116,150.15819132893543
0.14183209238587735,-0.12677061836792222,-0.18087740223691579,-0.19759332798284018,2.1521739454772413,1.6777885633408898,8.652968596060042,1.587039949013815,0.1354282751452206,133.31877890289874
0.11779649998057015,-0.14609206080167342,-0.2338496560906556,-0.1645977289953788,0.9653964467733813,1.7191692751056324,5.183011978318955,1.146784069460423,0.10754146487002068,154.4655418844946
0.12401705567304612,-0.15334609861076412,-0.2179211862729531,-0.1589370262625718,5.14417668387523,1.7699682509954595,17.19451034634819,2.169413771114944,0.10482623008926314,127.97901037958245
