NUP,NDO,NST,NSEA,AST,BUP,BSEA,PP2,chi
0.15096039121806218,-0.11819150834721809,-0.14851541325569378,-0.09156559676580557,1.994336584437622,4.191477522403616,2.81382850918682,0.10436198327143623,116.6681052060353
0.12382507802995339,-0.10258228375359217,-0.11167918750790251,-0.08084386286460928,1.6331450096003253,3.9347613852163015,2.9121980360692796,0.08817890899946994,129.2891867012353
0.152253224939734,-0.1434919570353463,-0.1389665893710806,-0.0923233846161264,2.0378445118764374,3.945507466383274,2.8687496489265722,0.11631957772912153,123.89868576904236
0.13815376991065711,-0.13971132614678256,-0.16799907716444923,-0.10212970474160407,2.3408341675549247,3.2833980250435406,2.8607379524195085,0.1069343859001225,111.91130610648474
0.16702529336072364,-0.1513401504847766,-0.17367566004239166,-0.10333252845696828,2.431833860325136,3.9335718981377017,2.8603106675480294,0.11532714286168282,113.75416376394979
0.1749586144543083,-0.14006799559580463,-0.16552764533024728,-0.10667206041233669,2.3226002520711777,3.919979364073968,2.893451242189032,0.1104291578905714,112.77810055756414
0.16704848251432708,-0.14439478966235647,-0.14739520230851302,-0.10232779237306791,2.1919541262325066,3.7463308802182076,2.7223435772791476,0.11310841584533493,112.7665431864457
0.1562359753900923,-0.13953173408657438,-0.14308252411745317,-0.08618855953317581,2.028747008833104,4.187387442339634,2.8866544177693507,0.09923049951098195,111.77750094541958
0.15840333280870897,-0.12430818680418439,-0.17588207882738413,-0.10764949847308822,2.259079560893999,3.757791151629007,2.868763967107219,0.10148666283099728,107.00925086017664
0.13725889067027786,-0.1211857807623361,-0.1311416914943388,-0.07561525287708998,1.9878726574528474,4.378771544943225,2.8619352131430307,0.08032528981874494,114.16088991481972
0.17966524549627574,-0.1424544721757429,-0.14807684867184695,-0.12295402883771078,2.169454879193812,3.8019313991370662,2.855204545928944,0.12716121903436176,112.17192992497878
0.10522790511460453,-0.10727195590966693,-0.1533036503383463,-0.07855678922712349,2.067178578933802,3.4404675416494266,2.8831194243744425,0.07787904101036114,121.93741275654932
0.16009991757959563,-0.13015960712814062,-0.11885145643577277,-0.11061308998030435,1.9017991921048862,3.6162146665903356,2.8615902849000436,0.11563173150057161,118.3556261479484
0.1299417988687891,-0.12511699097343137,-0.10743677351570424,-0.07774399623467772,1.5762278529545597,3.9382487180343917,2.8493165170672095,0.09795431107246176,123.25461393721272
0.17922359302347807,-0.13735369068929604,-0.1839184083429675,-0.11611226041003687,2.5686327040007404,3.864809315585139,2.804694141362752,0.12152565832470763,117.43242351906159
0.16098626557872897,-0.12721132663609036,-0.1319714276456305,-0.098336320728776,1.9826433349162538,3.9686840746138623,2.87738461706676,0.10307227003584579,113.98440536136803
0.12887699677566072,-0.12891542299991962,-0.12264367583875044,-0.08221411317355452,1.7664826336445456,3.5349805598345503,2.858213810288082,0.09136847867634486,113.44300042073553
0.1793401154807519,-0.12351148269267466,-0.17792004805671438,-0.10600355826597901,2.4230741123458754,4.410424373557214,2.8773208464928817,0.10070304382374663,109.41928836446576
0.12503992423705396,-0.1254828902544671,-0.0803517330557202,-0.08962544986442962,1.1925730389913993,3.637079677274679,3.0048241816239702,0.11165668825613086,136.07280037079823
0.11491790526641893,-0.12203286907270058,-0.0915056382932263,-0.06086729078446112,1.5281076934466784,4.135109527846644,2.8643404491737767,0.07483761294704305,130.6211336733352
0.16126711885568634,-0.12196006640963387,-0.16450298988205186,-0.10937298129615439,2.2557112971277027,3.843120347986269,2.820485159874622,0.10776422326121239,109.86811928993575
0.14646679415164773,-0.126118553847244,-0.14680301218074637,-0.10248684257429196,2.0265933669301464,3.7690573951140913,2.912868365157455,0.10515706619443925,109.68921815364692
0.1632278598335149,-0.15221645254805607,-0.15439064268918293,-0.09639338144778034,2.331708326758916,4.053950040618948,2.898213658180027,0.106683317567411,115.34068580816344
0.15994185559906413,-0.1446601269249663,-0.15032342804175955,-0.08740975201839324,2.067500309435897,4.109069576708988,2.9512573188619853,0.09977523779954234,114.30709655068054
0.14896866132966924,-0.12432223594782851,-0.1294959089014159,-0.09530204117131541,1.9487059227303736,3.947759493226468,2.8793109157620598,0.10147287468069144,113.54736054131675
0.16369950729458366,-0.14081683934162,-0.15172980186386786,-0.12269986811147694,1.9979347878914586,3.461992431671901,2.932131102463331,0.12189809729674153,107.68416548159566
0.23678551573519735,-0.17017284920860593,-0.17316825191198373,-0.14184397571945045,2.4415723326937004,4.261053757409356,2.884706278198163,0.15204377961934162,125.77168006523176
0.13262259857221337,-0.13444036260317171,-0.12665532281880137,-0.07662828577014766,1.8632505445534884,3.8304848144349255,2.818733307555175,0.093510183471507,116.87928801907584
0.1269289520627811,-0.1417131027878553,-0.1026476964198737,-0.08528994635716725,1.6852122315950164,3.3631568791287245,2.815360185338739,0.10662435615000425,124.11484877396973
0.14715922409191265,-0.11802107535302467,-0.13928017533867024,-0.08866379938284544,1.917830749707992,4.0086743848257775,2.768760813931369,0.09147838337127227,108.5718006728171
0.121251703481853,-0.1307427982352621,-0.14075623447119417,-0.07531700908864587,2.1134774395774567,3.991155677327737,2.9709952583680312,0.08128782608532294,117.31146564677904
0.1261283543566127,-0.11330210478820554,-0.09613825533905958,-0.09154043415646806,1.3721732143551086,3.5189992196363704,2.9109413887308926,0.10338058349937412,128.02969617400714
0.1748579825807714,-0.15811649560028637,-0.1401130517194163,-0.1082359267448336,1.9301353112275936,3.9347185888424296,2.871711746739174,0.12095741512617694,108.46694476913443
0.16976299099255848,-0.1346920216431819,-0.15063589142383318,-0.1045818647823412,2.0903545616885273,3.9384535357773127,2.977854081660827,0.11526555532501605,119.53993956853031
0.13125401887721985,-0.10908479602143362,-0.14414049800310189,-0.0904083417820269,2.014239316519023,3.8367442794942237,2.8171890975828258,0.09507973874559777,118.5897015898481
0.1145314401568358,-0.13624565312993936,-0.09249968847619042,-0.07177179833721936,1.5331041277789943,3.4948853918977987,2.956745092518838,0.07870242224312954,119.37430259042193
0.1833406730359095,-0.15387552624918824,-0.20025161560577748,-0.10514557551917318,2.536359989558552,4.321870350285263,2.9227187815050466,0.11844889907794581,114.52427901827238
0.09938725331674289,-0.10349655403791656,-0.16150433230898703,-0.07808591760427386,2.110357307534995,3.2318477790845668,2.960074767710245,0.08702492640111946,139.50107092496518
