NUP,NDO,NST,NSEA,AST,BUP,BDO,PP2,chi
0.2126151203664378,-0.08534376480583106,-0.3399735520558757,-0.18215620533477225,2.7246134415186667,2.071975098648407,0.2564686789135273,0.1257348817087015,148.93610884320003
0.2199225216790576,-0.12807840587532102,-0.260642180418576,-0.14671035085817186,2.1856222872552484,3.0730746366176565,1.3209678210202265,0.09771793217418538,134.36287923179273
0.23488418696723487,-0.18227657076843928,-0.24201081218214016,-0.19311748134580417,2.055100637457792,2.1583248050981294,1.953269498289794,0.1333477495065235,137.96879717782397
0.18353323441893363,-0.09473932065433852,-0.2877168715804013,-0.15564476199503016,2.452161505826554,2.437837676068553,0.7695237771158405,0.11434292741413325,143.70422572466535
0.19746348559863794,-0.11858117863426487,-0.25210487285676225,-0.17225846885230361,2.0913186767176257,2.257589419498183,0.6184976355552327,0.11502806902352153,135.4373967618534
0.15092132838392294,-0.09074882511547971,-0.17663279837078327,-0.1359375029441915,1.5796113568836547,2.050132146839344,0.3419361353786652,0.09893781566007388,143.3315219657195
0.21523404077483999,-0.08660007728228492,-0.15777991536792746,-0.15776917867643334,1.4530565781961347,2.8707728662274214,0.6902815711144742,0.1121854333074537,139.60158200898275
0.19990970448433804,-0.1145703461059567,-0.26062666807776896,-0.15823453290656928,2.204251210750634,2.4934960246706077,1.3432679388740962,0.11402938417946308,140.3666420621859
0.21571357022430301,-0.135444172234585,-0.25027934296061466,-0.17008084439578217,2.2341839232367064,2.573640829607453,1.486098933027946,0.12623505407308128,141.17197261638898
0.21338623373163482,-0.10588556857894503,-0.2006136593616652,-0.17631814073198043,1.6529275067867424,2.3812977076836352,0.786437448536947,0.13154535413107438,134.92086215665978
0.23131760134153218,-0.1606568554252779,-0.1410482247649524,-0.1726572513665686,1.4139848211691766,2.4885392785653484,1.6806268793815642,0.12388164544363954,149.2069333410401
0.1999720094548541,-0.141433354384083,-0.2394783752652071,-0.16544785651412758,2.0302940899812767,2.318796815198183,1.4444348924418435,0.11789956925895549,132.54318650692383
0.20025845580733537,-0.1153908937390301,-0.3014665517136042,-0.1675914772173661,2.4103068532796663,2.268666462830915,0.8524816322665565,0.1174660676424798,132.1041746232995
0.18090848693071587,-0.1630046813088644,-0.26369245520052426,-0.16018634859732042,2.2159501527464776,1.993935929462912,1.9143111057208202,0.10913639795403816,143.48498804592614
0.21733785093045582,-0.15833375115464268,-0.3324802480598789,-0.17952840318117402,2.667980665620128,2.2321302732482735,1.4391795405646803,0.12588079867094304,136.91954548742677
0.1931292984430332,-0.13166973608104007,-0.331037799261184,-0.151048143338455,2.487234840468243,2.4481400428540203,1.3519045379149972,0.10639763463367306,138.07799803871325
0.22315541348427426,-0.16882275747573075,-0.3563824824740091,-0.17730321298340807,2.7488826670508244,2.3566018104278776,1.7221609766450894,0.12936809571942487,142.81530600001977
0.20093550039516908,-0.1397024563147841,-0.22523214337181438,-0.18292483245446717,2.0332712821055186,1.907652236084106,0.985098552405893,0.12580953771900916,134.42773304780295
0.1903489275435817,-0.11417967242881258,-0.20732360192933438,-0.16584400514846012,1.7313176193885162,2.009444609180801,0.7229309578528598,0.11442141858734198,132.6607157694031
0.20715254531804347,-0.13420440481464338,-0.17067981003517324,-0.16556566209704657,1.6702982239073347,2.3859529038075307,1.3207714736541654,0.11403165868427133,137.16470242111103
0.2040726577684704,-0.11233064531353604,-0.20039310365116947,-0.1555023080376027,1.9247573598413241,2.556136744461423,0.7131602185246424,0.10987842848525235,137.3603710575946
0.19797833451888688,-0.14308956232118183,-0.25239808575971645,-0.17636285802014637,2.091863589162306,1.9397763492245708,1.0670598040386894,0.12264232030765934,132.6868496685529
0.23421971255515447,-0.16241749869894206,-0.20323913235235463,-0.19129892450264563,1.796471639113832,2.13297920646409,1.3539221239900365,0.14277922323019296,143.2162250118453
0.2154951483700101,-0.13604486942205923,-0.31062275050891924,-0.1655982517323872,2.5557003635825284,2.4694251905828057,1.232177394067008,0.10980473399499882,134.54576251618002
0.21378277680472788,-0.14408750605808707,-0.3224746409353495,-0.17334152711259337,2.4314475208356305,2.224507574010801,1.1838936108445153,0.1285960709678884,140.6802760504592
0.21226614040495462,-0.10967992037384157,-0.16808826514049485,-0.16695872600207995,1.6841427651496619,2.480466212280223,0.7111944421195227,0.1213357182167309,139.3833680358153
