had1,had2,z1,z2,fit_line,conv
300.0,200.0,0.25,0.15,-0.016370201421845296,-0.0060355602028550675
300.0,200.0,0.25,0.20357142857142854,-0.023591955866295627,-0.01699132497476251
300.0,200.0,0.25,0.2571428571428571,-0.0303207181694304,-0.02795434491169804
300.0,200.0,0.25,0.3107142857142857,-0.03625491958121728,-0.0375825552308602
300.0,200.0,0.25,0.3642857142857143,-0.04137736193843507,-0.04547573460627152
300.0,200.0,0.25,0.4178571428571428,-0.045882725935758886,-0.052028387752950885
300.0,200.0,0.25,0.4714285714285714,-0.04976365979265948,-0.05739763038081906
300.0,200.0,0.25,0.525,-0.05314133733961365,-0.06184723946685079
300.0,200.0,0.25,0.5785714285714285,-0.056045800985529096,-0.06556242519964557
300.0,200.0,0.25,0.6321428571428571,-0.05854314514286243,-0.06863749603288698
300.0,200.0,0.25,0.6857142857142857,-0.0606710404951073,-0.07117287340599329
300.0,200.0,0.25,0.7392857142857143,-0.06256815977614291,-0.07340037973423845
300.0,200.0,0.25,0.7928571428571428,-0.0642736064072362,-0.07539977305735165
300.0,200.0,0.25,0.8464285714285714,-0.06584849042847528,-0.0772781873215399
300.0,200.0,0.25,0.9,-0.06734641053866465,-0.07919832786197976
300.0,200.0,0.35,0.15,-0.011634783177934623,0.001183547146201749
300.0,200.0,0.35,0.20357142857142854,-0.016093472098554443,-0.008501292632529564
300.0,200.0,0.35,0.2571428571428571,-0.020384516694294988,-0.01761414265425285
300.0,200.0,0.35,0.3107142857142857,-0.0243877768396603,-0.024766193305305252
300.0,200.0,0.35,0.3642857142857143,-0.028045917270782955,-0.030275629364879222
300.0,200.0,0.35,0.4178571428571428,-0.03137557380712793,-0.03451347939795147
300.0,200.0,0.35,0.4714285714285714,-0.034362916746691126,-0.037783503461468484
300.0,200.0,0.35,0.525,-0.037038603358837935,-0.0403342477252677
300.0,200.0,0.35,0.5785714285714285,-0.03941144376077922,-0.04243671520820488
300.0,200.0,0.35,0.6321428571428571,-0.0415088078067074,-0.04414951630789746
300.0,200.0,0.35,0.6857142857142857,-0.043346253057858684,-0.04557164810252565
300.0,200.0,0.35,0.7392857142857143,-0.04498652820709224,-0.04663806016065153
300.0,200.0,0.35,0.7928571428571428,-0.04645039588378788,-0.04774907206824278
300.0,200.0,0.35,0.8464285714285714,-0.047770667040616714,-0.048852156108470046
300.0,200.0,0.35,0.9,-0.04897861343517798,-0.05008905910383339
300.0,200.0,0.45,0.15,-0.0145053790581364,0.0029377139350828803
300.0,200.0,0.45,0.20357142857142854,-0.01947096734455649,-0.009806036631109285
300.0,200.0,0.45,0.2571428571428571,-0.024168754837821344,-0.020577150799078864
300.0,200.0,0.45,0.3107142857142857,-0.02855388556061253,-0.02849036608314155
300.0,200.0,0.45,0.3642857142857143,-0.03259987537085718,-0.03403181841799047
300.0,200.0,0.45,0.4178571428571428,-0.036300404356579614,-0.0378497742733312
300.0,200.0,0.45,0.4714285714285714,-0.039670090499923774,-0.040434843187497245
300.0,200.0,0.45,0.525,-0.042731624249480925,-0.042327699271404985
300.0,200.0,0.45,0.5785714285714285,-0.04551008506382074,-0.043691891234753165
300.0,200.0,0.45,0.6321428571428571,-0.04802995959445133,-0.04473135410336171
300.0,200.0,0.45,0.6857142857142857,-0.05031277487175795,-0.04556381681998782
300.0,200.0,0.45,0.7392857142857143,-0.05238026191191182,-0.04624745333974825
300.0,200.0,0.45,0.7928571428571428,-0.05425127237302596,-0.04687873302800664
300.0,200.0,0.45,0.8464285714285714,-0.055942662907857765,-0.04751555318833298
300.0,200.0,0.45,0.9,-0.05747284245655952,-0.048261408026592865
300.0,200.0,0.6,0.15,-0.0206389247233908,0.005711203715846801
300.0,200.0,0.6,0.20357142857142854,-0.027950523130458173,-0.015936568591605145
300.0,200.0,0.6,0.2571428571428571,-0.035059835867158703,-0.03402516383919502
300.0,200.0,0.6,0.3107142857142857,-0.04191415075082697,-0.047364937283680617
300.0,200.0,0.6,0.3642857142857143,-0.04847498346563062,-0.05651344831607156
300.0,200.0,0.6,0.4178571428571428,-0.05472020791368097,-0.06296152079137664
300.0,200.0,0.6,0.4714285714285714,-0.060646192423773976,-0.06740292868262779
300.0,200.0,0.6,0.525,-0.0662558028743651,-0.07051773127026863
300.0,200.0,0.6,0.5785714285714285,-0.0715579009688437,-0.0728074843192114
300.0,200.0,0.6,0.6321428571428571,-0.07655300872224441,-0.07455433704001467
300.0,200.0,0.6,0.6857142857142857,-0.08125509201923609,-0.07583550081085899
300.0,200.0,0.6,0.7392857142857143,-0.08565844385161381,-0.0768809913941607
300.0,200.0,0.6,0.7928571428571428,-0.08978260131145707,-0.07785167676739829
300.0,200.0,0.6,0.8464285714285714,-0.093635395112393,-0.07877535674586028
300.0,200.0,0.6,0.9,-0.09723236087965166,-0.07984493151413288
300.0,205.0,0.25,0.15,-0.016188154254894227,-0.006659214781170512
300.0,205.0,0.25,0.20357142857142854,-0.013931836448852744,-0.011526688816576536
300.0,205.0,0.25,0.2571428571428571,-0.00909167786485162,-0.009509989199766781
300.0,205.0,0.25,0.3107142857142857,-0.0031009698157121067,-0.004506596305333935
300.0,205.0,0.25,0.3642857142857143,0.003256792733824644,0.002179006173165928
300.0,205.0,0.25,0.4178571428571428,0.00974383829861403,0.009586445197134127
300.0,205.0,0.25,0.4714285714285714,0.015755665087037574,0.016669244079008116
300.0,205.0,0.25,0.525,0.02116615926103774,0.023116090722341293
300.0,205.0,0.25,0.5785714285714285,0.025833964407389574,0.028682183445407083
300.0,205.0,0.25,0.6321428571428571,0.029755154128849926,0.03334324815239075
