had1,had2,z1,z2,fit_line,conv
300.0,100.0,0.25,0.15,-0.019968527147016284,-0.006675863921630442
300.0,100.0,0.25,0.20357142857142854,-0.02935963866816464,-0.020505151789031773
300.0,100.0,0.25,0.2571428571428571,-0.03831414191305173,-0.033705525836606215
300.0,100.0,0.25,0.3107142857142857,-0.04650992977528313,-0.04536293724479492
300.0,100.0,0.25,0.3642857142857143,-0.05407423108234154,-0.05548330797050133
300.0,100.0,0.25,0.4178571428571428,-0.06151221520391836,-0.06477755197031226
300.0,100.0,0.25,0.4714285714285714,-0.06909412291195881,-0.07379468018344258
300.0,100.0,0.25,0.525,-0.07723234677733254,-0.08316084584928242
300.0,100.0,0.25,0.5785714285714285,-0.08602088791467223,-0.09314607922487433
300.0,100.0,0.25,0.6321428571428571,-0.09538932199559194,-0.10381270836634286
300.0,100.0,0.25,0.6857142857142857,-0.10517299614238787,-0.11506259020027884
300.0,100.0,0.25,0.7392857142857143,-0.11502301158409378,-0.12667023453491064
300.0,100.0,0.25,0.7928571428571428,-0.12469422697235448,-0.1386026835755532
300.0,100.0,0.25,0.8464285714285714,-0.13398890199461838,-0.1508777372524589
300.0,100.0,0.25,0.9,-0.14294565483522,-0.16407501991677134
300.0,100.0,0.35,0.15,-0.013058878803091098,6.626473199983881e-05
300.0,100.0,0.35,0.20357142857142854,-0.019214445867661984,-0.011534717140927617
300.0,100.0,0.35,0.2571428571428571,-0.025627600491035782,-0.023538369056258775
300.0,100.0,0.35,0.3107142857142857,-0.03204985057885544,-0.033804663384687274
300.0,100.0,0.35,0.3642857142857143,-0.03840790517031666,-0.04235641012163016
300.0,100.0,0.35,0.4178571428571428,-0.044859663499602416,-0.04988212076062235
300.0,100.0,0.35,0.4714285714285714,-0.051501755869516434,-0.056763987384152975
300.0,100.0,0.35,0.525,-0.05856224765347806,-0.06361194800531969
300.0,100.0,0.35,0.5785714285714285,-0.06611596322031743,-0.0707101665274012
300.0,100.0,0.35,0.6321428571428571,-0.07414578282628348,-0.07818908647223367
300.0,100.0,0.35,0.6857142857142857,-0.08256743752863238,-0.08608824686682164
300.0,100.0,0.35,0.7392857142857143,-0.0911478805368676,-0.09427091977638934
300.0,100.0,0.35,0.7928571428571428,-0.09970772497965473,-0.10268695529681372
300.0,100.0,0.35,0.8464285714285714,-0.1080824539746632,-0.11122700409681871
300.0,100.0,0.35,0.9,-0.11627271292887313,-0.12095174897573635
300.0,100.0,0.45,0.15,-0.014521251632870475,0.0012420281335526362
300.0,100.0,0.45,0.20357142857142854,-0.02043185322177803,-0.012402240589419267
300.0,100.0,0.45,0.2571428571428571,-0.026502182428578814,-0.025085937858010977
300.0,100.0,0.45,0.3107142857142857,-0.032615612984579434,-0.03519318257351652
300.0,100.0,0.45,0.3642857142857143,-0.03874007073876387,-0.043265835130381944
300.0,100.0,0.45,0.4178571428571428,-0.044977787681057736,-0.04991444596970888
300.0,100.0,0.45,0.4714285714285714,-0.05140750826914235,-0.055779573168405705
300.0,100.0,0.45,0.525,-0.058217399590597664,-0.061407031929687904
300.0,100.0,0.45,0.5785714285714285,-0.06552239916199662,-0.0673248277734205
300.0,100.0,0.45,0.6321428571428571,-0.07338860079310851,-0.07331292951931116
300.0,100.0,0.45,0.6857142857142857,-0.08183230122311701,-0.07999598256935869
300.0,100.0,0.45,0.7392857142857143,-0.0907384070506714,-0.08711045853611128
300.0,100.0,0.45,0.7928571428571428,-0.10000578540084057,-0.09451113992637597
300.0,100.0,0.45,0.8464285714285714,-0.10950555581267918,-0.10260508851131621
300.0,100.0,0.45,0.9,-0.11922656031212557,-0.11142370369052586
300.0,100.0,0.6,0.15,-0.016249417204488616,0.0018233837214090133
300.0,100.0,0.6,0.20357142857142854,-0.02215100856641325,-0.013710185650028546
300.0,100.0,0.6,0.2571428571428571,-0.028033113601810468,-0.02666001065004067
300.0,100.0,0.6,0.3107142857142857,-0.03385693072930972,-0.03612600630045365
300.0,100.0,0.6,0.3642857142857143,-0.03961095372402467,-0.04319704904523199
300.0,100.0,0.6,0.4178571428571428,-0.045334577543061264,-0.04852177339760126
300.0,100.0,0.6,0.4714285714285714,-0.051074732254275605,-0.05292863553274794
300.0,100.0,0.6,0.525,-0.05694487523018218,-0.056805309464630416
300.0,100.0,0.6,0.5785714285714285,-0.06307238058606048,-0.06081678207733028
300.0,100.0,0.6,0.6321428571428571,-0.0696135337821667,-0.06511011805643123
300.0,100.0,0.6,0.6857142857142857,-0.07676150535143995,-0.07006991763884195
300.0,100.0,0.6,0.7392857142857143,-0.084713706637551,-0.07593647802373814
300.0,100.0,0.6,0.7928571428571428,-0.09375424184575974,-0.08307692341140202
300.0,100.0,0.6,0.8464285714285714,-0.10425066924634452,-0.09200286926098443
300.0,100.0,0.6,0.9,-0.11685362972963755,-0.10356534858759721
300.0,105.0,0.25,0.15,-0.002372964565989944,-0.001258126203932808
300.0,105.0,0.25,0.20357142857142854,0.0020075232298218627,0.0008861182889624499
300.0,105.0,0.25,0.2571428571428571,0.0072919379668291906,0.005536427926422904
300.0,105.0,0.25,0.3107142857142857,0.012785143424857473,0.011308983037188913
300.0,105.0,0.25,0.3642857142857143,0.018327753320457413,0.017383184256049167
300.0,105.0,0.25,0.4178571428571428,0.024208048764992243,0.023850964185063203
300.0,105.0,0.25,0.4714285714285714,0.03054548743609193,0.030772210317131933
300.0,105.0,0.25,0.525,0.03764018735987708,0.03850074230480141
300.0,105.0,0.25,0.5785714285714285,0.045527961005864585,0.04715148472020698
300.0,105.0,0.25,0.6321428571428571,0.0540557632869404,0.05658615892312243
300.0,105.0,0.25,0.6857142857142857,0.06298107831171589,0.06664272899317787
300.0,105.0,0.25,0.7392857142857143,0.07198151062589403,0.07703601846212356
300.0,105.0,0.25,0.7928571428571428,0.080796903181521,0.08757710022819178
300.0,105.0,0.25,0.8464285714285714,0.08924812356815198,0.09827445602030828
300.0,105.0,0.25,0.9,0.09734431711984508,0.10957577762975614
300.0,105.0,0.35,0.15,-0.006081702159306372,5.5679146726902485e-05
300.0,105.0,0.35,0.20357142857142854,-0.005978325063309703,-0.003771253620265077
300.0,105.0,0.35,0.2571428571428571,-0.005064853762878098,-0.0051356319337085305
300.0,105.0,0.35,0.3107142857142857,-0.003581934994692537,-0.0046577342239898486
300.0,105.0,0.35,0.3642857142857143,-0.0016209754451922665,-0.002605947466970272
300.0,105.0,0.35,0.4178571428571428,0.0009169573936334672,-0.00011168907046597056
300.0,105.0,0.35,0.4714285714285714,0.004058307985806839,0.0030218545857997017
300.0,105.0,0.35,0.525,0.007938777353969051,0.006836685260398137
300.0,105.0,0.35,0.5785714285714285,0.01256335599431045,0.011374702009376804
300.0,105.0,0.35,0.6321428571428571,0.01782016069611016,0.016387302352080895
300.0,105.0,0.35,0.6857142857142857,0.023533164450475253,0.021872737738657354
300.0,105.0,0.35,0.7392857142857143,0.02947614695209455,0.027595608814249675
300.0,105.0,0.35,0.7928571428571428,0.03544973505158671,0.03344094715627212
300.0,105.0,0.35,0.8464285714285714,0.041305214452426894,0.03938169069471149
300.0,105.0,0.35,0.9,0.047005379166905815,0.045387342038295704
300.0,105.0,0.45,0.15,-0.011082853420528477,0.0009490508924619732
300.0,105.0,0.45,0.20357142857142854,-0.013792137966952066,-0.008166352542283218
300.0,105.0,0.45,0.2571428571428571,-0.01590941690236955,-0.014648895315742216
300.0,105.0,0.45,0.3107142857142857,-0.017500873370813734,-0.01833834971522526
300.0,105.0,0.45,0.3642857142857143,-0.01856712633402499,-0.020144336577804883
300.0,105.0,0.45,0.4178571428571428,-0.019006969876985403,-0.020559259003485895
300.0,105.0,0.45,0.4714285714285714,-0.018758138344005453,-0.0199695604547651
300.0,105.0,0.45,0.525,-0.01767763619959429,-0.018468167795580356
300.0,105.0,0.45,0.5785714285714285,-0.015692722565288822,-0.016245023025086278
300.0,105.0,0.45,0.6321428571428571,-0.01281722911448816,-0.01328797308908436
300.0,105.0,0.45,0.6857142857142857,-0.009132356850495722,-0.009819031474657422
300.0,105.0,0.45,0.7392857142857143,-0.004781818315197975,-0.005921451677089209
300.0,105.0,0.45,0.7928571428571428,7.389487617446989e-05,-0.001737896354026111
300.0,105.0,0.45,0.8464285714285714,0.0052823252707335025,0.0026307209937771023
300.0,105.0,0.45,0.9,0.010760975036172007,0.007182598567081262
300.0,105.0,0.6,0.15,-0.015327227187344222,0.0016978360797330772
300.0,105.0,0.6,0.20357142857142854,-0.0203211309339953,-0.012250679066659484
300.0,105.0,0.6,0.2571428571428571,-0.02501559006181095,-0.023018563947739733
300.0,105.0,0.6,0.3107142857142857,-0.0293933606906966,-0.030131855784867566
300.0,105.0,0.6,0.3642857142857143,-0.033416682216860484,-0.03479691028488835
300.0,105.0,0.6,0.4178571428571428,-0.037003702214582115,-0.03757727346607016
300.0,105.0,0.6,0.4714285714285714,-0.04007524196876136,-0.03913570209649106
300.0,105.0,0.6,0.525,-0.04248929329053234,-0.039642286057118295
300.0,105.0,0.6,0.5785714285714285,-0.044092591152025615,-0.03941059051007146
300.0,105.0,0.6,0.6321428571428571,-0.044721156743840765,-0.03834650421716494
300.0,105.0,0.6,0.6857142857142857,-0.04419052803030598,-0.036515084457434094
300.0,105.0,0.6,0.7392857142857143,-0.042299339678509636,-0.033828477390217736
300.0,105.0,0.6,0.7928571428571428,-0.0387836052946975,-0.03020333515988633
300.0,105.0,0.6,0.8464285714285714,-0.0332998766888293,-0.025432721130521724
300.0,105.0,0.6,0.9,-0.025262545052170564,-0.019070593422173515
310.0,100.0,0.25,0.15,-0.002372964565989944,-0.001258126203932808
310.0,100.0,0.25,0.20357142857142854,0.0020075232298218627,0.0008861182889624499
310.0,100.0,0.25,0.2571428571428571,0.0072919379668291906,0.005536427926422904
310.0,100.0,0.25,0.3107142857142857,0.012785143424857473,0.011308983037188913
310.0,100.0,0.25,0.3642857142857143,0.018327753320457413,0.017383184256049167
310.0,100.0,0.25,0.4178571428571428,0.024208048764992243,0.023850964185063203
310.0,100.0,0.25,0.4714285714285714,0.03054548743609193,0.030772210317131933
310.0,100.0,0.25,0.525,0.03764018735987708,0.03850074230480141
310.0,100.0,0.25,0.5785714285714285,0.045527961005864585,0.04715148472020698
310.0,100.0,0.25,0.6321428571428571,0.0540557632869404,0.05658615892312243
310.0,100.0,0.25,0.6857142857142857,0.06298107831171589,0.06664272899317787
310.0,100.0,0.25,0.7392857142857143,0.07198151062589403,0.07703601846212356
310.0,100.0,0.25,0.7928571428571428,0.080796903181521,0.08757710022819178
310.0,100.0,0.25,0.8464285714285714,0.08924812356815198,0.09827445602030828
310.0,100.0,0.25,0.9,0.09734431711984508,0.10957577762975614
310.0,100.0,0.35,0.15,-0.006081702159306372,5.5679146726902485e-05
310.0,100.0,0.35,0.20357142857142854,-0.005978325063309703,-0.003771253620265077
310.0,100.0,0.35,0.2571428571428571,-0.005064853762878098,-0.0051356319337085305
310.0,100.0,0.35,0.3107142857142857,-0.003581934994692537,-0.0046577342239898486
310.0,100.0,0.35,0.3642857142857143,-0.0016209754451922665,-0.002605947466970272
310.0,100.0,0.35,0.4178571428571428,0.0009169573936334672,-0.00011168907046597056
310.0,100.0,0.35,0.4714285714285714,0.004058307985806839,0.0030218545857997017
310.0,100.0,0.35,0.525,0.007938777353969051,0.006836685260398137
310.0,100.0,0.35,0.5785714285714285,0.01256335599431045,0.011374702009376804
310.0,100.0,0.35,0.6321428571428571,0.01782016069611016,0.016387302352080895
310.0,100.0,0.35,0.6857142857142857,0.023533164450475253,0.021872737738657354
310.0,100.0,0.35,0.7392857142857143,0.02947614695209455,0.027595608814249675
310.0,100.0,0.35,0.7928571428571428,0.03544973505158671,0.03344094715627212
310.0,100.0,0.35,0.8464285714285714,0.041305214452426894,0.03938169069471149
310.0,100.0,0.35,0.9,0.047005379166905815,0.045387342038295704
310.0,100.0,0.45,0.15,-0.011082853420528477,0.0009490508924619732
310.0,100.0,0.45,0.20357142857142854,-0.013792137966952066,-0.008166352542283218
310.0,100.0,0.45,0.2571428571428571,-0.01590941690236955,-0.014648895315742216
310.0,100.0,0.45,0.3107142857142857,-0.017500873370813734,-0.01833834971522526
310.0,100.0,0.45,0.3642857142857143,-0.01856712633402499,-0.020144336577804883
310.0,100.0,0.45,0.4178571428571428,-0.019006969876985403,-0.020559259003485895
310.0,100.0,0.45,0.4714285714285714,-0.018758138344005453,-0.0199695604547651
310.0,100.0,0.45,0.525,-0.01767763619959429,-0.018468167795580356
310.0,100.0,0.45,0.5785714285714285,-0.015692722565288822,-0.016245023025086278
310.0,100.0,0.45,0.6321428571428571,-0.01281722911448816,-0.01328797308908436
310.0,100.0,0.45,0.6857142857142857,-0.009132356850495722,-0.009819031474657422
310.0,100.0,0.45,0.7392857142857143,-0.004781818315197975,-0.005921451677089209
310.0,100.0,0.45,0.7928571428571428,7.389487617446989e-05,-0.001737896354026111
310.0,100.0,0.45,0.8464285714285714,0.0052823252707335025,0.0026307209937771023
310.0,100.0,0.45,0.9,0.010760975036172007,0.007182598567081262
310.0,100.0,0.6,0.15,-0.015327227187344222,0.0016978360797330772
310.0,100.0,0.6,0.20357142857142854,-0.0203211309339953,-0.012250679066659484
310.0,100.0,0.6,0.2571428571428571,-0.02501559006181095,-0.023018563947739733
310.0,100.0,0.6,0.3107142857142857,-0.0293933606906966,-0.030131855784867566
310.0,100.0,0.6,0.3642857142857143,-0.033416682216860484,-0.03479691028488835
