had1,had2,z1,z2,fit_line,conv
300.0,200.0,0.25,0.15,-0.016370201421845296,-0.004965955534861414
300.0,200.0,0.25,0.20357142857142854,-0.023591955866295627,-0.016657466071604666
300.0,200.0,0.25,0.2571428571428571,-0.0303207181694304,-0.028106296208348768
300.0,200.0,0.25,0.3107142857142857,-0.03625491958121728,-0.03798324664915795
300.0,200.0,0.25,0.3642857142857143,-0.04137736193843507,-0.04614136161700342
300.0,200.0,0.25,0.4178571428571428,-0.045882725935758886,-0.05296306056172875
300.0,200.0,0.25,0.4714285714285714,-0.04976365979265948,-0.058601422836137874
300.0,200.0,0.25,0.525,-0.05314133733961365,-0.06343333410841831
300.0,200.0,0.25,0.5785714285714285,-0.056045800985529096,-0.0675966833034826
300.0,200.0,0.25,0.6321428571428571,-0.05854314514286243,-0.0712472436996192
300.0,200.0,0.25,0.6857142857142857,-0.0606710404951073,-0.07451342844528588
300.0,200.0,0.25,0.7392857142857143,-0.06256815977614291,-0.07753928643965226
300.0,200.0,0.25,0.7928571428571428,-0.0642736064072362,-0.08056587208970083
300.0,200.0,0.25,0.8464285714285714,-0.06584849042847528,-0.08376880066961263
300.0,200.0,0.25,0.9,-0.06734641053866465,-0.08749654650128674
300.0,200.0,0.35,0.15,-0.011634783177934623,0.0013206581895754525
300.0,200.0,0.35,0.20357142857142854,-0.016093472098554443,-0.008622985513406902
300.0,200.0,0.35,0.2571428571428571,-0.020384516694294988,-0.018068838654510463
300.0,200.0,0.35,0.3107142857142857,-0.0243877768396603,-0.025472394824666646
300.0,200.0,0.35,0.3642857142857143,-0.028045917270782955,-0.031059255441898345
300.0,200.0,0.35,0.4178571428571428,-0.03137557380712793,-0.03530694663591067
300.0,200.0,0.35,0.4714285714285714,-0.034362916746691126,-0.03858586945663942
300.0,200.0,0.35,0.525,-0.037038603358837935,-0.041217095202916255
300.0,200.0,0.35,0.5785714285714285,-0.03941144376077922,-0.04335550301837816
300.0,200.0,0.35,0.6321428571428571,-0.0415088078067074,-0.04522836968694467
300.0,200.0,0.35,0.6857142857142857,-0.043346253057858684,-0.04677333457531522
300.0,200.0,0.35,0.7392857142857143,-0.04498652820709224,-0.04827053524539611
300.0,200.0,0.35,0.7928571428571428,-0.04645039588378788,-0.0497599249533641
300.0,200.0,0.35,0.8464285714285714,-0.047770667040616714,-0.051299058190105495
300.0,200.0,0.35,0.9,-0.04897861343517798,-0.05313219122757512
300.0,200.0,0.45,0.15,-0.0145053790581364,0.0030104703999158473
300.0,200.0,0.45,0.20357142857142854,-0.01947096734455649,-0.010215377289688975
300.0,200.0,0.45,0.2571428571428571,-0.024168754837821344,-0.021398052226220658
300.0,200.0,0.45,0.3107142857142857,-0.02855388556061253,-0.029471576423580795
300.0,200.0,0.45,0.3642857142857143,-0.03259987537085718,-0.035005161754150145
300.0,200.0,0.45,0.4178571428571428,-0.036300404356579614,-0.03875808107214867
300.0,200.0,0.45,0.4714285714285714,-0.039670090499923774,-0.041324402979779136
300.0,200.0,0.45,0.525,-0.042731624249480925,-0.04320510933557526
300.0,200.0,0.45,0.5785714285714285,-0.04551008506382074,-0.044599060452964925
300.0,200.0,0.45,0.6321428571428571,-0.04802995959445133,-0.04570849226866758
300.0,200.0,0.45,0.6857142857142857,-0.05031277487175795,-0.04664608692343351
300.0,200.0,0.45,0.7392857142857143,-0.05238026191191182,-0.047491129491381526
300.0,200.0,0.45,0.7928571428571428,-0.05425127237302596,-0.04826036579304531
300.0,200.0,0.45,0.8464285714285714,-0.055942662907857765,-0.04905226869654222
300.0,200.0,0.45,0.9,-0.05747284245655952,-0.04993858899544322
300.0,200.0,0.6,0.15,-0.0206389247233908,0.005313840035755887
300.0,200.0,0.6,0.20357142857142854,-0.027950523130458173,-0.016417678529303044
300.0,200.0,0.6,0.2571428571428571,-0.035059835867158703,-0.03407903790233896
300.0,200.0,0.6,0.3107142857142857,-0.04191415075082697,-0.0467813975235432
300.0,200.0,0.6,0.3642857142857143,-0.04847498346563062,-0.055392019443335876
300.0,200.0,0.6,0.4178571428571428,-0.05472020791368097,-0.061147576844790656
300.0,200.0,0.6,0.4714285714285714,-0.060646192423773976,-0.06508871943467037
300.0,200.0,0.6,0.525,-0.0662558028743651,-0.0678945247958376
300.0,200.0,0.6,0.5785714285714285,-0.0715579009688437,-0.06976638588508736
300.0,200.0,0.6,0.6321428571428571,-0.07655300872224441,-0.0711681077011497
300.0,200.0,0.6,0.6857142857142857,-0.08125509201923609,-0.07226003599533559
300.0,200.0,0.6,0.7392857142857143,-0.08565844385161381,-0.0731949228606145
300.0,200.0,0.6,0.7928571428571428,-0.08978260131145707,-0.07402681915636357
300.0,200.0,0.6,0.8464285714285714,-0.093635395112393,-0.07493825743055432
300.0,200.0,0.6,0.9,-0.09723236087965166,-0.07573064231066637
300.0,205.0,0.25,0.15,-0.016188154254894227,-0.005426178473906215
300.0,205.0,0.25,0.20357142857142854,-0.013931836448852744,-0.010968483091419429
300.0,205.0,0.25,0.2571428571428571,-0.00909167786485162,-0.010515805139151829
300.0,205.0,0.25,0.3107142857142857,-0.0031009698157121067,-0.004239158917721017
300.0,205.0,0.25,0.3642857142857143,0.003256792733824644,0.0022855112209937754
300.0,205.0,0.25,0.4178571428571428,0.00974383829861403,0.009671622853421723
300.0,205.0,0.25,0.4714285714285714,0.015755665087037574,0.016845870079246258
300.0,205.0,0.25,0.525,0.02116615926103774,0.023484681234842892
300.0,205.0,0.25,0.5785714285714285,0.025833964407389574,0.02932843877301064
300.0,205.0,0.25,0.6321428571428571,0.029755154128849926,0.03435098879468347
300.0,205.0,0.25,0.6857142857142857,0.033017586162395585,0.03866475833024387
300.0,205.0,0.25,0.7392857142857143,0.03581828068785275,0.04255576820683866
300.0,205.0,0.25,0.7928571428571428,0.038292647342660635,0.04611441890531578
300.0,205.0,0.25,0.8464285714285714,0.04056959054592646,0.04978464448238592
300.0,205.0,0.25,0.9,0.042757468157055716,0.05371736276656133
300.0,205.0,0.35,0.15,-0.01100845503708528,0.0013237910480603794
300.0,205.0,0.35,0.20357142857142854,-0.01237602936202931,-0.006801781261973795
300.0,205.0,0.35,0.2571428571428571,-0.012530950073676196,-0.011343552093473293
300.0,205.0,0.35,0.3107142857142857,-0.011804618070565234,-0.012505785300419254
300.0,205.0,0.35,0.3642857142857143,-0.010440907945932444,-0.01172996601704611
300.0,205.0,0.35,0.4178571428571428,-0.008555126674274756,-0.008881646965147176
300.0,205.0,0.35,0.4714285714285714,-0.006482034504706851,-0.006242988970221596
300.0,205.0,0.35,0.525,-0.004378129710218427,-0.003575591741075975
300.0,205.0,0.35,0.5785714285714285,-0.0024043972433537572,-0.00111836903944122
300.0,205.0,0.35,0.6321428571428571,-0.0006470877026436182,0.0010284869468792698
300.0,205.0,0.35,0.6857142857142857,0.0008830020722331284,0.0028656405296594565
300.0,205.0,0.35,0.7392857142857143,0.0022403592973720358,0.004485337210475478
300.0,205.0,0.35,0.7928571428571428,0.003477566662803323,0.005973907074381576
300.0,205.0,0.35,0.8464285714285714,0.004648314365500474,0.007407971343847865
300.0,205.0,0.35,0.9,0.005803170977718443,0.008891769311127198
300.0,205.0,0.45,0.15,-0.010707704581681856,0.0021816093152339333
300.0,205.0,0.45,0.20357142857142854,-0.01355693854723568,-0.006882952795272096
300.0,205.0,0.45,0.2571428571428571,-0.01597739879547533,-0.013620392319672155
300.0,205.0,0.45,0.3107142857142857,-0.01802255922237551,-0.01782331763014836
300.0,205.0,0.45,0.3642857142857143,-0.0197239108023479,-0.020221187358306372
