had1,z1,pt,conv
300.0,0.25,0.01,-0.0025847604981813197
300.0,0.25,0.07263157894736841,-0.01805948664012478
300.0,0.25,0.13526315789473686,-0.03050940713207112
300.0,0.25,0.19789473684210526,-0.03815814500418679
300.0,0.25,0.2605263157894737,-0.04049845178010284
300.0,0.25,0.3231578947368421,-0.0382052761637194
300.0,0.25,0.3857894736842105,-0.03275466598171188
300.0,0.25,0.4484210526315789,-0.02598510467078869
300.0,0.25,0.5110526315789473,-0.0193037013343846
300.0,0.25,0.5736842105263157,-0.01353973279338654
300.0,0.25,0.6363157894736842,-0.009124728742549902
300.0,0.25,0.6989473684210525,-0.006045207406998724
300.0,0.25,0.7615789473684209,-0.004044642470299366
300.0,0.25,0.8242105263157894,-0.0028025196339523818
300.0,0.25,0.8868421052631578,-0.002039222758068766
300.0,0.25,0.9494736842105262,-0.0015539766876613709
300.0,0.25,1.0121052631578946,-0.0012218422234548405
300.0,0.25,1.0747368421052628,-0.000972944804839328
300.0,0.25,1.1373684210526314,-0.0007711804406926032
300.0,0.25,1.2,-0.0005976245067912993
300.0,0.35,0.01,-0.005236416367262936
300.0,0.35,0.07263157894736841,-0.03679813584494647
300.0,0.35,0.13526315789473686,-0.06306052313205686
300.0,0.35,0.19789473684210526,-0.08072475684303017
300.0,0.35,0.2605263157894737,-0.08839737303796805
300.0,0.35,0.3231578947368421,-0.08668417515835823
300.0,0.35,0.3857894736842105,-0.0778450705678059
300.0,0.35,0.4484210526315789,-0.06477540775380548
300.0,0.35,0.5110526315789473,-0.05035607933190419
300.0,0.35,0.5736842105263157,-0.0369032013257072
300.0,0.35,0.6363157894736842,-0.02578697364706469
300.0,0.35,0.6989473684210525,-0.01746274937593627
300.0,0.35,0.7615789473684209,-0.01174784389741467
300.0,0.35,0.8242105263157894,-0.00810511481030533
300.0,0.35,0.8868421052631578,-0.005926060131335424
300.0,0.35,0.9494736842105262,-0.004682384905437017
300.0,0.35,1.0121052631578946,-0.003985613097146579
300.0,0.35,1.0747368421052628,-0.0035848374487428163
300.0,0.35,1.1373684210526314,-0.003334052668249815
300.0,0.35,1.2,-0.0031559962456303332
300.0,0.45,0.01,-0.00866296397694315
300.0,0.45,0.07263157894736841,-0.0614005421320815
300.0,0.45,0.13526315789473686,-0.1074628116451928
300.0,0.45,0.19789473684210526,-0.142465881797872
300.0,0.45,0.2605263157894737,-0.1636953276408602
300.0,0.45,0.3231578947368421,-0.17054002560300044
300.0,0.45,0.3857894736842105,-0.16486693037520847
300.0,0.45,0.4484210526315789,-0.14682669690613748
300.0,0.45,0.5110526315789473,-0.12326558358561845
300.0,0.45,0.5736842105263157,-0.09834646570586077
300.0,0.45,0.6363157894736842,-0.07494466664746197
300.0,0.45,0.6989473684210525,-0.054847439522917665
300.0,0.45,0.7615789473684209,-0.03894913946024731
300.0,0.45,0.8242105263157894,-0.027170257803643887
300.0,0.45,0.8868421052631578,-0.01897581680846262
300.0,0.45,0.9494736842105262,-0.013612279117059646
300.0,0.45,1.0121052631578946,-0.010295156211164464
300.0,0.45,1.0747368421052628,-0.008346401614978098
300.0,0.45,1.1373684210526314,-0.007249444579493068
300.0,0.45,1.2,-0.006648871212156362
300.0,0.6,0.01,-0.009940423771522933
300.0,0.6,0.07263157894736841,-0.07109550954697154
300.0,0.6,0.13526315789473686,-0.1277241013851761
300.0,0.6,0.19789473684210526,-0.1761266490157525
300.0,0.6,0.2605263157894737,-0.21395166653033426
300.0,0.6,0.3231578947368421,-0.23944101618509894
300.0,0.6,0.3857894736842105,-0.2520393594756407
300.0,0.6,0.4484210526315789,-0.2528744122103901
300.0,0.6,0.5110526315789473,-0.23936909005654555
300.0,0.6,0.5736842105263157,-0.2136661519986926
300.0,0.6,0.6363157894736842,-0.18462346928108414
300.0,0.6,0.6989473684210525,-0.15458028903683577
300.0,0.6,0.7615789473684209,-0.12581324241463676
300.0,0.6,0.8242105263157894,-0.1000523158804746
300.0,0.6,0.8868421052631578,-0.0776246704902698
300.0,0.6,0.9494736842105262,-0.05903096834647585
300.0,0.6,1.0121052631578946,-0.04431067578260735
300.0,0.6,1.0747368421052628,-0.03316004219564839
300.0,0.6,1.1373684210526314,-0.025068867622400723
300.0,0.6,1.2,-0.019442055571535964
