NUP,NDO,NST,NSEA,AUP,ADO,AST,ASEA,BUP,BDO,BST,BSEA,PP,MSS,coef,chi_sq
0.14788903064547143,-0.10897623198776649,-0.13349519584856687,-0.09356578781597122,0.0,0.0,2.3635871687836145,0.0,4.606293392955892,0.0,0.0,3.624054925279966,0.08264972817856264,0.0,0.25,1.212
