NUP,NDO,NST,NSEA,AUP,ADO,AST,ASEA,BUP,BDO,BST,BSEA,PP,MSS,coef,chi_sq
0.9680574393625075,-0.17252957231717173,-0.15572559527237523,-0.7755610094902283,0.0,0.0,1.852052642982161,0.0,6.804629441629263,0.0,0.0,6.754935803240028,0.07613204312994977,0.0,0.25,2.247
