NUP,NDO,NST,NSEA,AUP,ADO,AST,ASEA,BUP,BDO,BST,BSEA,PP,MSS,coef,chi_sq
0.2907209061766368,-0.4644492692734735,-0.38118124681231114,-0.16652059017062104,0.0,0.0,2.364269348438883,0.0,2.7525228598933795,0.0,0.0,1.9041286467759204,0.00021442476182779364,0.0,0.25,1.479
