,had1,had2,z1,z2,conv,mins,maxx,valid_min,valid_max
52,300.0,105.0,0.35,0.294,-0.004437016268379358,-0.016606100183060746,0.007629082953417647,True,True
53,300.0,105.0,0.35,0.3670000000000001,-0.0017095640479111494,-0.01986476032533271,0.01306480645891172,True,True
54,300.0,105.0,0.35,0.439,0.0016098885332830894,-0.021991705584251186,0.018788306165193374,True,True
55,300.0,105.0,0.35,0.511,0.005909281235345156,-0.02345850778901321,0.025237139383989617,True,True
56,300.0,105.0,0.35,0.583,0.01130517686886075,-0.024497868862634112,0.032702046398531574,True,True
57,300.0,105.0,0.35,0.6559999999999999,0.01756545798969853,-0.02527094282685049,0.04110459279407108,True,True
58,300.0,105.0,0.35,0.728,0.02463798289622905,-0.025878792073612426,0.05045005185609788,True,True
59,300.0,105.0,0.35,0.8,0.03121170147383685,-0.026393165935203463,0.058951238409675574,True,True
60,300.0,105.0,0.45,0.15,-0.007924527045432223,-0.009437711729075924,-0.002433322159225473,True,True
61,300.0,105.0,0.45,0.222,-0.013622717199281124,-0.01644882818240111,-0.00404118654228925,True,True
62,300.0,105.0,0.45,0.294,-0.016970148843020557,-0.02094027385352391,-0.004765400994255292,True,True
63,300.0,105.0,0.45,0.3670000000000001,-0.01823840445883633,-0.02298705789128471,-0.004730600573709849,True,True
64,300.0,105.0,0.45,0.439,-0.017943823252969792,-0.023215070791481676,-0.003908339861089024,True,True
65,300.0,105.0,0.45,0.511,-0.01636122135959129,-0.0222570427114334,-0.0024791423214575326,True,True
66,300.0,105.0,0.45,0.583,-0.01355529047355442,-0.020731403784563916,-0.0003680176904184981,True,True
67,300.0,105.0,0.45,0.6559999999999999,-0.009674278717755157,-0.019517453629006164,0.004554532132586009,True,True
68,300.0,105.0,0.45,0.728,-0.004724835505043439,-0.01857602483004575,0.011678545764068331,True,True
69,300.0,105.0,0.45,0.8,0.0002370659243355904,-0.017553162852035342,0.018738218466565145,True,True
70,300.0,105.0,0.6,0.15,-0.011802476081244209,-0.01416280531936883,-0.005612534493810439,True,True
71,300.0,105.0,0.6,0.222,-0.02144246512247544,-0.025732809788420238,-0.010166375438941024,True,True
72,300.0,105.0,0.6,0.294,-0.028577332404174663,-0.03432400501455396,-0.013511688787592242,True,True
73,300.0,105.0,0.6,0.3670000000000001,-0.03304022670711209,-0.039765005491296836,-0.015580394108089719,True,True
74,300.0,105.0,0.6,0.439,-0.0354865121330997,-0.042791456732460084,-0.016683088571337733,True,True
75,300.0,105.0,0.6,0.511,-0.036642586283535804,-0.04430041608951348,-0.017147347120858896,True,True
76,300.0,105.0,0.6,0.583,-0.036482898552261236,-0.0442530331493291,-0.016928263257451115,True,True
77,300.0,105.0,0.6,0.6559999999999999,-0.034981142948114795,-0.04266152654826233,-0.01599864484307658,True,True
78,300.0,105.0,0.6,0.728,-0.031943256267808015,-0.03930016071407325,-0.014204899121536652,True,True
79,300.0,105.0,0.6,0.8,-0.027765130761846283,-0.034625261846049735,-0.011611989547332427,True,True
80,310.0,100.0,0.25,0.15,-0.0016960171968606838,-0.014093084768695082,0.0108176242952443,True,True
81,310.0,100.0,0.25,0.222,0.0025180521930663192,-0.02478964281374869,0.02426436369479556,True,True
82,310.0,100.0,0.25,0.294,0.009593273050436715,-0.035484346014479765,0.03802043322814029,True,True
83,310.0,100.0,0.25,0.3670000000000001,0.017438673690240446,-0.04306711854976111,0.05116889310234167,True,True
84,310.0,100.0,0.25,0.439,0.0257307712016771,-0.048230072477140326,0.06279605259668272,True,True
85,310.0,100.0,0.25,0.511,0.03510080724391309,-0.05204476803356009,0.07421701866764527,True,True
86,310.0,100.0,0.25,0.583,0.04605329972007845,-0.055136044087331325,0.08636915016097918,True,True
87,310.0,100.0,0.25,0.6559999999999999,0.058269606130980325,-0.05788773333620871,0.09929435413534768,True,True
88,310.0,100.0,0.25,0.728,0.07178542190901525,-0.060578132063826874,0.113327456330806,True,True
89,310.0,100.0,0.25,0.8,0.0842228975382931,-0.06302404898422526,0.12622939547637105,True,True
90,310.0,100.0,0.35,0.15,-0.004175393792699647,-0.007912994146859406,0.0018187379594526406,True,True
91,310.0,100.0,0.35,0.222,-0.005362827117178961,-0.013229998415843788,0.004609686214280818,True,True
92,310.0,100.0,0.35,0.294,-0.004437016268379358,-0.016606100183060746,0.007629082953417647,True,True
93,310.0,100.0,0.35,0.3670000000000001,-0.0017095640479111494,-0.01986476032533271,0.01306480645891172,True,True
94,310.0,100.0,0.35,0.439,0.0016098885332830894,-0.021991705584251186,0.018788306165193374,True,True
95,310.0,100.0,0.35,0.511,0.005909281235345156,-0.02345850778901321,0.025237139383989617,True,True
96,310.0,100.0,0.35,0.583,0.01130517686886075,-0.024497868862634112,0.032702046398531574,True,True
97,310.0,100.0,0.35,0.6559999999999999,0.01756545798969853,-0.02527094282685049,0.04110459279407108,True,True
98,310.0,100.0,0.35,0.728,0.02463798289622905,-0.025878792073612426,0.05045005185609788,True,True
99,310.0,100.0,0.35,0.8,0.03121170147383685,-0.026393165935203463,0.058951238409675574,True,True
100,310.0,100.0,0.45,0.15,-0.007924527045432223,-0.009437711729075924,-0.002433322159225473,True,True
101,310.0,100.0,0.45,0.222,-0.013622717199281124,-0.01644882818240111,-0.00404118654228925,True,True
102,310.0,100.0,0.45,0.294,-0.016970148843020557,-0.02094027385352391,-0.004765400994255292,True,True
0,310.0,100.0,0.45,0.3670000000000001,-0.01823840445883633,-0.02298705789128471,-0.004730600573709849,True,True
1,310.0,100.0,0.45,0.439,-0.017943823252969792,-0.023215070791481676,-0.003908339861089024,True,True
2,310.0,100.0,0.45,0.511,-0.01636122135959129,-0.0222570427114334,-0.0024791423214575326,True,True
3,310.0,100.0,0.45,0.583,-0.01355529047355442,-0.020731403784563916,-0.0003680176904184981,True,True
4,310.0,100.0,0.45,0.6559999999999999,-0.009674278717755157,-0.019517453629006164,0.004554532132586009,True,True
5,310.0,100.0,0.45,0.728,-0.004724835505043439,-0.01857602483004575,0.011678545764068331,True,True
6,310.0,100.0,0.45,0.8,0.00023706592433559042,-0.017553162852035342,0.018738218466565145,True,True
7,310.0,100.0,0.6,0.15,-0.011802476081244209,-0.01416280531936883,-0.005612534493810439,True,True
8,310.0,100.0,0.6,0.222,-0.02144246512247544,-0.025732809788420238,-0.010166375438941024,True,True
9,310.0,100.0,0.6,0.294,-0.028577332404174663,-0.03432400501455396,-0.013511688787592242,True,True
10,310.0,100.0,0.6,0.3670000000000001,-0.03304022670711209,-0.039765005491296836,-0.015580394108089719,True,True
11,310.0,100.0,0.6,0.439,-0.0354865121330997,-0.042791456732460084,-0.016683088571337733,True,True
12,310.0,100.0,0.6,0.511,-0.036642586283535804,-0.04430041608951348,-0.017147347120858896,True,True
13,310.0,100.0,0.6,0.583,-0.036482898552261236,-0.0442530331493291,-0.016928263257451115,True,True
14,310.0,100.0,0.6,0.6559999999999999,-0.034981142948114795,-0.04266152654826233,-0.01599864484307658,True,True
15,310.0,100.0,0.6,0.728,-0.031943256267808015,-0.03930016071407325,-0.014204899121536652,True,True
16,310.0,100.0,0.6,0.8,-0.027765130761846283,-0.034625261846049735,-0.011611989547332427,True,True
17,310.0,105.0,0.25,0.15,-0.013264811376060507,-0.021181402879241654,0.0064449948780776955,True,True
18,310.0,105.0,0.25,0.222,-0.028411882820320287,-0.04109292858522842,0.011916840767128449,True,True
19,310.0,105.0,0.25,0.294,-0.04322263212115403,-0.05876665347897709,0.015050657313445973,True,True
20,310.0,105.0,0.25,0.3670000000000001,-0.056038924285563535,-0.0734113771284835,0.015917654381229582,True,True
21,310.0,105.0,0.25,0.439,-0.06747864485608124,-0.08525947938057464,0.015109808756900416,True,True
22,310.0,105.0,0.25,0.511,-0.07908649708466621,-0.09759132982031067,0.012992791531051305,True,True
23,310.0,105.0,0.25,0.583,-0.09176388208534143,-0.11325719285221153,0.009822345776488578,True,True
24,310.0,105.0,0.25,0.6559999999999999,-0.10557780142580038,-0.13133765608035156,0.005847887407861409,True,True
25,310.0,105.0,0.25,0.728,-0.12072331654156016,-0.15141902647203753,0.0012304399412401332,True,True
26,310.0,105.0,0.25,0.8,-0.13479724927122194,-0.17005940523672955,-0.003061044398186612,True,True
27,310.0,105.0,0.35,0.15,-0.00891994656238228,-0.011858240481823684,0.00015536929672339576,True,True
28,310.0,105.0,0.35,0.222,-0.01976239740048113,-0.02520646724231278,-0.0003623130126289511,True,True
29,310.0,105.0,0.35,0.294,-0.030442029705512182,-0.03762716060132026,-0.0014011788269055374,True,True
30,310.0,105.0,0.35,0.3670000000000001,-0.03963322030268246,-0.047784500443127854,-0.002842618583377193,True,True
31,310.0,105.0,0.35,0.439,-0.047599098279696064,-0.056304658574889276,-0.004249408288003411,True,True
32,310.0,105.0,0.35,0.511,-0.0554041303460357,-0.06573310531603141,-0.005922923687000054,True,True
33,310.0,105.0,0.35,0.583,-0.06377547181550873,-0.07580346554463664,-0.007939148030612719,True,True
34,310.0,105.0,0.35,0.6559999999999999,-0.07277105481261101,-0.08685195224032842,-0.010286796411198031,True,True
35,310.0,105.0,0.35,0.728,-0.08281407892687716,-0.09895022719726701,-0.012967362247101995,True,True
36,310.0,105.0,0.35,0.8,-0.09229968628830193,-0.11049919722630476,-0.015490292049180216,True,True
37,310.0,105.0,0.45,0.15,-0.010660377338150749,-0.0127500657398218,-0.0038041883374393725,True,True
38,310.0,105.0,0.45,0.222,-0.021884997915905414,-0.026153240782335392,-0.008138365556386074,True,True
39,310.0,105.0,0.45,0.294,-0.03212107409412733,-0.03844075233420309,-0.01226277915988988,True,True
40,310.0,105.0,0.45,0.3670000000000001,-0.04045415507333172,-0.04847453987047346,-0.015726590973916783,True,True
41,310.0,105.0,0.45,0.439,-0.04744030992191662,-0.056953155621764034,-0.01878096362232657,True,True
42,310.0,105.0,0.45,0.511,-0.05415705642879263,-0.06564726046858838,-0.021848066678713772,True,True
43,310.0,105.0,0.45,0.583,-0.06129574601349778,-0.07507660644135136,-0.0251930098628317,True,True
44,310.0,105.0,0.45,0.6559999999999999,-0.06924496904242024,-0.08570406032767275,-0.02897218720543955,True,True
45,310.0,105.0,0.45,0.728,-0.07812624893845528,-0.09778757268299956,-0.033229130983117736,True,True
46,310.0,105.0,0.45,0.8,-0.08692149529051729,-0.10972266595460116,-0.03747361963564362,True,True
47,310.0,105.0,0.6,0.15,-0.012715643591705407,-0.015240944372299796,-0.006449013091746849,True,True
48,310.0,105.0,0.6,0.222,-0.024205123673824654,-0.028995311993839843,-0.012640276506873738,True,True
49,310.0,105.0,0.6,0.294,-0.03378100639173976,-0.04043504761855831,-0.0180242483671202,True,True
50,310.0,105.0,0.6,0.3670000000000001,-0.04092249257119844,-0.0489313343496966,-0.022216131850167933,True,True
51,310.0,105.0,0.6,0.439,-0.04634022762376156,-0.05532624972549615,-0.0256774401965645,True,True
52,310.0,105.0,0.6,0.511,-0.05129618078097768,-0.061136793597030864,-0.02905042273360418,True,True
53,310.0,105.0,0.6,0.583,-0.05628878576942326,-0.06723642911816055,-0.03274827456456311,True,True
54,310.0,105.0,0.6,0.6559999999999999,-0.061883128255699416,-0.0749403879994006,-0.037188164203148716,True,True
55,310.0,105.0,0.6,0.728,-0.06916316938059873,-0.08523148857340733,-0.043109589246285863,True,True
56,310.0,105.0,0.6,0.8,-0.07739680654764018,-0.09708723974689064,-0.04987589479223786,True,True
