Unnamed: 0,hads1,hads2,z1,xb,conv,mins,maxx
0,300.0,100.0,0.3,0.05,0.07649757870491768,-0.06047820255251742,-0.009967418313962851
1,300.0,100.0,0.35,0.05,0.0323943363814694,-0.054779568964318105,-0.01903156311511016
2,300.0,100.0,0.4,0.05,-0.0016972216245247573,-0.049646568795570514,-0.026427790466251842
3,300.0,100.0,0.45,0.05,-0.023852481901819014,-0.04757892117641042,-0.033518056874969344
4,300.0,100.0,0.5,0.05,-0.0374563615244058,-0.049755435012017304,-0.03662171889653983
5,300.0,100.0,0.55,0.05,-0.04728048014170863,-0.0552845327164945,-0.040916740711478355
6,300.0,100.0,0.6000000000000001,0.05,-0.05663363241954583,-0.06505366869663677,-0.0457403683234269
7,300.0,100.0,0.65,0.05,-0.066937228760558,-0.07846091961949296,-0.05017471054989981
8,300.0,100.0,0.7,0.05,-0.0785507823954643,-0.09531591492287544,-0.05452516860152814
9,300.0,100.0,0.75,0.05,-0.09129350999543068,-0.11680612423926064,-0.059022631593578616
0,300.0,100.0,0.3,0.15,0.1221767488358831,-0.020216159492827925,0.03215467687115795
1,300.0,100.0,0.35,0.15,0.07298388895043756,-0.019896172907838554,0.017643488545706337
2,300.0,100.0,0.4,0.15,0.03345606902542206,-0.02043403050964259,0.005771027700648516
3,300.0,100.0,0.45,0.15,0.005404956921477968,-0.022304708017740305,-0.0051059301767946074
4,300.0,100.0,0.5,0.15,-0.013654201803686216,-0.02710095213312196,-0.016328726262096152
5,300.0,100.0,0.55,0.15,-0.027735497492437193,-0.03535614300877768,-0.026005660773650782
6,300.0,100.0,0.6000000000000001,0.15,-0.04023606248910164,-0.04722850531012601,-0.033011512285223574
7,300.0,100.0,0.65,0.15,-0.05308347800023768,-0.062122410665068295,-0.040147174275208634
8,300.0,100.0,0.7,0.15,-0.06704157761175304,-0.08076666535155695,-0.04675976568061697
9,300.0,100.0,0.75,0.15,-0.08206218061909323,-0.10434814571712742,-0.05315338289884024
0,300.0,100.0,0.3,0.25,0.12034060201741417,-0.007536488274975566,0.03981583451000775
1,300.0,100.0,0.35,0.25,0.07762379497133504,-0.007654074745402798,0.026780583737776822
2,300.0,100.0,0.4,0.25,0.042434170460665756,-0.008261860497580346,0.0163253313732066
3,300.0,100.0,0.45,0.25,0.017055424888580858,-0.009735932848323125,0.00716692168874176
4,300.0,100.0,0.5,0.25,-0.00014335104504662878,-0.013080059308365864,-0.0018963274746620635
5,300.0,100.0,0.55,0.25,-0.012520458896378458,-0.01903024035998645,-0.011859322132570389
6,300.0,100.0,0.6000000000000001,0.25,-0.02324401341537421,-0.028210287184043885,-0.019661280336453264
7,300.0,100.0,0.65,0.25,-0.034248561668339485,-0.040375156369419206,-0.026055315840355923
8,300.0,100.0,0.7,0.25,-0.04631259243636392,-0.05577308720947337,-0.03234259868691729
9,300.0,100.0,0.75,0.25,-0.05933718843303092,-0.07537460054702881,-0.038445436205235085
0,300.0,100.0,0.3,0.35,0.11559731077255174,-0.0033382971664949706,0.04089871856689627
1,300.0,100.0,0.35,0.35,0.07743289049352149,-0.003359505574207378,0.029290534793505536
2,300.0,100.0,0.4,0.35,0.045156515090176576,-0.0037807035406861172,0.019993897160670886
3,300.0,100.0,0.45,0.35,0.021710277186858386,-0.004633052547809854,0.012141390708194135
4,300.0,100.0,0.5,0.35,0.006189817529015464,-0.0064823878634805805,0.004874045018489871
5,300.0,100.0,0.55,0.35,-0.004207427561090744,-0.010124823566602626,-0.0026638151208788438
6,300.0,100.0,0.6000000000000001,0.35,-0.012450249038485506,-0.016093858826642646,-0.01108225457382341
7,300.0,100.0,0.65,0.35,-0.02057096724127808,-0.024512857776854986,-0.01581749834562517
8,300.0,100.0,0.7,0.35,-0.029500619926780578,-0.035581907639133645,-0.020637337090291703
9,300.0,100.0,0.75,0.35,-0.03925498519816771,-0.049869160341990536,-0.025442580703724474
0,300.0,100.0,0.3,0.45,0.11226640849507166,-0.0015446023112054368,0.040864646150211015
1,300.0,100.0,0.35,0.45,0.07685670720883367,-0.001572935837140404,0.030184952060410802
2,300.0,100.0,0.4,0.45,0.04626430673885589,-0.0017617551470025556,0.021586514853522785
3,300.0,100.0,0.45,0.45,0.02392442337767334,-0.0022381257124541414,0.014495626161339203
4,300.0,100.0,0.5,0.45,0.00943474695452891,-0.00319849921901962,0.008334844113379094
5,300.0,100.0,0.55,0.45,0.000432092965542735,-0.005201825663770611,0.0024859759470885192
6,300.0,100.0,0.6000000000000001,0.45,-0.005794905674736551,-0.008646679168330161,-0.0035822812359576997
7,300.0,100.0,0.65,0.45,-0.0112711615353265,-0.01373434782748552,-0.008869701016088827
8,300.0,100.0,0.7,0.45,-0.01706238310277134,-0.020643159361276274,-0.011983504906809005
9,300.0,100.0,0.75,0.45,-0.023395135691267544,-0.02972762071312375,-0.015175696850537537
0,300.0,100.0,0.3,0.6,0.1087638503663758,-0.0004269945230183304,0.040309790694086675
1,300.0,100.0,0.35,0.6,0.07583113877646544,-0.00046723336709701555,0.030485201485419434
2,300.0,100.0,0.4,0.6,0.046726151416232965,-0.000513568169786111,0.02249158193376057
3,300.0,100.0,0.45,0.6,0.025328687600686923,-0.0006547895458221868,0.01601379876271176
4,300.0,100.0,0.5,0.6,0.011685091188258919,-0.0009642917703014091,0.010732716537523725
5,300.0,100.0,0.55,0.6,0.0038648771302132456,-0.0015907425214749418,0.006307203189334489
6,300.0,100.0,0.6000000000000001,0.6,-0.0005008484898256399,-0.0027453062099163346,0.00241299239663665
7,300.0,100.0,0.65,0.6,-0.0033021557595550822,-0.004509310251283505,-0.0011915551309282508
8,300.0,100.0,0.7,0.6,-0.0056664400730439555,-0.006960168673811194,-0.0040547242347128195
9,300.0,100.0,0.75,0.6,-0.00806161009901885,-0.010256564976958314,-0.00524697206077947
0,310.0,100.0,0.3,0.05,-0.14412234498467877,-0.22179109807179398,-0.15846683847975823
1,310.0,100.0,0.35,0.05,-0.13068441256799285,-0.18941102424073375,-0.13136710442816135
2,310.0,100.0,0.4,0.05,-0.11477601161664092,-0.15452662249489532,-0.10693631908181903
3,310.0,100.0,0.45,0.05,-0.0969010850730258,-0.12362708147009924,-0.0847789058897889
4,310.0,100.0,0.5,0.05,-0.08181646752267945,-0.09937300999771367,-0.06949158149064211
5,310.0,100.0,0.55,0.05,-0.0737874317139856,-0.0858474619320332,-0.06358101798781583
6,310.0,100.0,0.6000000000000001,0.05,-0.07316916636745803,-0.08309895851055697,-0.06018047013227084
7,310.0,100.0,0.65,0.05,-0.07810041442111566,-0.09008710014906615,-0.060296917164869304
8,310.0,100.0,0.7,0.05,-0.08677849474250254,-0.10385062083600938,-0.061571398262383656
9,310.0,100.0,0.75,0.05,-0.09792844824004422,-0.12433724920351819,-0.06418888371001144
0,310.0,100.0,0.3,0.15,-0.2101961914266002,-0.274878787232244,-0.1802619255270022
1,310.0,100.0,0.35,0.15,-0.19055350588925646,-0.24712223212432088,-0.15913481058864812
2,310.0,100.0,0.4,0.15,-0.17046273370789725,-0.21909180583081814,-0.13927887341673167
3,310.0,100.0,0.45,0.15,-0.147487997430247,-0.1871317762571607,-0.11916418812414843
4,310.0,100.0,0.5,0.15,-0.12331707230015233,-0.15379493853820825,-0.10010515855794264
5,310.0,100.0,0.55,0.15,-0.10371040200108739,-0.12626021719572933,-0.08568658948371036
6,310.0,100.0,0.6000000000000001,0.15,-0.09322684431755096,-0.11012453232781633,-0.07900760836339418
7,310.0,100.0,0.65,0.15,-0.0918983917605584,-0.1065608480229313,-0.07487695829365236
8,310.0,100.0,0.7,0.15,-0.09750859342635092,-0.11501304829823585,-0.07322919237534566
9,310.0,100.0,0.75,0.15,-0.10790104518377706,-0.1331431512169983,-0.07362890581034798
0,310.0,100.0,0.3,0.25,-0.20780175719204208,-0.2616460827538188,-0.1675418663087201
1,310.0,100.0,0.35,0.25,-0.19413720421784988,-0.24551731819070455,-0.15441186891122297
2,310.0,100.0,0.4,0.25,-0.1806433053835054,-0.2283838003749001,-0.14213688484089174
3,310.0,100.0,0.45,0.25,-0.16450368800619017,-0.20737510843879056,-0.12873157064856777
4,310.0,100.0,0.5,0.25,-0.14468056854577002,-0.18129333580675452,-0.11356490381153006
5,310.0,100.0,0.55,0.25,-0.12409018480971828,-0.15366770268791632,-0.09876515797395723
6,310.0,100.0,0.6000000000000001,0.25,-0.10835912599034618,-0.13153352909900815,-0.08811887843080037
7,310.0,100.0,0.65,0.25,-0.10077785225666083,-0.1191703187651385,-0.08356256294594712
8,310.0,100.0,0.7,0.25,-0.10097632677053953,-0.11885048893470647,-0.08051138544402847
9,310.0,100.0,0.75,0.25,-0.10717120088390061,-0.12891697655086057,-0.07746648894294944
0,310.0,100.0,0.3,0.35,-0.20052452493653578,-0.24881595620999808,-0.158393106564951
1,310.0,100.0,0.35,0.35,-0.1918411434100414,-0.23960394270497554,-0.15007545774746514
2,310.0,100.0,0.4,0.35,-0.18332443798085352,-0.2297195328984949,-0.1423453863973482
3,310.0,100.0,0.45,0.35,-0.17288282995989937,-0.21690214714143136,-0.13366891885092827
4,310.0,100.0,0.5,0.35,-0.15886049751612094,-0.19911672145434428,-0.1229025781144698
5,310.0,100.0,0.55,0.35,-0.14174253081800606,-0.176806671644548,-0.11047452398209982
6,310.0,100.0,0.6000000000000001,0.35,-0.12530937995835817,-0.15458363397773195,-0.09906466077532168
7,310.0,100.0,0.65,0.35,-0.11383400928114289,-0.13788802565136515,-0.09152010846222912
8,310.0,100.0,0.7,0.35,-0.10893602222759027,-0.1289544127928524,-0.08873882043135349
9,310.0,100.0,0.75,0.35,-0.11006304581624553,-0.13190483039574177,-0.08547119911660767
