NUP,NDO,NST,NUPB,NDOB,NSTB,AUP,ADO,AST,AUPB,ADOB,ASTB,BUP,BDO,BST,BUPB,BDOB,BSTB,PP,MSS,coef,chi_sq
0.11022962435125716,-0.1729600221500506,-0.10045211015046536,-0.04807145685359014,-0.0494327872557217,-0.05639462283221042,0.0,0.0,0.6155010131136184,0.0,0.0,0.0,1.9748388496154465,0.0,0.0,0.0,0.0,0.0,0.06857004234082055,0.0,0.27,1.306
