NUP,NDO,NST,NUPB,NDOB,NSTB,AUP,ADO,AST,AUPB,ADOB,ASTB,BUP,BDO,BST,BUPB,BDOB,BSTB,PP,MSS,coef,chi_sq
0.21873331486193076,-0.22941391894276295,-0.08882761163707327,-0.21574963438127087,0.014870839769177741,-0.06348797486337074,0.0,0.0,0.33674988113919185,0.0,0.0,0.0,3.6955094166115106,0.0,0.0,3.6308302168986626,0.0,0.0,0.12921048455416664,0.0,0.27,1.333
