NUP,NDO,NST,NUPB,NDOB,NSTB,AUP,ADO,AST,AUPB,ADOB,ASTB,BUP,BDO,BST,BUPB,BDOB,BSTB,PP,MSS,coef,chi_sq
0.0857960602355657,-0.11181861907202859,-0.1941420707362598,-0.06270159154902848,0.06264497765504351,-0.025068124410327963,0.0,0.0,2.524146015523936,0.0,0.0,0.0,3.268953600092797,0.0,0.0,0.0,0.0,0.0,0.11733140133118394,0.0,0.27,1.479
