NUP,NDO,NST,NUPB,NDOB,NSTB,AUP,ADO,AST,AUPB,ADOB,ASTB,BUP,BDO,BST,BUPB,BDOB,BSTB,PP,MSS,coef,chi_sq
0.18312122181214724,-0.22727625595661666,-0.08936211678907562,-0.15246431789418682,0.01782434077368814,-0.05545129718321175,0.0,0.0,0.37303951887835324,0.0,0.0,3.3011908366132854e-05,3.906657465128682,0.0,0.0,3.8867593855463385,0.0,0.0,0.10021492457065458,0.0,0.27,1.324
