NUP,NDO,NST,NUPB,NDOB,NSTB,AUP,ADO,AST,AUPB,ADOB,ASTB,BUP,BDO,BST,BUPB,BDOB,BSTB,PP,MSS,coef,chi_sq
0.11610037621862743,-0.16133707365733332,-0.10517597961615913,-0.05403209158596908,-0.0446108707600583,-0.05646957857973702,0.0,0.0,0.6815040165955888,0.0,0.0,0.0,2.171697361672079,0.0,0.0,0.0,0.0,0.0,0.07105448971582289,0.0,0.27,1.307
