NUP,NDO,NST,NUPB,NDOB,NSTB,AUP,ADO,AST,AUPB,ADOB,ASTB,BUP,BDO,BST,BUPB,BDOB,BSTB,PP,MSS,coef,chi_sq
0.11810429808208431,-0.10436576060108133,-0.0972364059827504,-0.07293072338231471,-0.07162991167665474,-0.04616046116512187,0.0,0.0,0.457514842462394,0.0,0.0,0.0,1.959096134695856,0.0,0.0,3.14603194659696e-05,0.0,0.0,0.08827192421815135,0.0,0.27,1.618
