NUP,NDO,NST,NUPB,NDOB,NSTB,AUP,ADO,AST,AUPB,ADOB,ASTB,BUP,BDO,BST,BUPB,BDOB,BSTB,PP,MSS,coef,chi_sq
0.11865393731959978,-0.10545347584670363,-0.09626940089986163,-0.07294753509010599,-0.07362578669570306,-0.04652799637368065,0.0,0.0,0.44491159807537084,0.0,0.0,0.0,1.9400402398571845,0.0,0.0,0.0,0.0,0.0,0.0887441782707181,0.0,0.27,1.604
