NUP,NDO,NST,NUPB,NDOB,NSTB,AUP,ADO,AST,AUPB,ADOB,ASTB,BUP,BDO,BST,BUPB,BDOB,BSTB,PP,MSS,coef,chi_sq
0.11020933347366497,-0.17493137726322294,-0.09887093321139064,-0.04755469775885429,-0.05763708304532388,-0.056876015038546224,0.0,0.0,0.5967136505948357,0.0,0.0,0.0,1.8771815561212013,0.0,0.0,0.0,0.0,0.0,0.06890901757205747,0.0,0.27,1.305
