Unnamed: 0,had1,had2,z1,z2,mins,maxx,fit_line,conv
0,300.0,100.0,0.25,0.15,,,,-0.013264811376060507
1,300.0,100.0,0.25,0.222,,,,-0.028411882820320287
2,300.0,100.0,0.25,0.294,,,,-0.04322263212115403
3,300.0,100.0,0.25,0.36700000000000005,,,,-0.05603892428556354
4,300.0,100.0,0.25,0.439,,,,-0.06747864485608124
5,300.0,100.0,0.25,0.511,,,,-0.07908649708466621
6,300.0,100.0,0.25,0.583,,,,-0.09176388208534145
7,300.0,100.0,0.25,0.6559999999999999,,,,-0.10557780142580038
8,300.0,100.0,0.25,0.728,,,,-0.12072331654156017
9,300.0,100.0,0.25,0.8,,,,-0.13479724927122197
10,300.0,100.0,0.35,0.15,,,,-0.00891994656238228
11,300.0,100.0,0.35,0.222,,,,-0.019762397400481132
12,300.0,100.0,0.35,0.294,,,,-0.03044202970551218
13,300.0,100.0,0.35,0.36700000000000005,,,,-0.03963322030268246
14,300.0,100.0,0.35,0.439,,,,-0.04759909827969606
15,300.0,100.0,0.35,0.511,,,,-0.0554041303460357
16,300.0,100.0,0.35,0.583,,,,-0.06377547181550872
17,300.0,100.0,0.35,0.6559999999999999,,,,-0.07277105481261101
18,300.0,100.0,0.35,0.728,,,,-0.08281407892687716
19,300.0,100.0,0.35,0.8,,,,-0.09229968628830193
20,300.0,100.0,0.45,0.15,,,,-0.010660377338150747
21,300.0,100.0,0.45,0.222,,,,-0.021884997915905414
22,300.0,100.0,0.45,0.294,,,,-0.03212107409412733
23,300.0,100.0,0.45,0.36700000000000005,,,,-0.04045415507333172
24,300.0,100.0,0.45,0.439,,,,-0.04744030992191662
25,300.0,100.0,0.45,0.511,,,,-0.05415705642879263
26,300.0,100.0,0.45,0.583,,,,-0.06129574601349778
27,300.0,100.0,0.45,0.6559999999999999,,,,-0.06924496904242024
28,300.0,100.0,0.45,0.728,,,,-0.07812624893845528
29,300.0,100.0,0.45,0.8,,,,-0.08692149529051729
30,300.0,100.0,0.6,0.15,,,,-0.012715643591705407
31,300.0,100.0,0.6,0.222,,,,-0.024205123673824654
32,300.0,100.0,0.6,0.294,,,,-0.03378100639173976
33,300.0,100.0,0.6,0.36700000000000005,,,,-0.04092249257119844
34,300.0,100.0,0.6,0.439,,,,-0.04634022762376156
35,300.0,100.0,0.6,0.511,,,,-0.051296180780977675
36,300.0,100.0,0.6,0.583,,,,-0.05628878576942326
37,300.0,100.0,0.6,0.6559999999999999,,,,-0.061883128255699416
38,300.0,100.0,0.6,0.728,,,,-0.06916316938059872
39,300.0,100.0,0.6,0.8,,,,-0.07739680654764017
40,300.0,105.0,0.25,0.15,,,,-0.0016960171968606838
41,300.0,105.0,0.25,0.222,,,,0.002518052193066319
42,300.0,105.0,0.25,0.294,,,,0.009593273050436715
43,300.0,105.0,0.25,0.36700000000000005,,,,0.017438673690240446
44,300.0,105.0,0.25,0.439,,,,0.025730771201677105
45,300.0,105.0,0.25,0.511,,,,0.03510080724391309
46,300.0,105.0,0.25,0.583,,,,0.046053299720078454
47,300.0,105.0,0.25,0.6559999999999999,,,,0.05826960613098033
48,300.0,105.0,0.25,0.728,,,,0.07178542190901525
49,300.0,105.0,0.25,0.8,,,,0.0842228975382931
50,300.0,105.0,0.35,0.15,,,,-0.004175393792699647
51,300.0,105.0,0.35,0.222,,,,-0.005362827117178961
52,300.0,105.0,0.35,0.294,,,,-0.004437016268379358
53,300.0,105.0,0.35,0.36700000000000005,,,,-0.0017095640479111497
54,300.0,105.0,0.35,0.439,,,,0.0016098885332830896
55,300.0,105.0,0.35,0.511,,,,0.005909281235345156
56,300.0,105.0,0.35,0.583,,,,0.011305176868860753
57,300.0,105.0,0.35,0.6559999999999999,,,,0.01756545798969853
58,300.0,105.0,0.35,0.728,,,,0.024637982896229052
59,300.0,105.0,0.35,0.8,,,,0.031211701473836853
60,300.0,105.0,0.45,0.15,,,,-0.007924527045432223
61,300.0,105.0,0.45,0.222,,,,-0.013622717199281124
62,300.0,105.0,0.45,0.294,,,,-0.016970148843020557
63,300.0,105.0,0.45,0.36700000000000005,,,,-0.018238404458836326
64,300.0,105.0,0.45,0.439,,,,-0.01794382325296979
65,300.0,105.0,0.45,0.511,,,,-0.016361221359591293
66,300.0,105.0,0.45,0.583,,,,-0.013555290473554419
67,300.0,105.0,0.45,0.6559999999999999,,,,-0.009674278717755155
68,300.0,105.0,0.45,0.728,,,,-0.004724835505043438
69,300.0,105.0,0.45,0.8,,,,0.0002370659243355903
70,300.0,105.0,0.6,0.15,,,,-0.011802476081244209
71,300.0,105.0,0.6,0.222,,,,-0.021442465122475433
72,300.0,105.0,0.6,0.294,,,,-0.02857733240417466
73,300.0,105.0,0.6,0.36700000000000005,,,,-0.03304022670711209
74,300.0,105.0,0.6,0.439,,,,-0.0354865121330997
75,300.0,105.0,0.6,0.511,,,,-0.036642586283535804
76,300.0,105.0,0.6,0.583,,,,-0.036482898552261236
77,300.0,105.0,0.6,0.6559999999999999,,,,-0.034981142948114795
78,300.0,105.0,0.6,0.728,,,,-0.031943256267808015
79,300.0,105.0,0.6,0.8,,,,-0.02776513076184628
80,310.0,100.0,0.25,0.15,,,,-0.0016960171968606838
81,310.0,100.0,0.25,0.222,,,,0.002518052193066319
82,310.0,100.0,0.25,0.294,,,,0.009593273050436715
83,310.0,100.0,0.25,0.36700000000000005,,,,0.017438673690240446
84,310.0,100.0,0.25,0.439,,,,0.025730771201677105
85,310.0,100.0,0.25,0.511,,,,0.03510080724391309
86,310.0,100.0,0.25,0.583,,,,0.046053299720078454
87,310.0,100.0,0.25,0.6559999999999999,,,,0.05826960613098033
88,310.0,100.0,0.25,0.728,,,,0.07178542190901525
89,310.0,100.0,0.25,0.8,,,,0.0842228975382931
90,310.0,100.0,0.35,0.15,,,,-0.004175393792699647
91,310.0,100.0,0.35,0.222,,,,-0.005362827117178961
92,310.0,100.0,0.35,0.294,,,,-0.004437016268379358
93,310.0,100.0,0.35,0.36700000000000005,,,,-0.0017095640479111497
94,310.0,100.0,0.35,0.439,,,,0.0016098885332830896
95,310.0,100.0,0.35,0.511,,,,0.005909281235345156
96,310.0,100.0,0.35,0.583,,,,0.011305176868860753
97,310.0,100.0,0.35,0.6559999999999999,,,,0.01756545798969853
98,310.0,100.0,0.35,0.728,,,,0.024637982896229052
99,310.0,100.0,0.35,0.8,,,,0.031211701473836853
100,310.0,100.0,0.45,0.15,,,,-0.007924527045432223
101,310.0,100.0,0.45,0.222,,,,-0.013622717199281124
102,310.0,100.0,0.45,0.294,,,,-0.016970148843020557
103,310.0,100.0,0.45,0.36700000000000005,,,,-0.018238404458836326
104,310.0,100.0,0.45,0.439,,,,-0.01794382325296979
105,310.0,100.0,0.45,0.511,,,,-0.016361221359591293
106,310.0,100.0,0.45,0.583,,,,-0.013555290473554419
107,310.0,100.0,0.45,0.6559999999999999,,,,-0.009674278717755155
108,310.0,100.0,0.45,0.728,,,,-0.004724835505043438
109,310.0,100.0,0.45,0.8,,,,0.0002370659243355903
110,310.0,100.0,0.6,0.15,,,,-0.011802476081244209
111,310.0,100.0,0.6,0.222,,,,-0.021442465122475433
112,310.0,100.0,0.6,0.294,,,,-0.02857733240417466
113,310.0,100.0,0.6,0.36700000000000005,,,,-0.03304022670711209
114,310.0,100.0,0.6,0.439,,,,-0.0354865121330997
115,310.0,100.0,0.6,0.511,,,,-0.036642586283535804
116,310.0,100.0,0.6,0.583,,,,-0.036482898552261236
117,310.0,100.0,0.6,0.6559999999999999,,,,-0.034981142948114795
118,310.0,100.0,0.6,0.728,,,,-0.031943256267808015
119,310.0,100.0,0.6,0.8,,,,-0.02776513076184628
120,310.0,105.0,0.25,0.15,,,,-0.013264811376060507
121,310.0,105.0,0.25,0.222,,,,-0.028411882820320287
122,310.0,105.0,0.25,0.294,,,,-0.04322263212115403
123,310.0,105.0,0.25,0.36700000000000005,,,,-0.05603892428556354
124,310.0,105.0,0.25,0.439,,,,-0.06747864485608124
125,310.0,105.0,0.25,0.511,,,,-0.07908649708466621
126,310.0,105.0,0.25,0.583,,,,-0.09176388208534145
127,310.0,105.0,0.25,0.6559999999999999,,,,-0.10557780142580038
128,310.0,105.0,0.25,0.728,,,,-0.12072331654156017
129,310.0,105.0,0.25,0.8,,,,-0.13479724927122197
130,310.0,105.0,0.35,0.15,,,,-0.00891994656238228
131,310.0,105.0,0.35,0.222,,,,-0.019762397400481132
132,310.0,105.0,0.35,0.294,,,,-0.03044202970551218
133,310.0,105.0,0.35,0.36700000000000005,,,,-0.03963322030268246
134,310.0,105.0,0.35,0.439,,,,-0.04759909827969606
135,310.0,105.0,0.35,0.511,,,,-0.0554041303460357
136,310.0,105.0,0.35,0.583,,,,-0.06377547181550872
137,310.0,105.0,0.35,0.6559999999999999,,,,-0.07277105481261101
138,310.0,105.0,0.35,0.728,,,,-0.08281407892687716
139,310.0,105.0,0.35,0.8,,,,-0.09229968628830193
140,310.0,105.0,0.45,0.15,,,,-0.010660377338150747
141,310.0,105.0,0.45,0.222,,,,-0.021884997915905414
142,310.0,105.0,0.45,0.294,,,,-0.03212107409412733
143,310.0,105.0,0.45,0.36700000000000005,,,,-0.04045415507333172
144,310.0,105.0,0.45,0.439,,,,-0.04744030992191662
145,310.0,105.0,0.45,0.511,,,,-0.05415705642879263
146,310.0,105.0,0.45,0.583,,,,-0.06129574601349778
147,310.0,105.0,0.45,0.6559999999999999,,,,-0.06924496904242024
148,310.0,105.0,0.45,0.728,,,,-0.07812624893845528
149,310.0,105.0,0.45,0.8,,,,-0.08692149529051729
150,310.0,105.0,0.6,0.15,,,,-0.012715643591705407
151,310.0,105.0,0.6,0.222,,,,-0.024205123673824654
152,310.0,105.0,0.6,0.294,,,,-0.03378100639173976
153,310.0,105.0,0.6,0.36700000000000005,,,,-0.04092249257119844
154,310.0,105.0,0.6,0.439,,,,-0.04634022762376156
155,310.0,105.0,0.6,0.511,,,,-0.051296180780977675
156,310.0,105.0,0.6,0.583,,,,-0.05628878576942326
157,310.0,105.0,0.6,0.6559999999999999,,,,-0.061883128255699416
158,310.0,105.0,0.6,0.728,,,,-0.06916316938059872
159,310.0,105.0,0.6,0.8,,,,-0.07739680654764017
