Unnamed: 0,had1,had2,z1,z2,mins,maxx,fit_line,conv
127,310.0,105.0,0.25,0.6559999999999999,,,,-0.1062201796080138
128,310.0,105.0,0.25,0.728,,,,-0.12147069722113976
129,310.0,105.0,0.25,0.8,,,,-0.13560669047315527
130,310.0,105.0,0.35,0.15,,,,-0.009060571187413982
131,310.0,105.0,0.35,0.222,,,,-0.019665912915773808
132,310.0,105.0,0.35,0.294,,,,-0.030043219009236538
133,310.0,105.0,0.35,0.36700000000000005,,,,-0.03892601303142865
134,310.0,105.0,0.35,0.439,,,,-0.04668891820316673
135,310.0,105.0,0.35,0.511,,,,-0.054311348463456845
136,310.0,105.0,0.35,0.583,,,,-0.06240165213829788
137,310.0,105.0,0.35,0.6559999999999999,,,,-0.07132521893013813
138,310.0,105.0,0.35,0.728,,,,-0.08122925500330538
139,310.0,105.0,0.35,0.8,,,,-0.09037247742457032
140,310.0,105.0,0.45,0.15,,,,-0.010989488550551266
141,310.0,105.0,0.45,0.222,,,,-0.022248015173464527
142,310.0,105.0,0.45,0.294,,,,-0.03243344132545778
143,310.0,105.0,0.45,0.36700000000000005,,,,-0.04075972646297461
144,310.0,105.0,0.45,0.439,,,,-0.04770983651420179
145,310.0,105.0,0.45,0.511,,,,-0.05435362577382519
146,310.0,105.0,0.45,0.583,,,,-0.06153139021614158
147,310.0,105.0,0.45,0.6559999999999999,,,,-0.06951331647798516
148,310.0,105.0,0.45,0.728,,,,-0.07851996502611315
149,310.0,105.0,0.45,0.8,,,,-0.0875339440129094
150,310.0,105.0,0.6,0.15,,,,-0.012967577051823947
151,310.0,105.0,0.6,0.222,,,,-0.02446525516479065
152,310.0,105.0,0.6,0.294,,,,-0.0340558529193039
153,310.0,105.0,0.6,0.36700000000000005,,,,-0.041160635402794146
154,310.0,105.0,0.6,0.439,,,,-0.04661051894312554
155,310.0,105.0,0.6,0.511,,,,-0.05162242532396898
156,310.0,105.0,0.6,0.583,,,,-0.05677862501181205
157,310.0,105.0,0.6,0.6559999999999999,,,,-0.0625237671278618
158,310.0,105.0,0.6,0.728,,,,-0.07002176992759615
159,310.0,105.0,0.6,0.8,,,,-0.07853689505907739
