had1,z1,pt,conv
300.0,0.25,0.01,-0.006497163857739521
300.0,0.25,0.07263157894736841,-0.04086411630096635
300.0,0.25,0.13526315789473686,-0.05442423472761917
300.0,0.25,0.19789473684210526,-0.049859037198718564
300.0,0.25,0.2605263157894737,-0.038218615414562555
300.0,0.25,0.3231578947368421,-0.027041818831955645
300.0,0.25,0.3857894736842105,-0.01891544266024969
300.0,0.25,0.4484210526315789,-0.013278961027972273
300.0,0.25,0.5110526315789473,-0.009493146895567656
300.0,0.25,0.5736842105263157,-0.00695682742303017
300.0,0.25,0.6363157894736842,-0.0052303976437670235
300.0,0.25,0.6989473684210525,-0.004025553963711973
300.0,0.25,0.7615789473684209,-0.0031606369948199123
300.0,0.25,0.8242105263157894,-0.0025215558047943674
300.0,0.25,0.8868421052631578,-0.002036823064008438
300.0,0.25,0.9494736842105262,-0.00166024379472961
300.0,0.25,1.0121052631578946,-0.0013619569017086204
300.0,0.25,1.0747368421052628,-0.0011227760475346713
300.0,0.25,1.1373684210526314,-0.0009309447653933318
300.0,0.25,1.2,-0.0007794518927582534
300.0,0.35,0.01,-0.015271096156495124
300.0,0.35,0.07263157894736841,-0.09644699960400015
300.0,0.35,0.13526315789473686,-0.12978779386250275
300.0,0.35,0.19789473684210526,-0.12040853174457247
300.0,0.35,0.2605263157894737,-0.09434629948175907
300.0,0.35,0.3231578947368421,-0.06833946750199817
300.0,0.35,0.3857894736842105,-0.04819025181883238
300.0,0.35,0.4484210526315789,-0.03418828482558172
300.0,0.35,0.5110526315789473,-0.02483099667694142
300.0,0.35,0.5736842105263157,-0.01860470281677193
300.0,0.35,0.6363157894736842,-0.014408859868496165
300.0,0.35,0.6989473684210525,-0.011518246039785301
300.0,0.35,0.7615789473684209,-0.00947755112308701
300.0,0.35,0.8242105263157894,-0.007999222938298274
300.0,0.35,0.8868421052631578,-0.006897817903430149
300.0,0.35,0.9494736842105262,-0.006057376029105933
300.0,0.35,1.0121052631578946,-0.005402811384877435
300.0,0.35,1.0747368421052628,-0.004885573252497017
300.0,0.35,1.1373684210526314,-0.004473820679125294
300.0,0.35,1.2,-0.004147700148799039
300.0,0.45,0.01,-0.03646521196688756
300.0,0.45,0.07263157894736841,-0.23162342301373115
300.0,0.45,0.13526315789473686,-0.31569961728760165
300.0,0.45,0.19789473684210526,-0.29895108465546316
300.0,0.45,0.2605263157894737,-0.23392794956613852
300.0,0.45,0.3231578947368421,-0.1676038649281036
300.0,0.45,0.3857894736842105,-0.11741980309142236
300.0,0.45,0.4484210526315789,-0.0830664732183997
300.0,0.45,0.5110526315789473,-0.06029749370681598
300.0,0.45,0.5736842105263157,-0.04520873232508096
300.0,0.45,0.6363157894736842,-0.03507246402377673
300.0,0.45,0.6989473684210525,-0.028105963206963038
300.0,0.45,0.7615789473684209,-0.023198532836279647
300.0,0.45,0.8242105263157894,-0.019687723981948933
300.0,0.45,0.8868421052631578,-0.017085932027411075
300.0,0.45,0.9494736842105262,-0.015115077685343477
300.0,0.45,1.0121052631578946,-0.013593533839039008
300.0,0.45,1.0747368421052628,-0.012401592611257894
300.0,0.45,1.1373684210526314,-0.011459854400993919
300.0,0.45,1.2,-0.010716608923354194
300.0,0.6,0.01,-0.0817146824931271
300.0,0.6,0.07263157894736841,-0.5211485610889084
300.0,0.6,0.13526315789473686,-0.7194721896387888
300.0,0.6,0.19789473684210526,-0.6957509984750906
300.0,0.6,0.2605263157894737,-0.5496639979556471
300.0,0.6,0.3231578947368421,-0.38659363431099886
300.0,0.6,0.3857894736842105,-0.2680581186671857
300.0,0.6,0.4484210526315789,-0.18863613240072286
300.0,0.6,0.5110526315789473,-0.13643619868098128
300.0,0.6,0.5736842105263157,-0.1018888209856982
300.0,0.6,0.6363157894736842,-0.0787767134686026
300.0,0.6,0.6989473684210525,-0.06294489912947857
300.0,0.6,0.7615789473684209,-0.051767652432184626
300.0,0.6,0.8242105263157894,-0.04387850542243485
300.0,0.6,0.8868421052631578,-0.038072197659564044
300.0,0.6,0.9494736842105262,-0.03367141441392377
300.0,0.6,1.0121052631578946,-0.03027428924147252
300.0,0.6,1.0747368421052628,-0.027612514551206436
300.0,0.6,1.1373684210526314,-0.025505539259777808
300.0,0.6,1.2,-0.023831250268847644
310.0,0.25,0.01,-0.006497163857739521
310.0,0.25,0.07263157894736841,-0.04086411630096635
310.0,0.25,0.13526315789473686,-0.05442423472761917
310.0,0.25,0.19789473684210526,-0.049859037198718564
