Unnamed: 0,had1,had2,z1,z2,mins,maxx,fit_line,conv
44,300.0,205.0,0.25,0.439,,,,0.015202365521458643
45,300.0,205.0,0.25,0.511,,,,0.02447622411137512
46,300.0,205.0,0.25,0.583,,,,0.03235432768462684
47,300.0,205.0,0.25,0.6559999999999999,,,,0.03874830469856165
48,300.0,205.0,0.25,0.728,,,,0.04420202600400912
49,300.0,205.0,0.25,0.8,,,,0.04864419550197059
50,300.0,205.0,0.35,0.15,,,,-0.007440646698243625
51,300.0,205.0,0.35,0.222,,,,-0.011542583357651086
52,300.0,205.0,0.35,0.294,,,,-0.012034674036092919
53,300.0,205.0,0.35,0.36700000000000005,,,,-0.01026186918429473
54,300.0,205.0,0.35,0.439,,,,-0.006342180304983772
55,300.0,205.0,0.35,0.511,,,,-0.0029278420790872593
56,300.0,205.0,0.35,0.583,,,,0.00014929543250220706
57,300.0,205.0,0.35,0.6559999999999999,,,,0.0026924356307164382
58,300.0,205.0,0.35,0.728,,,,0.004849709658121809
59,300.0,205.0,0.35,0.8,,,,0.0065654367897359815
60,300.0,205.0,0.45,0.15,,,,-0.007908551801171722
61,300.0,205.0,0.45,0.222,,,,-0.014372735342647831
62,300.0,205.0,0.45,0.294,,,,-0.01864777932855605
63,300.0,205.0,0.45,0.36700000000000005,,,,-0.020838422708061285
64,300.0,205.0,0.45,0.439,,,,-0.021691860333916842
65,300.0,205.0,0.45,0.511,,,,-0.02187343323816618
66,300.0,205.0,0.45,0.583,,,,-0.021785124277323407
67,300.0,205.0,0.45,0.6559999999999999,,,,-0.02164648611274393
68,300.0,205.0,0.45,0.728,,,,-0.021497609126290597
69,300.0,205.0,0.45,0.8,,,,-0.021387982051834408
70,300.0,205.0,0.6,0.15,,,,-0.005474652502404701
71,300.0,205.0,0.6,0.222,,,,-0.00934867636802936
72,300.0,205.0,0.6,0.294,,,,-0.01193719600161024
73,300.0,205.0,0.6,0.36700000000000005,,,,-0.013508823245384332
74,300.0,205.0,0.6,0.439,,,,-0.014451731829194337
75,300.0,205.0,0.6,0.511,,,,-0.015029583258835232
76,300.0,205.0,0.6,0.583,,,,-0.015322521859922956
77,300.0,205.0,0.6,0.6559999999999999,,,,-0.015431981775624696
78,300.0,205.0,0.6,0.728,,,,-0.01533792905393972
79,300.0,205.0,0.6,0.8,,,,-0.015152796703847143
80,310.0,200.0,0.25,0.15,,,,-0.010988658748361314
81,310.0,200.0,0.25,0.222,,,,-0.011645994701340819
82,310.0,200.0,0.25,0.294,,,,-0.004189694417840406
83,310.0,200.0,0.25,0.36700000000000005,,,,0.005192686146643825
84,310.0,200.0,0.25,0.439,,,,0.015202365521458643
85,310.0,200.0,0.25,0.511,,,,0.02447622411137512
86,310.0,200.0,0.25,0.583,,,,0.03235432768462684
87,310.0,200.0,0.25,0.6559999999999999,,,,0.03874830469856165
88,310.0,200.0,0.25,0.728,,,,0.04420202600400912
89,310.0,200.0,0.25,0.8,,,,0.04864419550197059
90,310.0,200.0,0.35,0.15,,,,-0.007440646698243625
91,310.0,200.0,0.35,0.222,,,,-0.011542583357651086
92,310.0,200.0,0.35,0.294,,,,-0.012034674036092919
93,310.0,200.0,0.35,0.36700000000000005,,,,-0.01026186918429473
94,310.0,200.0,0.35,0.439,,,,-0.006342180304983772
95,310.0,200.0,0.35,0.511,,,,-0.0029278420790872593
96,310.0,200.0,0.35,0.583,,,,0.00014929543250220706
97,310.0,200.0,0.35,0.6559999999999999,,,,0.0026924356307164382
98,310.0,200.0,0.35,0.728,,,,0.004849709658121809
99,310.0,200.0,0.35,0.8,,,,0.0065654367897359815
100,310.0,200.0,0.45,0.15,,,,-0.007908551801171722
101,310.0,200.0,0.45,0.222,,,,-0.014372735342647831
102,310.0,200.0,0.45,0.294,,,,-0.01864777932855605
103,310.0,200.0,0.45,0.36700000000000005,,,,-0.020838422708061285
104,310.0,200.0,0.45,0.439,,,,-0.021691860333916842
105,310.0,200.0,0.45,0.511,,,,-0.02187343323816618
106,310.0,200.0,0.45,0.583,,,,-0.021785124277323407
107,310.0,200.0,0.45,0.6559999999999999,,,,-0.02164648611274393
108,310.0,200.0,0.45,0.728,,,,-0.021497609126290597
109,310.0,200.0,0.45,0.8,,,,-0.021387982051834408
110,310.0,200.0,0.6,0.15,,,,-0.005474652502404701
111,310.0,200.0,0.6,0.222,,,,-0.00934867636802936
112,310.0,200.0,0.6,0.294,,,,-0.01193719600161024
113,310.0,200.0,0.6,0.36700000000000005,,,,-0.013508823245384332
114,310.0,200.0,0.6,0.439,,,,-0.014451731829194337
115,310.0,200.0,0.6,0.511,,,,-0.015029583258835232
116,310.0,200.0,0.6,0.583,,,,-0.015322521859922956
117,310.0,200.0,0.6,0.6559999999999999,,,,-0.015431981775624696
118,310.0,200.0,0.6,0.728,,,,-0.01533792905393972
119,310.0,200.0,0.6,0.8,,,,-0.015152796703847143
120,310.0,205.0,0.25,0.15,,,,-0.010766465843826133
121,310.0,205.0,0.25,0.222,,,,-0.023279191063894044
122,310.0,205.0,0.25,0.294,,,,-0.035371548736102154
123,310.0,205.0,0.25,0.36700000000000005,,,,-0.045260336044371005
124,310.0,205.0,0.25,0.439,,,,-0.0529820917240666
125,310.0,205.0,0.25,0.511,,,,-0.05918996041329756
126,310.0,205.0,0.25,0.583,,,,-0.06423184074139954
127,310.0,205.0,0.25,0.6559999999999999,,,,-0.06842069405444452
128,310.0,205.0,0.25,0.728,,,,-0.07217095749360698
129,310.0,205.0,0.25,0.8,,,,-0.07545629601967087
130,310.0,205.0,0.35,0.15,,,,-0.007437040928287167
131,310.0,205.0,0.35,0.222,,,,-0.01565077260834083
132,310.0,205.0,0.35,0.294,,,,-0.02293149812148858
133,310.0,205.0,0.35,0.36700000000000005,,,,-0.028432613585520364
134,310.0,205.0,0.35,0.439,,,,-0.03242192780531079
135,310.0,205.0,0.35,0.511,,,,-0.035459572714431835
136,310.0,205.0,0.35,0.583,,,,-0.037871042407754484
137,310.0,205.0,0.35,0.6559999999999999,,,,-0.03985841215469873
138,310.0,205.0,0.35,0.728,,,,-0.04161775326091371
139,310.0,205.0,0.35,0.8,,,,-0.04312380519338533
140,310.0,205.0,0.45,0.15,,,,-0.009878543184652167
141,310.0,205.0,0.45,0.222,,,,-0.019408038634558544
142,310.0,205.0,0.45,0.294,,,,-0.02696999102052048
143,310.0,205.0,0.45,0.36700000000000005,,,,-0.03206185924562641
144,310.0,205.0,0.45,0.439,,,,-0.03534039951628083
145,310.0,205.0,0.45,0.511,,,,-0.03759770356947743
146,310.0,205.0,0.45,0.583,,,,-0.03928852956374925
147,310.0,205.0,0.45,0.6559999999999999,,,,-0.04069386421847657
148,310.0,205.0,0.45,0.728,,,,-0.0418416324497101
149,310.0,205.0,0.45,0.8,,,,-0.04284498053372889
150,310.0,205.0,0.6,0.15,,,,-0.016678038198158683
151,310.0,205.0,0.6,0.222,,,,-0.0322042286164426
152,310.0,205.0,0.6,0.294,,,,-0.04444084143925512
153,310.0,205.0,0.6,0.36700000000000005,,,,-0.05258381969294419
154,310.0,205.0,0.6,0.439,,,,-0.05779211058443819
155,310.0,205.0,0.6,0.511,,,,-0.06156742221672435
156,310.0,205.0,0.6,0.583,,,,-0.06446229831038908
157,310.0,205.0,0.6,0.6559999999999999,,,,-0.06697637030668177
158,310.0,205.0,0.6,0.728,,,,-0.06905305016687865
159,310.0,205.0,0.6,0.8,,,,-0.0707749344810757
