had1,z1,pt,conv
300.0,0.25,0.01,-0.003624046338382142
300.0,0.25,0.07263157894736841,-0.02471308456003024
300.0,0.25,0.13526315789473686,-0.03926230010757027
300.0,0.25,0.19789473684210526,-0.04457620171307801
300.0,0.25,0.2605263157894737,-0.04153749635657314
300.0,0.25,0.3231578947368421,-0.033434345507544705
300.0,0.25,0.3857894736842105,-0.024075291956454838
300.0,0.25,0.4484210526315789,-0.015959361324625995
300.0,0.25,0.5110526315789473,-0.00999546375798025
300.0,0.25,0.5736842105263157,-0.006183470762498923
300.0,0.25,0.6363157894736842,-0.003961469909257041
300.0,0.25,0.6989473684210525,-0.0027139325430017664
300.0,0.25,0.7615789473684209,-0.0019938731328388686
300.0,0.25,0.8242105263157894,-0.001541302063529543
300.0,0.25,0.8868421052631578,-0.001225649743955507
300.0,0.25,0.9494736842105262,-0.0009857818367990962
300.0,0.25,1.0121052631578946,-0.0007929372061330884
300.0,0.25,1.0747368421052628,-0.0006322635976334136
300.0,0.25,1.1373684210526314,-0.0004950525421959345
300.0,0.25,1.2,-0.00037496876874914186
300.0,0.35,0.01,-0.008679321807078087
300.0,0.35,0.07263157894736841,-0.05918421543942285
300.0,0.35,0.13526315789473686,-0.09409724013089049
300.0,0.35,0.19789473684210526,-0.10702429095805055
300.0,0.35,0.2605263157894737,-0.10011115788794353
300.0,0.35,0.3231578947368421,-0.08150248060013678
300.0,0.35,0.3857894736842105,-0.059384590656426345
300.0,0.35,0.4484210526315789,-0.039943317850576567
300.0,0.35,0.5110526315789473,-0.02579942926207326
300.0,0.35,0.5736842105263157,-0.016784622641524225
300.0,0.35,0.6363157894736842,-0.011520379691710997
300.0,0.35,0.6989473684210525,-0.008554945026946948
300.0,0.35,0.7615789473684209,-0.006847290348195993
300.0,0.35,0.8242105263157894,-0.005789077815935664
300.0,0.35,0.8868421052631578,-0.005066758043422549
300.0,0.35,0.9494736842105262,-0.004531572828738468
300.0,0.35,1.0121052631578946,-0.004111604455423709
300.0,0.35,1.0747368421052628,-0.003769518577626156
300.0,0.35,1.1373684210526314,-0.003483163732547317
300.0,0.35,1.2,-0.0032383343983091823
300.0,0.45,0.01,-0.020930538906974588
300.0,0.45,0.07263157894736841,-0.14297079253619885
300.0,0.45,0.13526315789473686,-0.2283028495744529
300.0,0.45,0.19789473684210526,-0.2615201152534988
300.0,0.45,0.2605263157894737,-0.24722450450112385
300.0,0.45,0.3231578947368421,-0.19962479874490185
300.0,0.45,0.3857894736842105,-0.14423054078470054
300.0,0.45,0.4484210526315789,-0.09715682577555176
300.0,0.45,0.5110526315789473,-0.06341591851447513
300.0,0.45,0.5736842105263157,-0.041935027392782494
300.0,0.45,0.6363157894736842,-0.02926928663021613
300.0,0.45,0.6989473684210525,-0.022000038874946087
300.0,0.45,0.7615789473684209,-0.01772251616557728
300.0,0.45,0.8242105263157894,-0.015057315876546917
300.0,0.45,0.8868421052631578,-0.013237919309156044
300.0,0.45,0.9494736842105262,-0.011906034599107034
300.0,0.45,1.0121052631578946,-0.01088076106005995
300.0,0.45,1.0747368421052628,-0.010063735994462442
300.0,0.45,1.1373684210526314,-0.00939591270473045
300.0,0.45,1.2,-0.008839169776589563
300.0,0.6,0.01,-0.04792704085016353
300.0,0.6,0.07263157894736841,-0.3279502926544528
300.0,0.6,0.13526315789473686,-0.5264008770330093
300.0,0.6,0.19789473684210526,-0.6091370038439056
300.0,0.6,0.2605263157894737,-0.5841656036742793
300.0,0.6,0.3231578947368421,-0.46781099453742864
300.0,0.6,0.3857894736842105,-0.3338400728513117
300.0,0.6,0.4484210526315789,-0.22471745155372327
300.0,0.6,0.5110526315789473,-0.1478199981083484
300.0,0.6,0.5736842105263157,-0.09887316655043363
300.0,0.6,0.6363157894736842,-0.06974503325023854
300.0,0.6,0.6989473684210525,-0.052690242867461545
300.0,0.6,0.7615789473684209,-0.04236134209023197
300.0,0.6,0.8242105263157894,-0.035864835038066534
300.0,0.6,0.8868421052631578,-0.03141183246663096
300.0,0.6,0.9494736842105262,-0.028145096152099435
300.0,0.6,1.0121052631578946,-0.025642315924125754
300.0,0.6,1.0747368421052628,-0.023664822264142623
300.0,0.6,1.1373684210526314,-0.02206620476388909
300.0,0.6,1.2,-0.02074992393726851
310.0,0.25,0.01,-0.003624046338382142
310.0,0.25,0.07263157894736841,-0.02471308456003024
310.0,0.25,0.13526315789473686,-0.03926230010757027
310.0,0.25,0.19789473684210526,-0.04457620171307801
310.0,0.25,0.2605263157894737,-0.04153749635657314
310.0,0.25,0.3231578947368421,-0.033434345507544705
310.0,0.25,0.3857894736842105,-0.024075291956454838
310.0,0.25,0.4484210526315789,-0.015959361324625995
310.0,0.25,0.5110526315789473,-0.00999546375798025
310.0,0.25,0.5736842105263157,-0.006183470762498923
310.0,0.25,0.6363157894736842,-0.003961469909257041
310.0,0.25,0.6989473684210525,-0.0027139325430017664
310.0,0.25,0.7615789473684209,-0.0019938731328388686
310.0,0.25,0.8242105263157894,-0.001541302063529543
310.0,0.25,0.8868421052631578,-0.001225649743955507
310.0,0.25,0.9494736842105262,-0.0009857818367990962
310.0,0.25,1.0121052631578946,-0.0007929372061330884
310.0,0.25,1.0747368421052628,-0.0006322635976334136
310.0,0.25,1.1373684210526314,-0.0004950525421959345
