NUP,NDO,NST,NSEA,AUP,ADO,AST,ASEA,BUP,BDO,BST,BSEA,PP,MSS,coef,chi_sq
2.79014678646717,-0.24594884410298617,-0.10793308781656871,-2.3182486434156355,0.0,0.0,1.1540572382599001,0.0,8.556921946474835,0.0,0.0,8.63474453687991,2.000057369086603,0.6413139780315309,0.2,2.539
