NUP,NDO,NST,NSEA,AUP,ADO,AST,ASEA,BUP,BDO,BST,BSEA,PP,MSS,coef,chi_sq
0.1430329746101289,-0.1725299568048026,-0.1062656963877654,-0.08738247845747578,0.0,0.0,1.1596201358527172,0.0,3.006664369983747,0.0,0.0,1.9938099448666389,1.429015816667138,0.013848905347012015,0.25,2.002
