z1,max_up,min_up,max_do,min_do,max_st,min_st,max_sea,min_sea,ctr_up,ctr_do,ctr_st,ctr_sea
0.25,0.0054333633451109625,0.0029603617834023503,-0.004310656321079008,-0.009177443463066018,-0.0001169300197669815,-0.0005653846923740334,-0.001822632720053114,-0.003809161371550444,0.0041607885633657546,-0.0067361169884511,-0.00027718974397613656,-0.0027494696590892997
0.26326530612244897,0.004197654829959007,0.002428965246701259,-0.00356428280782521,-0.007588404530242418,-0.00012533505393945218,-0.0005312550167803369,-0.0014775902611109948,-0.0030049243194212416,0.003310060063480334,-0.0055697843170725665,-0.0002771513967765225,-0.002188630353182563
0.27653061224489794,0.0033867418197830366,0.0019570576972414463,-0.00306324588093445,-0.006521690385817818,-0.00013669446100255688,-0.000517885230444312,-0.0012142897095458632,-0.0024194947810308853,0.0026848289356146133,-0.004786830839996165,-0.0002845712042331274,-0.0017776595547467793
0.28979591836734697,0.0027812703516357303,0.0015499743579824882,-0.00269230037484743,-0.005731942571002488,-0.00015074000183804438,-0.0005184523260827976,-0.0009702833297674998,-0.0019759936093113875,0.002186464421297439,-0.004207166830800251,-0.0002981923368889085,-0.0014504709206948317
0.30306122448979594,0.0022882491310477356,0.001216004324663455,-0.00239710066562883,-0.0051034585444705155,-0.00016770414385443988,-0.0005296175345023042,-0.0007700859013719958,-0.00162758715269078,0.0017748593716409797,-0.0037458682191411586,-0.00031749314872072434,-0.0011801870144502434
0.3163265306122449,0.0018836337630535709,0.0009319161163720592,-0.002149268776431892,-0.004575821223831506,-0.00018817629851015474,-0.0005507101282679418,-0.0006001357133091644,-0.001331973727199031,0.0014310007543141467,-0.0033585896994094934,-0.0003421641613965143,-0.0009541110845913606
0.3295918367346939,0.0015431044710936413,0.0007066811488836806,-0.0019329671258430188,-0.004115312191937645,-0.00021232118108448022,-0.0005812325804308448,-0.00045964705028006027,-0.001081101937395394,0.0011439165566564042,-0.0030205824182358895,-0.00037189332037622824,-0.0007649888316593941
0.34285714285714286,0.001252523518770627,0.0005307243638349372,-0.0017390863179939638,-0.0037025374263161353,-0.00024004919687601337,-0.0006178117027719856,-0.0003487624135159455,-0.0008695862288785992,0.0009058980825561716,-0.0027176114304769457,-0.00040629351425602595,-0.0006077930346039402
0.35612244897959183,0.0010075046524868783,0.0003945510077940706,-0.0015623357167124407,-0.003326233093634362,-0.00027122471382758225,-0.0006592066221936538,-0.00026203088858967527,-0.0006929356155056773,0.0007104767679644169,-0.0024414092377413876,-0.0004448369599584489,-0.0004783490046638434
0.3693877551020408,0.0008047968169390276,0.0002903161796195066,-0.0013995766593971248,-0.0029797169403263345,-0.0003057954260280586,-0.000704120749999881,-0.0001928905837393248,-0.0005475442744507941,0.0005518304583155128,-0.0021870711580283773,-0.000486852337651323,-0.0003729189208992119
0.38265306122448983,0.0006421579773538162,0.00021054222332892412,-0.0012490035969664247,-0.0026591449288762173,-0.00034338774517509406,-0.0007511794035429932,-0.0001398285557930189,-0.00043272301317023935,0.00042457656680665155,-0.001951775720792346,-0.0005315153028348625,-0.0002880501343497304
0.39591836734693875,0.0005099897902850875,0.00014940700105325552,-0.0011095904064153165,-0.0023623324300388747,-0.00038347052201515225,-0.0007989419996317381,-0.00010032160190798643,-0.000338884443418741,0.00032354098630242193,-0.0017339194382830455,-0.0005778595384540217,-0.00022040950498099273
0.4091836734693878,0.000401708118329828,0.00010496941620980626,-0.0009807120042757663,-0.002087948632967819,-0.0004247472047556646,-0.0008459435098316627,-7.12825185834717e-05,-0.00026319765639287273,0.0002443709979267891,-0.001532525513684726,-0.0006248091501019784,-0.00016719476025300328
0.42244897959183675,0.00031393404224843856,7.302788474925643e-05,-0.0008620142978523026,-0.0018352396697015774,-0.0004645099633414845,-0.0008907136917554475,-5.016936772290745e-05,-0.00020387076366810492,0.00018299476318808032,-0.0013470406183059321,-0.0006711970499607829,-0.00012576653947560715
0.4357142857142857,0.00024353295030401587,5.032556785986333e-05,-0.0007532093369656122,-0.0016035924905572286,-0.0005039470090024727,-0.0009318263464137645,-3.49868528039822e-05,-0.00015803440589660692,0.00013591968896950062,-0.0011770147821304484,-0.0007158072109553726,-9.385188925972223e-05
0.44897959183673475,0.00018764269779803573,3.436795074952356e-05,-0.0006540597166710881,-0.0013925016573149973,-0.0005420978776421183,-0.0009735052184705207,-2.4186730410894638e-05,-0.0001216853711514048,0.00010018839472915664,-0.0010220770204725576,-0.0007574174879726273,-6.951732104987972e-05
0.46224489795918366,0.00014368982369437308,2.3268953058799674e-05,-0.000564274918385815,-0.001201348652127234,-0.0005779641860472547,-0.0010102587760187237,-1.658264573349543e-05,-9.312756266143106e-05,7.333021571153604e-05,-0.0008817733497585134,-0.0007948243175877587,-5.1139320746636336e-05
0.4755102040816327,0.00010952729960088141,1.5627610468572084e-05,-0.00048354395714298847,-0.0010294713839483695,-0.0006105741207347654,-0.0010426477918362377,-1.1281708392530453e-05,-7.088874379838581e-05,5.332858468999407e-05,-0.0007556178042879646,-0.0008269255165455228,-3.738618011824712e-05
0.48877551020408166,8.362857062951398e-05,1.0416561439503581e-05,-0.0004114671374060829,-0.0008760188957742544,-0.0006389780541438173,-0.001068361139491577,-7.6202684244332865e-06,-5.370732536380953e-05,3.855852989541717e-05,-0.0006429857933505288,-0.0008527043411865811,-2.7179094858689454e-05
