pt,max_up,min_up,max_do,min_do,max_st,min_st,max_sea,min_sea,ctr_up,ctr_do,ctr_st,ctr_sea
0.43061224489795924,0.004077845068354165,0.000735166354648773,-0.0032193362147098278,-0.01563131664431157,-0.0008822650833337293,-0.00291383432083557,-0.0004383458411869645,-0.0026312110394445805,0.002371699431041132,-0.009215233515073711,-0.0019711325230499354,-0.0014012076566339772
0.44897959183673475,0.003404976069979058,0.0005013016034669386,-0.0021723761543719915,-0.013014927596995466,-0.0006029074894860228,-0.0023909994382525523,-0.00029890306006328615,-0.0022027898526625553,0.0018553036878256038,-0.007208778861655782,-0.001541953162927629,-0.001096119389640063
0.46734693877551026,0.0028207414214843278,0.00033526086636504257,-0.0014370908106868822,-0.010771573103565727,-0.00039884106216638937,-0.0019391982605757253,-0.00019990061508468455,-0.0018242402236243102,0.0014316323694317484,-0.0055626047800924035,-0.0011898375854478241,-0.0008458130112432525
0.48571428571428577,0.0023138889669877417,0.00021993433169048267,-0.0009321160546653107,-0.008942102894596038,-0.00025869357353093417,-0.0015571498854455882,-0.00013113671350862654,-0.0014946470890737776,0.001089846292157964,-0.004234595643244773,-0.0009057772850478404,-0.0006438846968291934
0.5040816326530613,0.001878189546338506,0.00014154008004353384,-0.0005928464219633343,-0.007348819223131956,-0.00016453483306624422,-0.0012530625425266687,-8.43938314859288e-05,-0.0012116936027037717,0.0008185893332542104,-0.003180627258309283,-0.000680334125260897,-0.00048362521253006506
0.5224489795918368,0.0015086846842926561,8.936893534902721e-05,-0.00036978164587998097,-0.005979396202246656,-0.00010262685093777387,-0.001000861875925883,-5.328658050499123e-05,-0.0009720508510738403,0.0006067062855529493,-0.0023573560895864027,-0.0005042369516727767,-0.00035844402605079057
0.5408163265306123,0.0011993876802817874,5.536742814185846e-05,-0.0002262139135288822,-0.00481724622509393,-6.278197374705313e-05,-0.0007910239572382737,-3.30130476044389e-05,-0.0007717329635690006,0.0004437540921760417,-0.001724205659937542,-0.0003688064819160994,-0.00026217134577916323
0.5591836734693878,0.0009437535730256545,3.366034941705383e-05,-0.00013573753959602742,-0.0038430672939901533,-3.767173519289005e-05,-0.0006369827055936387,-2.00701162214024e-05,-0.000606405172443716,0.0003203270358705247,-0.0012446300733151728,-0.0002662255723270121,-0.0001892502436919721
0.5775510204081633,0.0007350687516137084,2.0082223472342836e-05,-7.989502439656866e-05,-0.003036177568202117,-2.217355796528016e-05,-0.0005090207910500521,-1.1974105024289845e-05,-0.00047163814937343503,0.0002282257116123059,-0.000886770557485028,-0.00018967965201127944,-0.0001348364849130644
0.5959183673469388,0.0005667571388045544,1.1758806313737187e-05,-4.613260248252916e-05,-0.0023756132487589682,-1.2803349682430543e-05,-0.00040299813890473673,-7.011234684988068e-06,-0.00036310689776575727,0.000160503554613402,-0.0006236362485075093,-0.00013339539252860382,-9.482601660976164e-05
0.6142857142857143,0.0004383450085156864,6.757711221106344e-06,-2.613312358668017e-05,-0.0018409855865373175,-7.252821249378951e-06,-0.0003161235738705707,-4.029311993106176e-06,-0.00027673640793058235,0.00011142445932127833,-0.0004329395194422525,-9.260548480842351e-05,-6.5829929161276e-05
0.6326530612244898,0.0003376948137464671,3.811933342929346e-06,-1.4524264890473192e-05,-0.0014131082834694028,-4.030972290006866e-06,-0.0002457091758449956,-2.2728803041500705e-06,-0.00020968395048266044,7.636186679017785e-05,-0.00029670388452618265,-6.346477010573432e-05,-4.51148366529272e-05
0.6510204081632653,0.00025878372978110903,2.11068041355824e-06,-7.920246675094154e-06,-0.0010744176574268925,-2.198134991208041e-06,-0.0001892425335573732,-1.2585015289499427e-06,-0.00016068589913814728,5.166481711661612e-05,-0.000200743546172794,-4.2938915438911214e-05,-3.052374022395301e-05
0.6693877551020408,0.00019648992628108061,1.1472328028252369e-06,-4.237847687096628e-06,-0.0008092148678152158,-1.1761453488197606e-06,-0.00014443398673425826,-6.840420876332969e-07,-0.00012200597194719204,3.451087688529008e-05,-0.0001340919448499848,-2.868218077604614e-05,-2.038913712923278e-05
0.6877551020408164,0.00014782676779626043,6.089771615549128e-07,-2.2250142324434817e-06,-0.0006037627520042679,-6.17516327572181e-07,-0.00010924260209424792,-3.649913053493847e-07,-9.178968523299419e-05,2.276033007156021e-05,-8.843521811594354e-05,-1.8916236287036378e-05,-1.34468762552204e-05
0.7061224489795919,0.00011031125048888885,3.137520076261153e-07,-1.146352813368803e-06,-0.00044627007967824075,-3.181514837485528e-07,-8.188491633148028e-05,-1.9119215908074347e-07,-6.842792742948578e-05,1.482107910515297e-05,-5.758727396557513e-05,-1.2317880869937346e-05,-8.75634123359455e-06
0.7244897959183674,8.207102283101119e-05,1.586302450102717e-07,-5.79585861549628e-07,-0.00032814625538886465,-1.6085458129579673e-07,-6.0830436765175e-05,-9.83244249335053e-08,-5.0549343690007714e-05,9.529622957115647e-06,-3.702733141942764e-05,-7.920122380316995e-06,-5.630131911986697e-06
0.7428571428571429,6.051966615914936e-05,7.870714701142806e-08,-2.8757157632693505e-07,-0.00024197702358846513,-7.981079003370502e-08,-4.4787604200140755e-05,-4.9644512614805116e-08,-3.700453966969461e-05,6.050356347677733e-06,-2.3508647792179638e-05,-5.028484645591825e-06,-3.574570001902992e-06
