had1,z1,pt,conv
300.0,0.25,0.01,-0.21013323692177585
300.0,0.25,0.07263157894736841,-0.11291262818042953
300.0,0.25,0.13526315789473686,-0.019850350700409018
300.0,0.25,0.19789473684210526,-0.0037357543001115857
300.0,0.25,0.2605263157894737,-0.008365353973539243
300.0,0.25,0.3231578947368421,-0.03602713893351518
300.0,0.25,0.3857894736842105,-0.0931550708340263
300.0,0.25,0.4484210526315789,-0.18297127737083949
300.0,0.25,0.5110526315789473,-0.30776677894696136
300.0,0.25,0.5736842105263157,-0.47180786403973984
300.0,0.25,0.6363157894736842,-0.6829861533358395
300.0,0.25,0.6989473684210525,-0.9544735389405629
300.0,0.25,0.7615789473684209,-1.3061412658254554
300.0,0.25,0.8242105263157894,-1.7661319149878636
300.0,0.25,0.8868421052631578,-2.3711143387266227
300.0,0.25,0.9494736842105262,-3.1634689123909285
300.0,0.25,1.0121052631578946,-4.172434779892711
300.0,0.25,1.0747368421052628,-5.364587490097357
300.0,0.25,1.1373684210526314,-6.570205370445441
300.0,0.25,1.2,-7.451217745798023
300.0,0.35,0.01,-3.1314736071439957
300.0,0.35,0.07263157894736841,-1.0270285045511314
300.0,0.35,0.13526315789473686,-0.12528367364250625
300.0,0.35,0.19789473684210526,-0.023926693137704503
300.0,0.35,0.2605263157894737,-0.018893063931419592
300.0,0.35,0.3231578947368421,-0.05096155808640028
300.0,0.35,0.3857894736842105,-0.1121885563264875
300.0,0.35,0.4484210526315789,-0.1968673852848513
300.0,0.35,0.5110526315789473,-0.29871099318616934
300.0,0.35,0.5736842105263157,-0.41203071530133445
300.0,0.35,0.6363157894736842,-0.5325313466884395
300.0,0.35,0.6989473684210525,-0.6574045025382593
300.0,0.35,0.7615789473684209,-0.7851582495445089
300.0,0.35,0.8242105263157894,-0.9153150388176531
300.0,0.35,0.8868421052631578,-1.0481352471869307
300.0,0.35,0.9494736842105262,-1.1844268706002365
300.0,0.35,1.0121052631578946,-1.3253978895853726
300.0,0.35,1.0747368421052628,-1.4727683449044842
300.0,0.35,1.1373684210526314,-1.6282982785277953
300.0,0.35,1.2,-1.7940302310026008
300.0,0.45,0.01,-16.998462551229643
300.0,0.45,0.07263157894736841,-5.4755157061906
300.0,0.45,0.13526315789473686,-0.6302438892252255
300.0,0.45,0.19789473684210526,-0.12352235184590266
300.0,0.45,0.2605263157894737,-0.06622691758413245
300.0,0.45,0.3231578947368421,-0.11751531455295455
300.0,0.45,0.3857894736842105,-0.22127570103631497
300.0,0.45,0.4484210526315789,-0.3547239758907103
300.0,0.45,0.5110526315789473,-0.50414940625031
300.0,0.45,0.5736842105263157,-0.6604439454174964
300.0,0.45,0.6363157894736842,-0.8177532375899914
300.0,0.45,0.6989473684210525,-0.9724959746046651
300.0,0.45,0.7615789473684209,-1.1226993494010065
300.0,0.45,0.8242105263157894,-1.2675511195164875
300.0,0.45,0.8868421052631578,-1.4069860028071703
300.0,0.45,0.9494736842105262,-1.5414308533025267
300.0,0.45,1.0121052631578946,-1.671622072490861
300.0,0.45,1.0747368421052628,-1.7985010412213986
300.0,0.45,1.1373684210526314,-1.923059783050273
300.0,0.45,1.2,-2.0463738655164025
300.0,0.6,0.01,-71.18513418322893
300.0,0.6,0.07263157894736841,-24.93228337047
300.0,0.6,0.13526315789473686,-3.0320564513783315
300.0,0.6,0.19789473684210526,-0.6248481982481878
300.0,0.6,0.2605263157894737,-0.2712146037220807
300.0,0.6,0.3231578947368421,-0.3224728075058562
300.0,0.6,0.3857894736842105,-0.49436761361298
300.0,0.6,0.4484210526315789,-0.7010556645679119
300.0,0.6,0.5110526315789473,-0.9240561223274264
300.0,0.6,0.5736842105263157,-1.1386638357562842
300.0,0.6,0.6363157894736842,-1.338697804000397
300.0,0.6,0.6989473684210525,-1.5224783276856961
300.0,0.6,0.7615789473684209,-1.690310673966685
300.0,0.6,0.8242105263157894,-1.8433447277598127
300.0,0.6,0.8868421052631578,-1.9831539869955053
300.0,0.6,0.9494736842105262,-2.1112091815716214
300.0,0.6,1.0121052631578946,-2.2290780139962028
300.0,0.6,1.0747368421052628,-2.3382092531892056
300.0,0.6,1.1373684210526314,-2.4399300237923143
300.0,0.6,1.2,-2.5354232067141136
310.0,0.25,0.01,-0.21013323692177585
310.0,0.25,0.07263157894736841,-0.11291262818042953
310.0,0.25,0.13526315789473686,-0.019850350700409018
310.0,0.25,0.19789473684210526,-0.0037357543001115857
310.0,0.25,0.2605263157894737,-0.008365353973539243
310.0,0.25,0.3231578947368421,-0.03602713893351518
310.0,0.25,0.3857894736842105,-0.0931550708340263
310.0,0.25,0.4484210526315789,-0.18297127737083949
310.0,0.25,0.5110526315789473,-0.30776677894696136
310.0,0.25,0.5736842105263157,-0.47180786403973984
310.0,0.25,0.6363157894736842,-0.6829861533358395
310.0,0.25,0.6989473684210525,-0.9544735389405629
310.0,0.25,0.7615789473684209,-1.3061412658254554
310.0,0.25,0.8242105263157894,-1.7661319149878636
310.0,0.25,0.8868421052631578,-2.3711143387266227
310.0,0.25,0.9494736842105262,-3.1634689123909285
310.0,0.25,1.0121052631578946,-4.172434779892711
310.0,0.25,1.0747368421052628,-5.364587490097357
310.0,0.25,1.1373684210526314,-6.570205370445441
310.0,0.25,1.2,-7.451217745798023
310.0,0.35,0.01,-3.1314736071439957
310.0,0.35,0.07263157894736841,-1.0270285045511314
310.0,0.35,0.13526315789473686,-0.12528367364250625
310.0,0.35,0.19789473684210526,-0.023926693137704503
310.0,0.35,0.2605263157894737,-0.018893063931419592
310.0,0.35,0.3231578947368421,-0.05096155808640028
310.0,0.35,0.3857894736842105,-0.1121885563264875
310.0,0.35,0.4484210526315789,-0.1968673852848513
310.0,0.35,0.5110526315789473,-0.29871099318616934
310.0,0.35,0.5736842105263157,-0.41203071530133445
310.0,0.35,0.6363157894736842,-0.5325313466884395
310.0,0.35,0.6989473684210525,-0.6574045025382593
310.0,0.35,0.7615789473684209,-0.7851582495445089
310.0,0.35,0.8242105263157894,-0.9153150388176531
310.0,0.35,0.8868421052631578,-1.0481352471869307
310.0,0.35,0.9494736842105262,-1.1844268706002365
310.0,0.35,1.0121052631578946,-1.3253978895853726
310.0,0.35,1.0747368421052628,-1.4727683449044842
310.0,0.35,1.1373684210526314,-1.6282982785277953
310.0,0.35,1.2,-1.7940302310026008
310.0,0.45,0.01,-16.998462551229643
310.0,0.45,0.07263157894736841,-5.4755157061906
310.0,0.45,0.13526315789473686,-0.6302438892252255
310.0,0.45,0.19789473684210526,-0.12352235184590266
310.0,0.45,0.2605263157894737,-0.06622691758413245
310.0,0.45,0.3231578947368421,-0.11751531455295455
310.0,0.45,0.3857894736842105,-0.22127570103631497
310.0,0.45,0.4484210526315789,-0.3547239758907103
310.0,0.45,0.5110526315789473,-0.50414940625031
310.0,0.45,0.5736842105263157,-0.6604439454174964
310.0,0.45,0.6363157894736842,-0.8177532375899914
310.0,0.45,0.6989473684210525,-0.9724959746046651
310.0,0.45,0.7615789473684209,-1.1226993494010065
310.0,0.45,0.8242105263157894,-1.2675511195164875
310.0,0.45,0.8868421052631578,-1.4069860028071703
