had1,had2,z1,z2,mins,maxx,fit_line,conv
300.0,100.0,0.25,0.15,-0.024187513212390214,-0.01583248064013544,-0.019968527147016284,-0.013129600491310404
300.0,100.0,0.25,0.20357142857142854,-0.03464140621280388,-0.024035920264950487,-0.02935963866816464,-0.024263225602877796
300.0,100.0,0.25,0.2571428571428571,-0.04460391581131266,-0.03193106389964915,-0.03831414191305173,-0.03584639083215313
300.0,100.0,0.25,0.3107142857142857,-0.05362148628157359,-0.03916746939555263,-0.04650992977528313,-0.04635046579734859
300.0,100.0,0.25,0.3642857142857143,-0.061877438607219136,-0.04575920540125325,-0.05407423108234154,-0.05568331939807949
300.0,100.0,0.25,0.4178571428571428,-0.07015597672560943,-0.052025167828997625,-0.06151221520391836,-0.0643979529474149
300.0,100.0,0.25,0.4714285714285714,-0.0786542574760176,-0.05843998410462314,-0.06909412291195881,-0.0729048778992284
300.0,100.0,0.25,0.525,-0.08776891779149255,-0.0653341325224995,-0.07723234677733254,-0.0818066728027324
300.0,100.0,0.25,0.5785714285714285,-0.09760434945643293,-0.07271769173185383,-0.08602088791467223,-0.09131148591122813
300.0,100.0,0.25,0.6321428571428571,-0.10808144771380168,-0.08059466351050182,-0.09538932199559194,-0.10145896785507653
300.0,100.0,0.25,0.6857142857142857,-0.11924537759390574,-0.08879900850060922,-0.10517299614238787,-0.11214333354934583
300.0,100.0,0.25,0.7392857142857143,-0.1305296959612759,-0.0969847697615054,-0.11502301158409378,-0.12313361188529037
300.0,100.0,0.25,0.7928571428571428,-0.14174431809341756,-0.10502311627799436,-0.12469422697235448,-0.1343174185276229
300.0,100.0,0.25,0.8464285714285714,-0.15253251045293015,-0.11274837046570355,-0.13398890199461838,-0.14561723158458084
300.0,100.0,0.25,0.9,-0.16292762769944835,-0.12019399818682573,-0.14294565483522,-0.15781375821222182
300.0,100.0,0.35,0.15,-0.015521384900578824,-0.010627864645732251,-0.013058878803091098,-0.008896688015464236
300.0,100.0,0.35,0.20357142857142854,-0.02258970378330216,-0.015808623393309112,-0.019214445867661984,-0.016828192406546472
300.0,100.0,0.35,0.2571428571428571,-0.029887222036340932,-0.0212196809649269,-0.025627600491035782,-0.025124007884184937
300.0,100.0,0.35,0.3107142857142857,-0.037260322866174235,-0.026630958118316,-0.03204985057885544,-0.03264109850820638
300.0,100.0,0.35,0.3642857142857143,-0.0446623961713736,-0.03180781133695567,-0.03840790517031666,-0.039264284767468814
300.0,100.0,0.35,0.4178571428571428,-0.05217860322765271,-0.03703286930523098,-0.044859663499602416,-0.04529439647377414
300.0,100.0,0.35,0.4714285714285714,-0.05991870050444144,-0.04239103801400765,-0.051501755869516434,-0.05101877205463224
300.0,100.0,0.35,0.525,-0.06814748510312878,-0.0479116761801174,-0.05856224765347806,-0.056939610864761896
300.0,100.0,0.35,0.5785714285714285,-0.0769498442176287,-0.05366696463873604,-0.06611596322031743,-0.06315715190800567
300.0,100.0,0.35,0.6321428571428571,-0.0863604638899425,-0.059761960999324015,-0.07414578282628348,-0.0696804787467723
300.0,100.0,0.35,0.6857142857142857,-0.09650512653163314,-0.06613503289557404,-0.08256743752863238,-0.07667129631204937
300.0,100.0,0.35,0.7392857142857143,-0.10685739417539364,-0.07260829308433155,-0.0911478805368676,-0.0839260893774488
300.0,100.0,0.35,0.7928571428571428,-0.11719875507205453,-0.07904681321329379,-0.09970772497965473,-0.09138768518383236
300.0,100.0,0.35,0.8464285714285714,-0.12735420819783258,-0.08512397111609185,-0.1080824539746632,-0.09910128152583408
300.0,100.0,0.35,0.9,-0.1376069105257662,-0.09095574458207932,-0.11627271292887313,-0.10730975882656608
300.0,100.0,0.45,0.15,-0.01676019607866143,-0.012098520679984223,-0.014521251632870475,-0.010633994167254275
300.0,100.0,0.45,0.20357142857142854,-0.023602727168411743,-0.01691316330852017,-0.02043185322177803,-0.018931892238753897
300.0,100.0,0.45,0.2571428571428571,-0.0307514510325194,-0.02172134039884997,-0.026502182428578814,-0.02709705283253667
300.0,100.0,0.45,0.3107142857142857,-0.03801892107223051,-0.02647985044282197,-0.032615612984579434,-0.03416865500563619
300.0,100.0,0.45,0.3642857142857143,-0.04536613174192222,-0.03116232228616852,-0.03874007073876387,-0.040144833351196306
300.0,100.0,0.45,0.4178571428571428,-0.052913918725490505,-0.035789569657904134,-0.044977787681057736,-0.045386263839031236
300.0,100.0,0.45,0.4714285714285714,-0.06084267823581024,-0.0404316742410208,-0.05140750826914235,-0.05039155793394369
300.0,100.0,0.45,0.525,-0.06935182807909032,-0.045218750305439384,-0.058217399590597664,-0.05539677079836676
300.0,100.0,0.45,0.5785714285714285,-0.07857038137267522,-0.05021286617830867,-0.06552239916199662,-0.06071284405751835
300.0,100.0,0.45,0.6321428571428571,-0.08875357998096976,-0.05548614038087017,-0.07338860079310851,-0.06640946621140377
300.0,100.0,0.45,0.6857142857142857,-0.09979622067513284,-0.061057031532097565,-0.08183230122311701,-0.07257194559719894
300.0,100.0,0.45,0.7392857142857143,-0.11153591785921443,-0.0668584947917546,-0.0907384070506714,-0.07908389206029391
300.0,100.0,0.45,0.7928571428571428,-0.12383296924989612,-0.07283249421132597,-0.10000578540084057,-0.08598543696186381
