	NUP NDO  NST  NSEA  AST   BUP  BSEA   PP
  0.1712950848333298     -0.1325574131038803     -0.1219653075740127     -0.1173187038497230       2.246100879769410       4.754048327208372       5.085716750647865      0.1015223828205772    
  0.6659776103143503E-01 -0.1044473168029203     -0.1206482125948297     -0.2830252350939113E-01   2.369431268615615       2.369878753811572       1.061665584290033      0.5336964878909272E-01
  0.6798004664380122E-01 -0.1110820045822945     -0.1103204401792373     -0.4550552374574089E-01   1.944833058394378       3.300187432686276       2.952538963620850      0.5127718781861484E-01
  0.8217950823890127E-01 -0.9174401024044822E-01 -0.1358463436761312     -0.4500025495608856E-01   2.412555380912115       3.451825392621807       2.056795355883219      0.4933388418917266E-01
  0.6229246954566808E-01 -0.9367108606175294E-01 -0.1334743992893820     -0.4352825523650351E-01   2.381707896255726       2.219431089244702       1.500181025192096      0.6347673441144601E-01
  0.3551920666142998E-01 -0.8903217938256121E-01 -0.9758273722937555E-01 -0.1080950443601139E-01   2.177574620178034       1.859460958383246     -0.3314052951400948E-01  0.4996750585710876E-01
  0.4494124550793519E-01 -0.9993987104430624E-01 -0.9787264213229149E-01 -0.3014737426877226E-01   2.072661234631934       1.427554089405982      0.9795244560020644      0.6207237608216096E-01
  0.8411204319278266E-01 -0.8133143382474775E-01 -0.9392200882522517E-01 -0.4756361277012502E-01   1.878535353134973       3.223054028357911       1.794177909367979      0.5589595528057022E-01
  0.1140823775123322     -0.9857520936891083E-01 -0.1507268593101581     -0.6700354284092916E-01   2.565134489004909       4.008203610324877       2.497483713391482      0.7580362959761577E-01
  0.8090835399367723E-01 -0.8294926623086918E-01 -0.1166695307038671     -0.5605082725360656E-01   2.077383591234441       2.932479847644182       1.863310326871933      0.6713271294978986E-01
  0.3346810876527500E-01 -0.8830956660957261E-01 -0.1088983636680853     -0.1305421173628370E-01   2.283358111885605       1.939256021054478      0.4267027289488385      0.4522457625227419E-01
  0.1115117342015449     -0.1247018127688194     -0.1180809302874291     -0.8616032352134739E-01   2.235682331525646       3.152458075112163       3.502101737208211      0.9225420345113979E-01
  0.6850539337128950E-01 -0.1093229144912788     -0.1056076117103942     -0.5133410015870179E-01   2.092578982069107       1.930222811303810       1.891808352527576      0.7324272258644775E-01
  0.7901123881376114E-01 -0.9118463381390449E-01 -0.1600982293947754     -0.4940736621177814E-01   2.701161040004964       2.649552860011013       1.332785243824335      0.6516809094156793E-01
  0.7544707736940492E-01 -0.7775343794404847E-01 -0.1421412445662138     -0.3695877399124504E-01   2.470475179698190       3.508470898556476       1.934758022779560      0.4750896210890271E-01
  0.8510610892205245E-01 -0.1124833372782230     -0.8006769180515257E-01 -0.5687573131841752E-01   1.756365811441160       3.494924217405237       2.816171786543529      0.6655401497435814E-01
  0.8843581698888674E-01 -0.9985509187206543E-01 -0.8171275218859911E-01 -0.4872525809424830E-01   1.576515592194772       3.409459965998249       2.413572531063797      0.5709255900309979E-01
  0.5052395589702556E-01 -0.7233461317804835E-01 -0.1170390897808192     -0.3143196588140255E-01   2.086054854611021       2.689056137412527       1.238156507503730      0.4796445121424592E-01
  0.1085349299725935     -0.1236545005559556     -0.8546854092120702E-01 -0.7485002141719228E-01   1.797222277939126       3.543488430251746       3.489815173003473      0.8494230152243251E-01
  0.7988455283917467E-01 -0.9190996962747193E-01 -0.9283522092045859E-01 -0.4092170116661052E-01   1.930568336579212       3.863978381191620       2.090754663645469      0.5386165319424399E-01
  0.5644680525618763E-01 -0.6476249971875897E-01 -0.1579343430688003     -0.1850795230643871E-01   2.783801497255928       3.458617036781391      0.9731792467963702      0.3842360650492491E-01
  0.9650609208074908E-01 -0.9949399735694452E-01 -0.1286036285108346     -0.6194993226326546E-01   2.365621133154677       3.695385443591535       2.722440843782508      0.7245505106599186E-01
  0.7535956879971402E-01 -0.7417571666845264E-01 -0.1002193803359266     -0.2914270713073287E-01   1.984541151618395       3.362118028391196       1.124383379584669      0.4963252630029889E-01
  0.1260794396989421     -0.1041264769424996     -0.1347356825070927     -0.6939044958227811E-01   2.396201491267263       4.387403804300583       2.715935461427728      0.7213313876950710E-01
  0.8886710607057102E-01 -0.1013950950820854     -0.1044206684636080     -0.4831556972798048E-01   2.159355074447395       3.535418668026222       2.036506879594192      0.6432511818073307E-01
  0.1553128978799880     -0.1403461228278450     -0.8182446454316845E-01 -0.1066570171196747       1.709565991130060       4.164593462354073       4.456383721821547      0.1066757458001898    
  0.1333187175297871     -0.1072997820271407     -0.1175265512392333     -0.7947376722266056E-01   2.114355964848827       5.062113441076892       3.790496919158740      0.7607815340325766E-01
  0.1254067346174058     -0.1202064762628230     -0.1069293146454973     -0.7741142545506845E-01   2.032392176236941       4.090753915999509       3.430043519287574      0.8150778088441203E-01
  0.8111645448978244E-01 -0.1047306743885550     -0.6947757514796613E-01 -0.4943104425176381E-01   1.704100522250056       3.111743893984239       2.316323904899074      0.5666593668865549E-01
