NUP,NDO,NST,NSEA,AST,BUP,BSEA,PP,MSS,chi
0.0908411719502186,-0.09952711051837868,-0.1211528345185477,-0.0483458346729481,2.451649219137901,3.2078641526979172,1.711929529121508,4.575191341192034,0.4909249852693696,120.0221778727524
0.125863897277163,-0.0914227869581678,-0.1061193354374009,-0.06587659678703922,2.06767141413544,4.780933032389263,3.052622077294246,4.564107450933375,0.4906351734942602,120.03730370174537
0.1162553824422528,-0.09583344188340208,-0.0935627810329519,-0.058519759002589024,2.067774336990766,3.71137649398856,1.7727996629375242,2.598038836567541,0.3053238894920465,119.00515522498888
0.06129799807445833,-0.09812502673809384,-0.1333432164829401,-0.02651348978148373,2.419016371042854,2.9751426379950963,1.087069866138225,3.5265444631841785,0.3374792832157213,125.22933320040556
0.08703086771325616,-0.1036820301148412,-0.12375104679717,-0.050987134489972635,2.187474087596723,3.3665422647840666,2.3473936948332264,4.5400252752596275,0.4855866609328754,115.36605209556342
0.127310243966703,-0.09674355690439246,-0.1195332366470853,-0.07449603193145471,2.0415741872724382,4.775217782898121,3.411687312407533,3.611619935793025,0.4069378588675122,111.69733307542863
0.096499256749906,-0.1021026512434171,-0.1585467247142534,-0.05987740611066592,2.493915563146985,2.943217450941613,1.911751539912324,0.2660389837489459,0.07202793668642443,265307.850718422
0.1439074772502745,-0.1294078743340734,-0.09698291623523593,-0.08699630375900637,1.994237872027936,4.109617593911107,3.0214293358606814,4.128706711230465,0.5577815176300298,120.52639331686683
0.129121478778585,-0.0955410171888576,-0.1052202398378838,-0.07767771391266383,1.8852900030960411,4.708734810479377,3.58608178898062,5.579930235483185,0.6103917684349117,130.74834386322428
0.09924993122853926,-0.1071144654621949,-0.1258027636281448,-0.05913385809154498,2.164054344889045,3.5373702659756203,2.555330122162727,3.1262059409628926,0.3523302618790676,107.15684701662164
0.1242432148139911,-0.1131614674337159,-0.1033125649851893,-0.06618183410841412,1.983148687610369,4.559074358783636,3.255871354053869,3.4140496006913845,0.3789342285575353,110.08562210846532
0.09213980674436144,-0.1058364675306199,-0.08558180204167304,-0.07047563820520591,1.764473526494464,2.710519250502813,2.614732190286889,3.954516979458374,0.4670766006531236,117.29149482790359
0.07620022125733088,-0.1058860420794092,-0.1444543542739422,-0.04482520182029423,2.4716353569178215,2.637970805899949,1.535807356595038,3.4470186247957986,0.3920524073203985,112.12294928119707
0.1477006439098821,-0.1233728167812332,-0.1382011962794926,-0.08682646029732133,2.263849720622619,4.207505626339064,3.131112459868989,0.9499117116348876,0.1953029132458068,1949.0150355445812
0.1235550071600887,-0.1056500657201968,-0.0891280047684521,-0.07781891525572,1.906185276369982,3.7012364764743,2.7483370615185647,4.228737957296682,0.4917055319794472,112.17617364049339
0.1073601400524492,-0.09297674941643222,-0.1149540816562748,-0.05802139824677311,2.188557768611191,4.293587891307267,2.647135238634856,4.9039692093725975,0.5390528945499388,131.70526873532071
0.06363170417319422,-0.1062573412615708,-0.1055747826190856,-0.03160293451595494,1.994348142988611,3.138611427977657,1.742776043132211,3.35561876427217,0.3486198950235246,125.07120802704921
0.1093275691584624,-0.09857124825765452,-0.114646441834779,-0.06408680864126544,2.159019945912366,4.170338508432262,2.717446299742161,3.963719152176888,0.4381696603858081,109.10288267507246
0.08233720072326509,-0.09588078617076297,-0.1106287347822955,-0.03285008752881821,2.025258500190991,3.262755840493186,1.1313763353297819,2.65840679191623,0.2573393107918728,125.57930935216905
0.08110391369884827,-0.1211541371795527,-0.1405410880013336,-0.05427950574856355,2.3402189213985647,2.0483947180612216,1.455628752070987,2.204153612279008,0.3022390903624478,121.2735351449519
0.07341756300507643,-0.07992938678736497,-0.1288543910585946,-0.02420471515833637,2.373830511593733,3.214365505225081,0.9039241341087384,3.7599205164396463,0.3608463184378536,231.13987185774482
0.08889245944027363,-0.09075969299504352,-0.1546033745588067,-0.06341824482101367,2.673237302088061,3.4933885154242987,2.7462304318251545,3.978613852328602,0.4210368385058281,119.7181507553274
0.1561606205587153,-0.1209817302194305,-0.1213709242169652,-0.1005094436101847,2.249994759100715,4.8587107012123205,3.9662832855707886,4.271605334397841,0.5418979145278582,116.4682558296168
0.152678999660548,-0.1108330103236332,-0.1085526285548196,-0.09599704497838643,2.07498872605516,4.819046555502412,3.5935856026097763,3.66743919731959,0.4775450667901326,113.56858093724796
0.1211021875743797,-0.1316275861557931,-0.1325031589593981,-0.08774431201000624,2.393826803340041,3.8424271073597165,3.911370411094626,4.300939209364511,0.5253543850159137,124.02617827606325
0.08948182908927045,-0.1024732273837459,-0.1120525370061807,-0.04547997594079011,2.132681948152154,3.5853733669032373,1.932878683897935,3.0895710199926816,0.3451552015660242,110.04655655974949
