NUP NDO  NST  NSEA  AST   BUP  BSEA   PP  MSS
  0.9084117195021860E-01 -0.9952711051837869E-01 -0.1211528345185477     -0.4834583467294810E-01   2.451649219137901       3.207864152697917       1.711929529121508       4.575191341192034      0.4909249852693696    
  0.1258638972771630     -0.9142278695816780E-01 -0.1061193354374009     -0.6587659678703922E-01   2.067671414135440       4.780933032389263       3.052622077294246       4.564107450933375      0.4906351734942602    
  0.1162553824422528     -0.9583344188340207E-01 -0.9356278103295190E-01 -0.5851975900258902E-01   2.067774336990766       3.711376493988560       1.772799662937524       2.598038836567541      0.3053238894920465    
  0.6129799807445832E-01 -0.9812502673809384E-01 -0.1333432164829401     -0.2651348978148373E-01   2.419016371042854       2.975142637995096       1.087069866138225       3.526544463184178      0.3374792832157213    
  0.8703086771325616E-01 -0.1036820301148412     -0.1237510467971700     -0.5098713448997264E-01   2.187474087596723       3.366542264784067       2.347393694833226       4.540025275259627      0.4855866609328754    
  0.1273102439667030     -0.9674355690439246E-01 -0.1195332366470853     -0.7449603193145471E-01   2.041574187272438       4.775217782898121       3.411687312407533       3.611619935793025      0.4069378588675122    
  0.9649925674990600E-01 -0.1021026512434171     -0.1585467247142534     -0.5987740611066592E-01   2.493915563146985       2.943217450941613       1.911751539912324      0.2660389837489459      0.7202793668642443E-01
  0.1439074772502745     -0.1294078743340734     -0.9698291623523592E-01 -0.8699630375900638E-01   1.994237872027936       4.109617593911107       3.021429335860682       4.128706711230465      0.5577815176300298    
  0.1291214787785850     -0.9554101718885759E-01 -0.1052202398378838     -0.7767771391266383E-01   1.885290003096041       4.708734810479377       3.586081788980620       5.579930235483185      0.6103917684349117    
  0.9924993122853926E-01 -0.1071144654621949     -0.1258027636281448     -0.5913385809154498E-01   2.164054344889045       3.537370265975620       2.555330122162727       3.126205940962893      0.3523302618790676    
  0.1242432148139911     -0.1131614674337159     -0.1033125649851893     -0.6618183410841413E-01   1.983148687610369       4.559074358783636       3.255871354053869       3.414049600691385      0.3789342285575353    
  0.9213980674436144E-01 -0.1058364675306199     -0.8558180204167304E-01 -0.7047563820520591E-01   1.764473526494464       2.710519250502813       2.614732190286889       3.954516979458374      0.4670766006531236    
  0.7620022125733088E-01 -0.1058860420794092     -0.1444543542739422     -0.4482520182029423E-01   2.471635356917822       2.637970805899949       1.535807356595038       3.447018624795799      0.3920524073203985    
  0.1477006439098821     -0.1233728167812332     -0.1382011962794926     -0.8682646029732133E-01   2.263849720622619       4.207505626339065       3.131112459868989      0.9499117116348876      0.1953029132458068    
  0.1235550071600887     -0.1056500657201968     -0.8912800476845210E-01 -0.7781891525572000E-01   1.906185276369982       3.701236476474300       2.748337061518565       4.228737957296682      0.4917055319794472    
  0.1073601400524492     -0.9297674941643222E-01 -0.1149540816562748     -0.5802139824677311E-01   2.188557768611191       4.293587891307266       2.647135238634856       4.903969209372598      0.5390528945499388    
