	NUP NDO  NST  NSEA  AST   BUP  BSEA   PP
  0.6259054869154612E-01 -0.6241546868875761E-01 -0.1217215040138170     -0.2036406359982483E-01   2.343489341474676       3.706220418183866       1.051772510590901      0.3037239647230104E-01
  0.5395574034062363E-01 -0.7632413015013190E-01 -0.1139174917664649     -0.2777056071762811E-01   2.275214001165056       2.487160170021178       1.029549802792093      0.4798009444827340E-01
  0.3966187064608090E-01 -0.8198845872281055E-01 -0.1244986887828406     -0.9282699989022161E-02   2.340156189199051       2.499044778007753      0.3527649454221602      0.3109742924017049E-01
  0.1491181725274012     -0.1081896546522435     -0.1318381999137868     -0.8998925063548747E-01   2.366122181165631       5.299178338326355       4.194253488142880      0.8226733975874079E-01
  0.1068815518164814     -0.1011793705970532     -0.9451696840939502E-01 -0.5954821566240931E-01   1.981995524894270       3.031773927558975       1.790120327387013      0.7117587183623095E-01
  0.1703547393198422     -0.1463554193821317     -0.1268452198876915     -0.1170263704366386       2.219728884803212       4.556227490623165       4.689708140779736      0.1135622949696450    
  0.9065054962033263E-01 -0.1191225549929518     -0.9510690419421505E-01 -0.5771731058101066E-01   1.876390605434722       3.065144421744344       2.332392595231193      0.6973109176414513E-01
  0.8964677518113327E-01 -0.1076678133180285     -0.1412125039732674     -0.5234473191810599E-01   2.373270906953587       3.433330544518192       2.656243346042950      0.6132553612619960E-01
  0.1324220854237844     -0.1182786446770693     -0.1230378384539241     -0.8617444649279324E-01   2.285229348484361       4.017367624364326       3.195717857537074      0.9475016956755468E-01
  0.8377703691669047E-01 -0.9703228907001092E-01 -0.1624234033181371     -0.4872620836336651E-01   2.888242490269019       2.925329397576804       1.855779891612003      0.5897716616127816E-01
  0.2297559605438464E-01 -0.8754497823769608E-01 -0.1048034314396241      0.2709045928683609E-02   2.047680263081687       1.833830891715087     -0.2273914809826261E-01  0.3082277779863341E-01
  0.9737447095668431E-01 -0.1147878079465520     -0.9635284099398109E-01 -0.6120010675007261E-01   2.130891132561668       3.473455182882031       2.897625215007085      0.7026470553331958E-01
  0.1476732657844403     -0.9317277490480562E-01 -0.1433882435797300     -0.9519028358006300E-01   2.413053397826572       5.244307811003667       3.863541609229014      0.7824826392097504E-01
  0.1194137502029106     -0.9976737126936461E-01 -0.1252474137301758     -0.5943800411570622E-01   2.372867897777239       4.083004955724643       2.523801413016483      0.6034510654551363E-01
  0.1241501635204973     -0.9587428926401458E-01 -0.1315577821150530     -0.8152524539589484E-01   2.214714710085310       4.537682060204729       4.055619212215108      0.7501781333936600E-01
  0.9706721222363753E-01 -0.9431659108814036E-01 -0.1563486518874497     -0.5475865468410387E-01   2.619883957869281       3.389461763823328       2.035784892078448      0.6803738428024154E-01
  0.6970370625966249E-01 -0.8349886819636468E-01 -0.1417466585077364     -0.1765318757486811E-01   2.529745846533454       3.609243967585583      0.7955524318979448      0.4616033392823299E-01
  0.1268013413793099     -0.1226611851129843     -0.1504500823391139     -0.9225288006895919E-01   2.647274733032345       3.830774971203782       3.406533128138638      0.9371820222708732E-01
  0.6751975984325242E-01 -0.8965821438285895E-01 -0.1246743791935218     -0.4237967864694755E-01   2.371812676003026       2.525686542463511       1.256443514768751      0.7020315296777263E-01
  0.1312722454379891     -0.9581837153139702E-01 -0.1416977319295629     -0.6617750704884183E-01   2.221084299752153       5.491246306918461       3.567409530683826      0.6154208947971575E-01
  0.8292756068906543E-01 -0.1017436122082539     -0.6318712900165945E-01 -0.5131391092690166E-01   1.666571569950242       3.496535246511121       2.556700924814594      0.5915236546016551E-01
  0.1289266353347004     -0.9877125883637281E-01 -0.1345270924591289     -0.7805148915598303E-01   2.545872394137903       4.086333115236680       2.815963011070601      0.7924880748292813E-01
  0.1009304816484446     -0.9153827156951154E-01 -0.1693787393225757     -0.5535392639675676E-01   2.883417933164045       4.108124603452129       2.664303013690352      0.5820566365862359E-01
  0.1067466091881373     -0.9886247794931591E-01 -0.9785295170237043E-01 -0.5825274191987648E-01   1.884460411330132       4.363290320247579       2.931854990359057      0.6293132218860933E-01
  0.1151566498874791     -0.1123794912955543     -0.7765359387729409E-01 -0.6531770021829643E-01   1.775897426515624       4.221127688214378       3.007623485555855      0.7163833964575321E-01
