,NUP,NDO,NST,NSEA,AST,BUP,BSEA,PP,MSS,chi
4075,0.1079084837569446,-0.0930153528553767,-0.1097253209984878,-0.05698735511537389,2.2005658082307984,3.939758245704042,2.208773636590957,3.729617551185956,0.3979622240034166,109.11411859178078
4077,0.07137095348143488,-0.1229154920015931,-0.1389852627257553,-0.05340654908762104,2.234830567521016,2.032935706022589,1.8399861505147528,3.021216583914748,0.3759519286505151,118.68467443425742
4078,0.1389506904505043,-0.1277222408296508,-0.1201317685306645,-0.08091757161664527,2.242975119671741,4.078028553108497,2.687564482421047,3.1833633072036296,0.4487293015837043,116.25039495153227
4079,0.1087079879999001,-0.1079488198564605,-0.1077218013588756,-0.056503182200483774,2.019400232414512,4.2171375458619815,2.6357169510938165,2.928330122048866,0.3284614694804914,107.32372488527642
4081,0.04994998437826167,-0.1116830095029509,-0.07846549669101341,-0.026102261135226568,1.691540897659152,2.136970446341875,1.031616285854469,2.684455753881374,0.2745080352209374,121.5395710144364
4083,0.1252130094010035,-0.114375664353144,-0.1177179104435823,-0.07038623303651932,2.186983566206183,3.759747205085551,2.340744829273814,3.2450470875291115,0.4025229336451622,108.41520621520132
4086,0.1304423774396292,-0.1037707395801839,-0.1064898028285118,-0.07716531055562109,2.195261844300773,3.572473889125933,2.233266079461218,4.055267480297394,0.490835780992131,115.73304377263183
4088,0.1144014260226356,-0.08825523761712932,-0.1146540557795092,-0.05061368127560306,2.202476947081617,4.602792989207209,2.124243935954547,3.927971246469671,0.42788972777559703,120.32309694913151
4089,0.1142900135262978,-0.1010286744894907,-0.1479617211064682,-0.06490372133593399,2.4693217885592498,4.454377493047319,3.000037390800371,2.662932812557147,0.2958385528314493,110.96078088899564
4090,0.11192003148940499,-0.1226047093344108,-0.155492749212249,-0.06562864248275753,2.856601257166022,3.833995247928049,2.615874161048859,2.782269559408995,0.3498884616285033,122.23262726524028
4092,0.1056174983363928,-0.11670589556798801,-0.1016886090259334,-0.07228807559536254,1.9432241936404588,2.9939880513263035,2.3652292737220733,2.026279677879875,0.2798101634027751,119.18306926918792
4093,0.1148910434639933,-0.09261999912456424,-0.1100438747229527,-0.06523324167081715,1.9542579020412312,4.3317733913844965,2.740034345798449,3.566804447759248,0.3887754993337322,110.91797859604185
4094,0.0776389241015627,-0.1025365777674176,-0.08827028029697334,-0.05348807131659798,1.849846611177265,2.495857511168498,1.67186303510775,4.072492421241411,0.4662099652547322,114.53289192429209
4095,0.13946612154018398,-0.1016395201368954,-0.09601785426223178,-0.07372810350306809,2.02054721401746,4.964362887237272,3.0596085425182564,4.571494115004898,0.5113048119997718,115.7354853177231
4098,0.1121335131422741,-0.1113096692426659,-0.07387057974247767,-0.06173095853644198,1.485897559038857,3.815747340869917,2.253564525826333,2.8291035664879387,0.34971213689332203,114.13258627890043
4100,0.1014560877417492,-0.1137470753041581,-0.1365456150351873,-0.05281926184289211,2.497665612216689,3.65293890994626,2.060096336239972,2.104077603045715,0.2504740191614797,115.54504081277678
4101,0.157157717800191,-0.1059775531204253,-0.09637513422120972,-0.08359131603220746,1.7213876455097308,5.339049500134983,3.550523061549236,2.9123483960358367,0.3609084920017021,113.2120416484186
4102,0.06878218775977805,-0.1035508328091291,-0.139973837269504,-0.04618976531416465,2.3752687065707003,2.774469940471247,2.051927350684103,3.020857604513912,0.3242336194967607,114.01292646621609
4103,0.1121247939511775,-0.107897561296094,-0.1081444325957427,-0.059502002904390665,2.12916819225285,4.10878195592219,2.455449727287924,2.498922335673535,0.2871395799990916,108.7936712627645
4104,0.08181452869852246,-0.1183524601292442,-0.1097962883267944,-0.049922336085030335,1.9682467060681128,2.641631908107209,1.8157112076772108,2.7143932577125685,0.3427940032744074,112.25084291672856
4109,0.08121953463882985,-0.1149661992549356,-0.1110831950145995,-0.048234961967205066,2.127579807671163,2.653597694257279,1.684123966030435,2.241519053554328,0.2728923333267997,112.03388442381538
4111,0.1352181431869222,-0.1211045924901772,-0.1224295046582543,-0.08472379427678002,1.9777572058448432,4.569182421272719,3.878364328745716,3.40147076470618,0.4360206420831357,119.29362716617523
4114,0.07612967740334063,-0.09688482335417543,-0.1476263489082257,-0.043953355737138086,2.62091820212636,2.811125195417292,1.4725089156676985,3.071584566750412,0.3392261215874696,111.67762089257492
4116,0.0788383812180464,-0.1017103336452597,-0.1200169646213415,-0.047876312658052166,2.047368452247456,2.8024094980264294,1.653566737880288,1.976105137800728,0.2205631662444098,109.39612481973995
4117,0.07527614569339394,-0.1036908062057448,-0.08863876977469502,-0.04391390757668563,1.59728848297997,2.4424611106560667,1.125569988903875,2.3999539146275097,0.3022494069982831,120.39961658338362
4122,0.1055776860077101,-0.1099564027040179,-0.138934650973309,-0.05455337687036649,2.3397143764322528,3.7713791206655736,2.12804922863493,1.972536381562458,0.2333760642847841,112.33315115491915
4123,0.07792421986314316,-0.09991015100331052,-0.1329732625725261,-0.04633002987523027,2.4352894629049904,2.96441801933202,1.8517498075003984,2.2595774746659303,0.2341175844761069,110.80505719878614
4125,0.1295363172367404,-0.1152771555856655,-0.0841518180050288,-0.06574006493591192,1.706478450391117,4.599723081476748,2.751116417097339,1.916146278046193,0.2410896059305127,121.58734200710035
4127,0.1390937072360089,-0.1221851106278109,-0.1176857398838174,-0.08764486949467264,2.106073074674068,3.981404842120053,2.890969467217112,2.623907161895665,0.3885646893280249,115.04067608921936
4129,0.1337218548410926,-0.11212075524434001,-0.1365795950430523,-0.08092479128944711,2.414378791150037,4.362572956603028,2.9114796114896837,2.8827392658192794,0.3744069797203112,112.17729480331234
4130,0.09703866234835166,-0.09430273124017864,-0.1142261798419411,-0.04974929850090548,2.109166102586224,3.632005562117933,2.135446396839736,3.913208482186588,0.4198504103991558,118.5244492060318
4131,0.07493087719579712,-0.09036583588647652,-0.137062272489981,-0.04389921819068104,2.583441399619536,2.7277597935075995,1.346288048530794,3.718682950909773,0.4070704291626203,117.76374953069326
4135,0.0980668265629842,-0.1132587780167284,-0.1267003942848315,-0.057257775872685664,2.182689766370682,3.7758703155182185,2.8091871346461343,2.685338171070585,0.3095087727764937,109.97529912832584
4136,0.1165687695991288,-0.09041694540725084,-0.1043584298518178,-0.05053525540476316,2.003908973377792,4.652297744203941,2.1105596085037712,2.2055391225416368,0.2177404439121718,114.38538587872587
4139,0.06271625572360193,-0.1109638367616784,-0.09757046498113928,-0.03779944761254279,1.853257236576648,2.826918204301333,2.010515935433361,3.062592896559193,0.3134924629020915,115.88883613417863
4140,0.1122116944912121,-0.09393776559912737,-0.1071465966304218,-0.07252608812952838,2.0560649072438437,3.819573325257005,2.897546922471872,3.938370006318244,0.4528007616927611,113.71122193285262
4142,0.1010460338345495,-0.08674734839086137,-0.1145980241397137,-0.05313070131370826,2.067501944788751,4.071922244167162,2.463689320002713,3.0568831665224785,0.3094949428178715,112.14057774242113
4145,0.07799797976655631,-0.1234540375942544,-0.07795087720325622,-0.05289125703706235,1.7043924748742143,2.964172497109957,2.5503678413817434,3.3524454451765133,0.3921485464799215,119.10260115858273
4146,0.1083019032410621,-0.1103906361187299,-0.1443818543345344,-0.0546447129322385,2.346573144830121,3.782840833958188,2.0727268045093443,2.5068432085965067,0.2943835979340508,109.89307544168312
4147,0.1205165534768181,-0.1158535186407865,-0.08444342969446439,-0.06920604087241479,1.634026385084872,3.743504281396704,2.351969168752108,2.73684592125531,0.3741658096180012,112.69706853698445
4148,0.1019295092426758,-0.09005178637386291,-0.1250495560737419,-0.04900626217487528,2.337230345830303,3.894907191716012,1.920655093004649,3.8300119602816554,0.41700202709658,119.24221608136006
4150,0.1438049295489599,-0.1144596057858155,-0.12049519100350801,-0.0863774232887869,2.17498201681064,4.492722117477006,3.4549285333744013,2.536613708990572,0.3410505860774213,115.8677057030378
4151,0.1656937472845029,-0.1195020263377883,-0.1277742552049933,-0.09446250076024762,2.140623449651496,4.8503548986712985,3.4312790434460845,2.4833046942317583,0.3426570347033137,108.67631993905914
4154,0.08391796081863237,-0.1056726836585109,-0.154638221866571,-0.04859369172819582,2.457871743972845,3.12504806839817,1.9176318609712728,2.31082253390101,0.2591037644106305,109.59494112450176
4155,0.1155926806093871,-0.1052149234079157,-0.1555087683560138,-0.05902922373478073,2.744281208142339,3.733677596257035,1.991984999658324,2.490682389253497,0.2912637053837169,114.03804989010996
4156,0.1026860338617265,-0.1279463539076705,-0.1035313266826881,-0.0672220893192061,1.8083500639627568,3.335396436074602,2.9160014841324484,2.8338522417363965,0.3623000485419265,110.94690020692192
4158,0.08453363146232004,-0.1063982075917703,-0.1021667037100424,-0.04850996643951964,2.1814618479959043,3.2115096917267167,2.037079464923793,4.524267210726878,0.4824686932178073,116.74327237256752
4159,0.1033820502271349,-0.1024058859435113,-0.1277247687686208,-0.05445281169629718,2.372943689626859,3.911814192454186,2.297774336187716,2.4702403619475897,0.2700563850066025,108.67569957248722
4161,0.1291261000589401,-0.1038075888537804,-0.145826988187117,-0.06273129045630954,2.508286707103029,4.30224790739223,2.198863413145956,2.651763817492922,0.3088020879537874,111.15982938798072
4162,0.127952631756141,-0.10605822134159901,-0.140201676451074,-0.06923256710313665,2.432958897619439,4.536641481185404,3.002273541584767,3.8040225543218833,0.4348391223868449,109.61347176226387
4163,0.1101620519651883,-0.1196503444534406,-0.07754904691339813,-0.06478200005448856,1.6203814546726718,3.8234800441388215,2.59070022216484,2.503195806141196,0.3288559171698662,115.03680786484749
4165,0.1170301264229276,-0.07994353694997826,-0.1101081084837168,-0.05664090557233679,2.159561276375865,4.605196150667911,2.2492468358179494,3.249361509955382,0.3444080345410808,114.75267262565384
4169,0.1320179286103378,-0.1180898144217002,-0.1065950962325455,-0.07213441925248835,1.911314691098224,4.466519050331597,2.962435397564426,3.605709241220128,0.4288753856050366,110.86729385435322
4170,0.1196420299114418,-0.1208126398108126,-0.14698121874061,-0.07650265052645261,2.533548876298415,3.662091007630315,2.7600742442706068,3.5018314594898365,0.4598344658941558,113.39035258140508
4171,0.1137438040978985,-0.1210717434857871,-0.10216508741070698,-0.05992902955094406,1.983779207235572,3.614985306903731,2.390149658289187,4.263649271783009,0.4937852374850213,115.09498380179684
4172,0.08843277270315161,-0.1031185714474195,-0.1107285249881726,-0.04430427873735605,1.857230449908881,3.3023465045298765,1.6718664783093682,2.545641938279859,0.30056765714656103,118.03624392727819
4173,0.09750311759481256,-0.1135670432462114,-0.11001963157388302,-0.07145523296688852,2.051295768880386,3.0820243186311638,2.5711072041524763,3.4407430761474984,0.4300848866794248,109.93391826475616
4180,0.06759703898005709,-0.1175294459865999,-0.134167550857339,-0.04023548652567585,2.312435538552172,2.430900413384816,1.517069227278929,2.560329631845564,0.2859298107219254,112.58564977666822
4182,0.1190080384869263,-0.1308806973359335,-0.1064039168433591,-0.06462174367545638,1.887841244221028,4.073184999470461,3.070940752677143,3.161460756489911,0.3865169522183501,115.13560610068451
4183,0.09772551861985994,-0.1132811904256055,-0.1378790208329693,-0.06432073372470475,2.449665439533036,3.698558482487431,3.0201744292079704,3.538795528342936,0.395680428423585,111.81742304891108
4184,0.08057503808072057,-0.09855575471177652,-0.1124372286481011,-0.05521413695969999,2.079459948180242,2.3047173480623235,1.5185788092606691,3.852331506170603,0.4663857080045611,116.75112577449505
4186,0.1527505361524711,-0.1192936391749836,-0.102798065622269,-0.08865342012002475,1.8538404128961,5.097674108895365,3.903556148514376,2.5434843403600094,0.3484024143925104,119.56497132147116
4187,0.1194238276422385,-0.1146954739045636,-0.1547026775268616,-0.08008236350848358,2.456437086792139,3.14169197780706,2.4797336817958957,2.7646013357878645,0.3853547892961276,115.89986442301209
4190,0.09675945639864512,-0.09798885004172853,-0.1502547717812072,-0.06118605113483089,2.6360273739867197,3.239634189284654,2.049251342590317,4.614071393506714,0.5151345330995019,112.35264013133232
4191,0.1061911453665085,-0.09543904023276788,-0.1003803311489713,-0.055525499200315236,1.9147950314220712,4.041547864701681,2.148852127461256,2.2823541905100058,0.2806444728517344,117.50629623250832
4193,0.08079872262465196,-0.1132165454467421,-0.1176531654837603,-0.04467753364875333,2.274924454488126,3.1487069828912437,1.94241791492433,3.176862174488943,0.3565324852116038,112.18539140944391
4196,0.1377076889559094,-0.1128206342301609,-0.1373983937840118,-0.0835843456994051,2.293048917058554,4.643580003825892,3.540131982204424,2.8642833727581047,0.3587241621629378,109.32182316122658
4202,0.1314205496830331,-0.1216240458956861,-0.1038776118353407,-0.07421288454434362,1.9820658951575068,4.275997281916308,2.96586477074937,3.297687954137572,0.4224835603934274,109.60485655696077
4203,0.07963240810281337,-0.0907931699751609,-0.1252466030784454,-0.04329362105792529,2.2353611668877584,3.164042105353511,1.657853704336923,4.109858597676226,0.4402057942862764,118.41019197769106
4208,0.1160397183616559,-0.09499104940057912,-0.1335197720791108,-0.056356117088814016,2.3182154382497786,4.266073057394545,2.437010297570353,1.978489723161792,0.2024111345242648,117.67217467777222
4216,0.08911515828841562,-0.11978641996847099,-0.1400300254949146,-0.05209676550592888,2.413784234138299,3.029266768237457,2.0318307972184466,2.475336404009983,0.2940205874957491,109.16356687392565
4217,0.1028444410512278,-0.1121627020081687,-0.1440240039112176,-0.04982515669140793,2.6574964080647643,3.684542739115325,1.8890928898344777,2.691928957483296,0.3181663624011269,117.40084433330013
4219,0.1005606426890993,-0.1315352650729024,-0.07576175209312186,-0.0621378143155918,1.398276035094478,3.5676687576957438,2.8945394121795136,2.034664387339708,0.2642078269012542,117.78221124854728
4225,0.1071341509640139,-0.1235198721257594,-0.1095214126301127,-0.07149134096032497,2.024253191983569,3.2931173032043817,2.679534528272283,3.447369254318253,0.4266585959636618,107.42654211455424
4226,0.09468941485445033,-0.1032279567418203,-0.1523337252293509,-0.056403631286662814,2.623745731001084,3.176400477833473,1.8600389047585908,3.522319912152884,0.4020506255705306,108.96468694612012
4228,0.08359937545817835,-0.09541168152700984,-0.1230119561899992,-0.04749696266074815,2.171684855368674,3.422464140342848,2.129358418587564,4.4155049411041984,0.4728384134139255,120.0720586155324
4229,0.0823061476018712,-0.119102062478361,-0.07144311419460568,-0.04619290861142244,1.5504844041113508,2.74133344003649,1.960795851855005,3.5604951209676408,0.3917607725892228,116.12137772266432
4232,0.119278734213371,-0.1029289882547965,-0.1562163521941893,-0.06658775927396769,2.5497716947507088,3.982483912543469,2.471568681111143,5.251980415375583,0.5975722813072476,121.16951815990735
4234,0.07850080379630868,-0.1020318593069348,-0.1256063661962081,-0.04466121676323037,2.349375573362812,3.3665395752578866,2.06003860361356,3.399433231474977,0.3731022744371272,116.71589344430413
4237,0.1362451532067695,-0.1106193969341007,-0.1545972776725307,-0.07241697982508029,2.5214411116296542,4.731990158141136,2.895858451317203,2.31988585674198,0.2888173533439992,111.98549991680862
4238,0.0856722573030008,-0.1171441803153258,-0.1017837408225255,-0.05573718339981515,1.971133798761745,3.1669552459829777,2.7045979133426887,3.979530733932696,0.4369580566363628,110.0451967640806
4239,0.07850658725558224,-0.1142295201399763,-0.09647804111992717,-0.03653163038160631,1.926270557614772,2.9326716535666915,1.406149857561436,2.7700226744634056,0.2903561689573095,113.07401551969863
4240,0.09897562237152024,-0.1145235105853785,-0.1177345512054537,-0.06633342385310864,2.110623971281733,2.8240631259717888,2.450135463705379,3.4887194872424434,0.4163811968680867,114.50475471434734
4241,0.1400427152485324,-0.1034167578242976,-0.1296818910629429,-0.07812778364394808,2.06797644546435,4.694786244830926,3.016146661179409,3.031264693362725,0.3967683521165822,116.65950134753271
4243,0.1101359776620947,-0.09238761687232536,-0.1061942899014733,-0.04784931089478719,1.9548795450912064,4.130482359913279,1.808482577767712,2.724492235835949,0.3031838585673827,115.56406781625228
4245,0.1485635393276878,-0.1162867181076211,-0.11825244651945802,-0.08559691197932633,1.9794431514595767,4.894570313014617,3.5808058044931435,2.85358721025371,0.3679531625840539,110.48986494939986
4246,0.1150737438395114,-0.1157322410382652,-0.1190731281206932,-0.06702727526418442,2.056785958824782,3.579784040997412,2.413406419973172,2.022044557281634,0.2749718092244391,119.22380479923248
4248,0.1044188107716898,-0.11089074586678802,-0.08693569131209156,-0.05982325844224973,1.7946320967630809,3.9517403123751063,2.773131725532456,3.2395577185129785,0.3592775117500525,109.23136734894877
4250,0.09863617793559996,-0.1033529404936793,-0.1095556704882242,-0.07143392171133002,2.126154609445715,3.434185928614243,3.053443070046256,3.260189488045652,0.3759402425343477,112.9410014542972
4252,0.1400893220499284,-0.12686741898305698,-0.0785218486887576,-0.09371502799627474,1.5973396487517932,4.221716424099773,3.735703197892132,3.3159825952101247,0.4584050559580117,119.5121392364488
4253,0.1095982732894075,-0.1241361081675326,-0.1501262925953868,-0.07098909626048393,2.5973823259134057,2.9952410516263,2.246643502395893,3.3491058367304247,0.4250672254802662,112.10988883310516
4254,0.07515433837483143,-0.113418953779187,-0.1263446175051141,-0.05114406048234127,2.372009567318313,2.869182442227175,2.512013020182728,4.1335574432819415,0.4449631271105639,117.90022214020672
4255,0.1183300906773127,-0.1288714928363661,-0.11700068461528,-0.06682682055010895,2.191621121481937,3.5873887607959087,2.384699215909305,2.396029940436272,0.3151202026470193,109.47341735525154
4256,0.1384976400291735,-0.1064263786136128,-0.1024225944665816,-0.0735332278451315,1.9688156377775392,4.78926627143636,2.894524973373465,2.873993527882976,0.3506525526918527,111.23326800399529
4257,0.09767486476077496,-0.1132610081147065,-0.09881872281634738,-0.07260015402140442,1.872916226422193,3.158121187899819,2.979952731472832,2.734881673955648,0.3303568958676923,111.09417185117321
4259,0.1282688128362622,-0.1103305498982287,-0.1455500045363942,-0.07958732166610588,2.503338804274833,4.379309818607632,3.635382417400823,4.9130161811690085,0.5419628377250858,120.02935221712927
4260,0.09615136418811092,-0.1120325354424212,-0.1204141914836055,-0.04696780299248193,2.272785109206908,3.5103700465131986,1.7048417252167445,2.536100765642411,0.294287829492632,110.05525013978621
4264,0.08326133592794993,-0.1087541145683137,-0.1126095176123772,-0.04896401944572238,2.116145179998081,3.010415928524456,2.055652605191028,4.034186546685399,0.4408721257717858,109.33271494796986
4265,0.07403864857962494,-0.1061616138692691,-0.1113757587912048,-0.04657037098300867,2.1723724664636843,2.788012563860691,1.811152556785045,4.260612290746038,0.4723475841692104,115.96259037099549
4266,0.107984062683667,-0.0991938223750774,-0.09113593842687516,-0.059927221891884826,1.805788508347549,3.9661064384023863,2.405301136775593,3.124297054306522,0.3673519797526147,109.18170747823412
4267,0.1139831437507659,-0.1046388176068549,-0.1311572080668431,-0.06979615508014814,2.254627075714949,3.917478095782273,2.7761507004212795,2.2050857884981467,0.2818450968031799,115.83913780127784
4270,0.09894271097730824,-0.09089985828220973,-0.1711271753281686,-0.07071936707000365,2.7786451393543925,3.215752924299484,2.5077971287932272,3.858308705974565,0.4425919389914594,117.44011347722721
4274,0.1084307767546239,-0.10635158906677801,-0.1299623065262756,-0.05862208577814325,2.338964822596338,3.719827445646708,2.14628176981426,2.9678594239169978,0.3498836663537364,106.47247123791485
4276,0.1206458346985706,-0.1066338330508895,-0.132968573512004,-0.06823614245834578,2.310875141660304,3.3961023311794984,1.847602147260375,2.561641258512035,0.327556565998193,114.2549968978697
4277,0.08688375577244993,-0.1107782073646356,-0.1112720084677157,-0.04756165496882224,2.075950799083211,2.94378456788988,1.447379115548634,2.223114250458273,0.286039195031916,117.25291917363491
4280,0.1045628231556531,-0.1233609396077509,-0.1247071203578871,-0.0707619823555538,2.325635230508282,2.956891468172722,2.0327840890660243,3.6429373377062313,0.4734162728153122,117.97210265490149
4281,0.09728080530931232,-0.1045901448546062,-0.1340848028895373,-0.05666889982567791,2.6072214537702862,3.48949661463484,2.115449764586832,3.898884081464319,0.4330555943769636,113.17758205830059
4282,0.1217606507594608,-0.09471939831688718,-0.09659623080236726,-0.05952079345100555,1.944322924637556,4.741507867964362,2.5307679558191154,4.429295315207088,0.4777589192412549,114.2126689619692
4284,0.1068633226783707,-0.12926331091266,-0.1011670719940868,-0.07046529368755675,1.8656352513486816,3.368695470903272,2.8282141791973485,2.7303153685650243,0.342042497283198,109.1537717727987
4285,0.1007600775248256,-0.1086085163502644,-0.1114233395281728,-0.0663345835125888,1.9797791234686029,3.182692319105714,2.3310851831903734,3.372626507483496,0.4109954623706732,108.00460213113793
4286,0.1159467418711337,-0.1153358537012927,-0.08984980950616522,-0.06993856445353468,1.971705731322962,3.853010855707287,2.8072567705330056,3.334169935566352,0.3995958023038765,112.05318631476088
4287,0.1181560849988156,-0.1163816937828473,-0.09959459892536124,-0.0723177323105909,1.8900150870210937,3.9669380475958342,2.831346383618036,3.0900689019496883,0.3819874811383434,108.21394952963844
4288,0.0880767065958967,-0.09765475626389596,-0.0956871969374673,-0.042817555330678735,1.932875181192421,3.565636118958277,1.7668271712547456,2.403201706001829,0.2536252104194315,110.07657331333641
4289,0.1550525820933213,-0.1361817643884461,-0.1083043293362241,-0.09719870743211008,1.9047230145122191,4.931197826874429,4.448682431367048,2.929120932916635,0.3803228396618286,115.18146543378693
4290,0.0831514135749581,-0.1051307482867231,-0.1428891701406062,-0.04605408600350559,2.5889394635604197,2.5248725105571546,1.3483196973173113,4.441973348224816,0.4837494095370257,121.25709115379213
4292,0.1183151452628073,-0.09329747794824694,-0.1554467900693876,-0.05641832005307081,2.559761320484645,4.266464385284499,1.945974793594354,3.11535120297379,0.3440271288495205,112.51886834662523
4293,0.1195091780529281,-0.1065377179578043,-0.1400584517781896,-0.06702047783621155,2.3599580930040283,4.39256424253565,3.0537828532422835,3.3290366908719884,0.3788064762175806,108.5194892808823
4296,0.1487394228016157,-0.1204851369468442,-0.1457145039945909,-0.0955151384638006,2.455708089818672,3.7877499984635263,2.75088726026688,3.333068597545937,0.4784242992718442,112.78733780450388
4305,0.08986345386974562,-0.09035771494203527,-0.1187562255822319,-0.05552158221035215,2.349890096940385,3.304400834441773,1.989615216023113,3.262040987971216,0.3591783650353036,112.44044236956387
4306,0.06727357941583978,-0.09816687066507106,-0.1031067476410295,-0.041948529210037534,1.9842505082320567,2.6634180908988254,1.805096873311844,3.232485769760438,0.3359436648780353,108.97666996071018
4307,0.058790752209730936,-0.09325336498884462,-0.1144879557654317,-0.03238233991691286,2.189756265764935,2.632487117838062,1.3393015999418492,2.65223545616601,0.2684676778581811,117.30843359074888
4308,0.1015925388534593,-0.1098359927122266,-0.143941152440947,-0.0779310864018774,2.4097399480760564,3.028257225244912,2.803084171634329,3.674793130085676,0.4525378561932794,111.72305642633668
4309,0.09952656932167313,-0.09742866120292693,-0.1252075791101696,-0.0504674130057465,2.2490266714791898,3.425082592456278,1.680544029856444,2.53534613692601,0.2726531331683937,112.05821381823317
4311,0.1158885169051158,-0.1354681761933668,-0.1425913295919879,-0.08626056433821824,2.411240494181885,3.196360930940008,3.283549382045957,2.919134920494127,0.3996299962393136,118.26511425608787
4313,0.08099362207179897,-0.1012648957531657,-0.1236158825729197,-0.05920641567473686,2.2952326162723904,2.49603767377366,1.940875346240152,3.713456927390697,0.4321939759475358,111.98627014876324
4314,0.09068185696831413,-0.1074519032877619,-0.1036649336731457,-0.05972278160561549,1.864481734938965,3.1873376168119485,2.211778113681517,2.54806562450255,0.3185883721548539,111.22381100784523
4315,0.1282830474995197,-0.1071116413065012,-0.1338944492095188,-0.06173038337224004,2.197335109657256,4.617723293898154,2.630917045064477,2.2758786421227204,0.2473934655665099,113.6236619741572
4316,0.06504535402068314,-0.1079243642940131,-0.1086743188245467,-0.04620278466352983,2.0573906458531237,2.470705391756066,1.836443414095892,3.2688137253871314,0.3689225954698649,117.55113590803568
4318,0.09817779090191857,-0.1183372025772331,-0.06481535985353667,-0.05489675209270689,1.478370332099269,3.0031287258152526,1.783116633583794,2.424343057957659,0.3118603381434563,118.30819507921801
4319,0.09974281344330434,-0.1082242739317648,-0.1221700484053854,-0.04464820943842765,2.188871001593474,3.487273739609793,1.6993435408226565,2.7924545286488183,0.2991092848430807,119.17138932684423
4320,0.08987096707548299,-0.1000113835909739,-0.0918207637199078,-0.06105911627145798,1.8616638711845368,2.9761834689745337,2.135209654129016,3.341416987116854,0.3924304224647439,110.88212279834723
4322,0.07668209552992987,-0.1262846839400334,-0.1006801702540923,-0.0599315619403907,2.074719052247692,2.112237137536884,2.148020221597479,2.3040164314871032,0.2972301911776354,121.3557722970551
4323,0.1462928981128753,-0.1280002563740297,-0.1391888866034412,-0.08632620728574544,2.406253480371717,4.8036100166070215,3.775788852051486,2.9099762964532765,0.3780056115225769,114.77384626678952
4326,0.09437650615303546,-0.1044159031934135,-0.1394278739300359,-0.06531127729138365,2.489207028544546,2.86607438072245,2.280496081057646,3.9069737444800623,0.4589841897672466,112.24047127495035
4328,0.08783722146870933,-0.09949945291551106,-0.1330753044995792,-0.04673374065806485,2.315390626432356,3.414098198853639,2.140105386070452,2.994912372974102,0.3071198024078436,111.2197679008572
4330,0.1162921222964428,-0.1206538855528854,-0.1329581399350042,-0.07603286829675075,2.2198740002771853,3.796549504071258,3.028469448588081,3.696851154958118,0.4473480541258469,109.02474467407144
4331,0.12863312537895802,-0.1437301897189314,-0.1022035217045467,-0.08637473905322783,1.8979077942975455,3.795398024642578,3.542795515559522,2.917784416461612,0.4149169503798018,119.54246381485143
4332,0.07611899426792026,-0.09851820232015382,-0.1045449089648108,-0.04831965763415888,2.0400349557349484,2.931422184488031,1.769086307939565,3.585086394661607,0.4015464485933689,112.54152122741016
4333,0.1173647363964929,-0.1189597022881433,-0.1758044976515533,-0.06430042432917017,2.7931870365915543,3.941194392257433,2.337688961717888,2.656202490912245,0.3393715835473896,114.14496974121212
4336,0.07873991098888443,-0.1232111799203287,-0.1227228890013005,-0.0558216378266559,2.258240118148998,2.179710374586155,1.6998041857513708,2.4248148262700666,0.3166396078168799,114.0546895238958
4338,0.119809986215704,-0.09194011833760704,-0.1303713817783178,-0.06752246868059211,2.21400908776564,4.3431249160880885,2.805914835056816,3.5576521774760663,0.4222350025216874,116.63207597317509
4339,0.1199321121961208,-0.103795579638562,-0.07820826685087966,-0.057074428703005387,1.6197847389918942,4.694029823009634,2.532290781484132,3.171509741092524,0.3778765491375127,117.57664886017322
4343,0.0618475433554118,-0.1249727604229073,-0.1068117729495087,-0.03961298225033945,2.056309714852699,1.9198111121579216,1.536235335127094,2.690558504223981,0.3008655433254692,115.317393430526
4344,0.1068251918408264,-0.1336884896435995,-0.1052817695288137,-0.08300471256040846,2.064726004340487,2.705123793434899,2.71374127208211,3.1197668713936912,0.4225010045193605,114.1378808588298
4345,0.0599397146299817,-0.1050755784895306,-0.1058922913115038,-0.034289505747996836,1.9166370467662668,2.7950747101611566,1.6055881778394,1.9824857272406708,0.197693696616474,118.4728395758424
4346,0.1231520968836503,-0.1061412433918168,-0.1284149480921285,-0.08585228073813328,2.302186888889381,3.6262340938725095,2.9755240605068822,4.395052836110858,0.5368680267267296,111.64799011017095
4349,0.1395627023854092,-0.1115495504244556,-0.113693930811252,-0.08490142501318157,2.166249958866084,4.601341390736819,3.4956253032936204,3.7272798691965736,0.4601229180614215,111.78746557326113
4350,0.05760716104580527,-0.09068380767032462,-0.109696907265107,-0.02904443373247665,2.089804766637022,3.1665614182723614,1.793588129519442,3.000061638997767,0.2634968853758247,120.59705374538026
4352,0.05861247137155798,-0.1015072405618225,-0.1449146757676454,-0.0353622642304588,2.4707666307395084,1.8969634938430069,0.7311626100830526,2.565973587773924,0.2871092406356378,117.87796694370077
4353,0.07504073767221794,-0.0857328387091932,-0.1296355424134787,-0.0506039174867403,2.2505426375851934,3.316023478474108,2.580684922478896,3.05315839555261,0.304807360409889,117.94305117293251
4356,0.08663807469529645,-0.1053998765302738,-0.1049518083148666,-0.04354721944367522,1.7812815996849942,3.372323088794344,1.7516466414588707,2.573980606786243,0.2965550835138163,115.63662451610227
