NUP,NDO,NST,NSEA,AST,BUP,BSEA,PP,chi
0.06259054869154612,-0.062415468688757615,-0.121721504013817,-0.02036406359982483,2.343489341474676,3.7062204181838663,1.0517725105909008,0.030372396472301038,197.49011672340322
0.05395574034062363,-0.0763241301501319,-0.1139174917664649,-0.02777056071762811,2.275214001165056,2.4871601700211783,1.029549802792093,0.0479800944482734,128.53407416309653
0.0396618706460809,-0.08198845872281055,-0.1244986887828406,-0.00928269998902216,2.3401561891990506,2.499044778007753,0.3527649454221602,0.031097429240170487,264.67768994815395
0.1491181725274012,-0.1081896546522435,-0.1318381999137868,-0.08998925063548747,2.3661221811656308,5.299178338326355,4.19425348814288,0.08226733975874079,117.02222713235625
0.1068815518164814,-0.1011793705970532,-0.09451696840939502,-0.05954821566240931,1.98199552489427,3.0317739275589752,1.7901203273870132,0.07117587183623095,126.97679955721358
0.1703547393198422,-0.1463554193821317,-0.1268452198876915,-0.1170263704366386,2.219728884803212,4.556227490623165,4.689708140779736,0.113562294969645,149.1156977730566
0.09065054962033264,-0.1191225549929518,-0.09510690419421504,-0.057717310581010664,1.876390605434722,3.0651444217443435,2.3323925952311932,0.06973109176414513,115.94685111470031
0.08964677518113327,-0.1076678133180285,-0.1412125039732674,-0.052344731918105986,2.373270906953587,3.4333305445181916,2.65624334604295,0.0613255361261996,112.44815355828156
0.1324220854237844,-0.1182786446770693,-0.1230378384539241,-0.08617444649279324,2.2852293484843607,4.017367624364326,3.1957178575370735,0.09475016956755468,111.37382344165916
0.08377703691669047,-0.09703228907001092,-0.1624234033181371,-0.04872620836336651,2.8882424902690182,2.9253293975768035,1.8557798916120032,0.05897716616127816,116.16968077641636
0.02297559605438464,-0.08754497823769608,-0.1048034314396241,0.002709045928683609,2.047680263081687,1.833830891715087,-0.02273914809826261,0.030822777798633412,
0.09737447095668432,-0.114787807946552,-0.09635284099398107,-0.06120010675007261,2.130891132561668,3.4734551828820313,2.897625215007085,0.07026470553331958,115.51602358218337
0.1476732657844403,-0.09317277490480562,-0.14338824357973,-0.095190283580063,2.413053397826572,5.244307811003667,3.863541609229014,0.07824826392097503,117.07588234263213
0.1194137502029106,-0.0997673712693646,-0.1252474137301758,-0.059438004115706225,2.3728678977772395,4.083004955724643,2.523801413016483,0.06034510654551362,120.74894673845344
0.1241501635204973,-0.09587428926401458,-0.131557782115053,-0.08152524539589484,2.21471471008531,4.5376820602047285,4.055619212215108,0.075017813339366,128.050668295681
0.09706721222363753,-0.09431659108814036,-0.1563486518874497,-0.05475865468410387,2.619883957869281,3.389461763823328,2.035784892078448,0.06803738428024153,108.971892488642
0.06970370625966249,-0.08349886819636468,-0.1417466585077364,-0.01765318757486811,2.529745846533454,3.6092439675855825,0.7955524318979448,0.04616033392823299,251.5030251939306
0.1268013413793099,-0.1226611851129843,-0.1504500823391139,-0.0922528800689592,2.6472747330323454,3.8307749712037817,3.406533128138638,0.09371820222708732,113.59639493704215
0.06751975984325242,-0.08965821438285895,-0.1246743791935218,-0.04237967864694755,2.371812676003026,2.5256865424635104,1.256443514768751,0.07020315296777263,116.77055025813641
0.1312722454379891,-0.09581837153139702,-0.1416977319295629,-0.06617750704884183,2.2210842997521536,5.491246306918462,3.5674095306838263,0.06154208947971575,120.56703565264796
0.08292756068906543,-0.1017436122082539,-0.06318712900165945,-0.051313910926901664,1.6665715699502421,3.4965352465111206,2.556700924814594,0.059152365460165515,127.34627296656403
0.1289266353347004,-0.0987712588363728,-0.1345270924591289,-0.07805148915598302,2.5458723941379033,4.0863331152366795,2.8159630110706013,0.07924880748292812,109.88459539385745
0.1009304816484446,-0.09153827156951154,-0.1693787393225757,-0.055353926396756764,2.8834179331640453,4.108124603452128,2.6643030136903523,0.05820566365862359,114.47283019319889
0.1067466091881373,-0.09886247794931592,-0.09785295170237043,-0.05825274191987648,1.884460411330132,4.363290320247579,2.9318549903590565,0.06293132218860932,108.03225899211304
0.1151566498874791,-0.1123794912955543,-0.07765359387729409,-0.06531770021829643,1.775897426515624,4.221127688214378,3.0076234855558552,0.07163833964575321,113.19678146679354
0.08387513316426554,-0.09180141144660488,-0.108296111067475,-0.04616879640447335,2.0639395440906907,3.512888164136502,2.00301735045764,0.0623181306597855,106.80008986904659
0.1091911468393725,-0.09169482720397212,-0.1420341069762582,-0.06597693079883704,2.408438887087933,3.943214272475964,2.8551553384581565,0.06885052400292056,110.33377508612853
0.1361156025978923,-0.1036537496254533,-0.105023228341627,-0.08472054451545243,2.026363755505483,4.528731665598218,3.2204795075353254,0.08532027287192487,110.14699858886598
0.07047514687524792,-0.08750107977572233,-0.1103994153605737,-0.02763978783338417,2.1256002225228268,3.2982964559217103,1.230134098285971,0.04985719118354713,133.94498780149758
0.08411671334301411,-0.1059892859531077,-0.1413910128631432,-0.03573925300202237,2.502684634610274,3.8413450663170536,1.7710963251236767,0.051783405267464735,115.48988459004298
0.017895560713519568,-0.06121925994826576,-0.1102217728827104,0.003441952328084967,2.284145185574321,2.057166442018075,-0.6788177220379992,0.030472215138279586,
0.1144448688962025,-0.0974295164308715,-0.1022035306618906,-0.06828820849421326,2.094884844879704,3.7834293407346893,2.561823576413123,0.08236527900163297,112.95213848467132
0.0674772564714933,-0.0982158244477854,-0.1528850663564373,-0.043325802848246935,2.7003811693387596,2.685403526292517,1.6752822128169933,0.05711294196598388,115.57011306270479
0.04781124436413507,-0.1063892238738038,-0.1054863092783008,-0.02155446690028624,2.0691466630939033,2.2631185456766696,0.8824366216597519,0.053994098505745235,129.3538428709908
0.07881506523016146,-0.08851604230316634,-0.1494735322332778,-0.048186212970324965,2.7155552251455832,2.709893007997447,1.254709468884868,0.06526473313499706,118.87005667200704
0.0727670246833215,-0.09158854006500056,-0.1395484971514474,-0.04551967547285835,2.4766292346812593,3.078308931782995,1.999050875283424,0.05372326782445437,110.88024905461998
0.1446353925368395,-0.1078517534050605,-0.1056042877372883,-0.08817846771358914,2.064786351311585,4.918328882735635,3.5154136151534314,0.08692848225930383,113.68339060798598
0.08698287239392559,-0.0898873981568378,-0.1034681337021484,-0.05327340279048998,2.091421422698795,3.2798954803514038,2.2542132284941756,0.058674958720294865,109.69476307706867
0.09397607605011768,-0.09577282756275697,-0.1384367960788771,-0.07218030323269325,2.4439139056275354,2.836615437631511,2.661157887814499,0.0801140669141366,118.67049668200133
0.125448348323749,-0.1057912752592118,-0.111973298038573,-0.07088647417993367,2.094581786449789,4.529959957542272,3.042593870737721,0.07091247682927831,109.6291673676767
0.1321697029467582,-0.1251316910311372,-0.1240947178028486,-0.09321237400629398,2.264934651236417,3.577029332877393,3.5801044763627328,0.0980301564927966,130.93453562793067
0.061142597535230485,-0.1044791102492576,-0.1030264223643633,-0.03451850720838191,2.094313492467249,3.051923224231723,1.576708257283538,0.058522357902797875,125.76170296992186
0.1224492003463006,-0.1179193492757146,-0.1363417711971298,-0.08200201289398032,2.400158674596068,3.757023230781094,3.2803200961310934,0.08866175540254978,112.69632394308289
0.0698004075623055,-0.08904950685163222,-0.1371929032961647,-0.029467780259457968,2.536752805898578,3.263724140255875,1.0502209559306541,0.05057636057663231,115.76113045311138
0.07654522775300679,-0.09179820970909892,-0.07596142645132936,-0.042189243420588614,1.8123565196648992,3.652557823113817,1.94262255598214,0.05482732535746021,122.7007449023838
0.0686672033163285,-0.08903309179013487,-0.1255456779441969,-0.0322624057473984,2.468965703193974,2.577080197073862,0.9565509449168724,0.058897142983325074,132.6767603325486
0.1101481511574239,-0.1116509918014435,-0.08256708049897613,-0.07128889653806053,1.772791059418516,4.093099390768752,3.151413996650812,0.0760781098066367,114.09856870666336
0.13465051587157,-0.1099306765448761,-0.1279758783484078,-0.08641752447184323,2.321700480053483,4.536440677121007,3.8844449795164757,0.08048644055351281,112.6252447166254
0.08138058441065447,-0.1035561705050084,-0.1206724628050291,-0.0532400855719471,2.270212810773737,2.85459075854168,2.152695831690157,0.06786828959128649,106.47556424346786
0.1179797685263669,-0.1076255024813308,-0.1152169933676264,-0.08092699327358137,2.1638666081028117,3.385925597907859,2.9369625621038034,0.08275157963169172,112.10310416239344
0.062139062577086776,-0.1093369079879634,-0.1024493471406027,-0.03757415103755906,2.000732223223405,2.4996680868075143,2.128011148690797,0.05445842930894504,114.91053586463306
0.09233996798970152,-0.09019790443014136,-0.09630772964937916,-0.059124462378348175,1.9996277817350359,3.653737825032966,2.3398410569365797,0.06062780993376282,124.35035304801444
0.111073391172875,-0.1152496367372389,-0.1105784888895958,-0.07268818155791874,2.1494249103768333,3.867008774869995,3.0653602369555246,0.08094555530867666,108.86188148383187
0.1112885109937459,-0.1084168585593379,-0.1360685907231754,-0.07134796780676557,2.478620565306227,3.1492734685875314,2.2903001822239406,0.08984719741684533,113.8643406184842
0.028908702358057613,-0.1016491808329141,-0.07118846900240307,-0.03513240473177079,1.685042038084011,1.5727249143425144,1.9603283766459352,0.058303150266720824,255.70103630243958
0.0408364724181508,-0.1067426888223492,-0.1107244543620446,-0.0128045786344097,2.0073109572408594,2.745939192005169,1.2136074610756842,0.0405840532719552,166.01765896128498
0.07776824964699472,-0.1097552391512424,-0.09386241098896192,-0.04204221600269116,1.8392449528690893,2.9682467476112997,1.7558121329829741,0.06721450454208974,110.68345975839861
0.1100010670052431,-0.09780677692819402,-0.1307158739209641,-0.06478564263077209,2.3857302204361184,3.9444882332839066,2.4318241877309608,0.0759269105837585,108.75303653565535
0.06956429486961725,-0.110103009719471,-0.06781269925760748,-0.03815794582880636,1.6612810910563371,2.694141921611412,1.851473540809286,0.060520702690064127,120.80930130728385
0.123039406644199,-0.1041817946443253,-0.1125377862772695,-0.08258700734882753,2.182219912228291,4.151221782466681,3.397159158260292,0.08379526136453846,110.68295670464818
0.09563513583886353,-0.1104502500957779,-0.09639894471204602,-0.053092604277604,2.10186857991252,3.6671775365364887,2.281542587381169,0.06887611204323955,112.00002444545919
0.08586538528033613,-0.109500918583997,-0.08460579539951521,-0.05673646293303099,1.84206707329346,2.3862017594037157,2.1138479707109483,0.0704798876854599,126.77693692981603
0.09941724394956047,-0.09810294768827636,-0.08088465853829571,-0.06312888433124307,1.624493641529838,3.6738245397928413,2.6975051215648835,0.07414396235264689,111.17767044995199
0.1424294313772342,-0.1089862543577967,-0.1243461723988666,-0.07762316551484541,2.305620047501085,5.379162170213005,3.7864435844976367,0.08102568699014004,120.30253079412977
0.07784750929695247,-0.07668154973815056,-0.1328273410907075,-0.04313119007867134,2.5435817765294417,2.8576730188493915,1.3125204161605892,0.05547173397298615,115.9952917435431
0.05225065957196488,-0.0934521739370109,-0.1159439185357754,-0.03125375163868385,2.2752958571320154,2.2390532383370068,1.541244242464155,0.04821007671865751,116.40493517385833
0.04976656157253182,-0.07636398940453101,-0.08123292852186978,-0.01863163146274518,1.8753792511865819,2.5549286574856898,0.5583017642655794,0.04002688878212537,164.59494639597335
0.1361520547922638,-0.1248643221607065,-0.1383112185975588,-0.09686445374652547,2.3570499622601817,4.0813237471413935,3.945376492781018,0.1013700215351,127.9654305378694
0.1982818789116156,-0.1300560082245114,-0.1282458673620983,-0.1359934563540983,2.246611695181081,5.336716199581701,5.228058323554097,0.1180510615726427,159.22939033537878
0.1156864466520887,-0.1067689205627663,-0.1094198437554746,-0.061232320463345535,2.1175849653015737,4.397811398226194,2.8609779260942663,0.06453541310336837,108.6967997557275
0.02695454608749188,-0.08137006325317597,-0.08262835669779629,-0.015403974532029891,1.699046311223111,2.249085122784981,1.029923553623886,0.0372656368846449,171.56607345235355
0.0681214521271811,-0.08983704528774758,-0.1432272561665765,-0.04125132232757955,2.6693837098529314,2.549056041454151,1.275573854024768,0.06089507107147087,111.72283057558917
0.050298345736480836,-0.09039575543172504,-0.1869738169392728,-0.032571447288890165,3.075464959300011,2.2285212542430943,1.408784709733151,0.047394003579650366,125.88337616088775
0.1058001003813051,-0.1018208626466655,-0.09811321692795894,-0.07863077136939847,1.9313858186551118,3.1922691002365386,2.983356110501987,0.08335366641555078,114.8225733931981
0.1103204733583521,-0.1003528729342954,-0.1214923104135577,-0.0633434838323221,2.210322510673496,4.097364887778166,2.8630964596381516,0.06836558053003533,105.80039982461213
0.06865765100415235,-0.0913465406003601,-0.1570901921334798,-0.03511356149437013,2.673170809842887,2.75160913522801,1.4943437617080781,0.04906405270984029,119.8332588057502
0.0607550941172941,-0.1024645536433327,-0.08404292603530403,-0.0354258722365927,1.8628980027410234,2.7612229458598008,1.938466208492486,0.05445010784976947,115.88603077976182
0.1281646517652264,-0.08861521164008067,-0.09996413093199996,-0.06988701822938083,2.048079284677629,4.766809617462603,2.781560715893348,0.06992079899116457,115.55872062855548
0.08395851557699606,-0.1083505476540559,-0.0722216921256478,-0.05314411475876892,1.5818873568836307,3.0467514646901535,2.204627502896374,0.06905428197924393,113.13068192838634
0.08702328020071605,-0.1126917652599842,-0.1248423792864835,-0.07007882789085053,2.125475694372194,2.1022841721918852,2.3839020678617833,0.08348971901976449,128.38226914060604
0.04777103200840069,-0.09483798186399428,-0.1198396858763394,-0.017018689632074018,2.222501947195353,2.528101531682497,0.6090320247874479,0.05372863143368208,172.60226826727964
0.1224788277433929,-0.1100848986665714,-0.1963588413743756,-0.07668676442013851,3.321989929968542,3.6322405749648685,2.748279055149451,0.07906786445291836,124.59333888778457
0.0276066332319698,-0.09576413947881857,-0.09711243872987158,-0.0123173978127875,2.220674795667834,1.389039392885834,0.2400667702479105,0.049448538156605534,197.4352510097387
0.01243766497163402,-0.1009354470195791,-0.1445094950502272,0.001877210112228161,2.55793110091807,1.519057037481886,0.3224083580691348,0.037034517032992785,415.15584614976115
0.09709547545047686,-0.1021968580044016,-0.09671632721885592,-0.0623784112572229,1.890610988898432,3.984966703289075,3.16703581193469,0.063619153067176,109.80192789566127
0.07735694698795206,-0.06791954080879206,-0.1254126555363703,-0.0306328012088855,2.506821412222668,3.1641505231973235,0.920962270511508,0.0463962747205575,179.76349134141358
0.07356864345967995,-0.120309452884122,-0.07626321335041067,-0.0446216683246059,1.7706368619900992,2.747245960916066,2.2361711805604303,0.06409036668908849,117.79740781101307
0.0944032395342929,-0.1159185429097122,-0.09835850013693287,-0.061560106102860064,1.957262889642065,3.1437525585127015,2.950549936830978,0.07219597720648746,116.71572224963764
0.1689788995064528,-0.09550904347773448,-0.1244159150594141,-0.1006389215381922,2.208356855737788,5.269018078979253,3.75226132642489,0.08905620747485707,112.4612815559618
0.06783572875970831,-0.09224805535169436,-0.1233936563499611,-0.03787524846535553,2.17635851544492,3.385037599691456,1.8049804615825111,0.05826492881797238,117.53138335495503
0.1006446719220456,-0.1028918883280413,-0.1101771316145623,-0.06214568890885507,1.9701144446934942,3.361964196022551,2.8448901213126234,0.07317218273990718,123.58918300166846
0.05950458995117203,-0.08053122333393271,-0.1846230142382501,-0.02632585846616722,3.029425286626128,3.290753528533591,1.5409485659496889,0.03682741670515501,140.77789417873032
0.09804617913052463,-0.08419732867341413,-0.1466630298478346,-0.05007926489369313,2.537309831050466,3.946248754030439,2.146754259649198,0.0538761113540119,110.24051933147165
0.06484150626594606,-0.1003067236696954,-0.1071338582282273,-0.0438977197165154,2.066396878530428,2.331142806476889,1.624281722250881,0.058527119498236614,115.08091739259652
0.1674319727784086,-0.1068734853618566,-0.1282502488631509,-0.1047555870316792,2.2770874682149382,5.334221793802072,4.2182378236889155,0.0928518207171265,116.5468024319479
0.1011623598655759,-0.09589317069343338,-0.1464843485811315,-0.061732878173662485,2.746737823845028,3.50925160856575,2.328778953609334,0.06941191211813638,111.88009553334714
0.1207582920858665,-0.1188683242263657,-0.1138059957929262,-0.07854671938088129,2.2137377908082816,4.097649107806578,3.6050101499583547,0.076374591951879,109.70238392839599
0.0535708746243719,-0.09483678263768272,-0.05075486909565265,-0.028284642141128313,1.4600333085318031,2.5497816033856937,1.3324685815555029,0.04666861125534581,136.30695374543856
0.0539650380563782,-0.09314019120907703,-0.1162917056538386,-0.019032720748457767,2.092873295567897,2.9213217841863988,1.46438768914574,0.03886761770770192,171.45842451625896
0.08758040173698657,-0.1123293390672907,-0.1228869488853468,-0.06043629541467279,2.2033124055985898,3.126740754600166,2.658447167227978,0.07183206494151582,108.5668142837936
0.1364593812337773,-0.1236811690849295,-0.07963276369558134,-0.08269713464256842,1.7247639081887243,4.294269737763201,3.4719102107191278,0.08742061673610338,113.57343096991335
0.1237638761142226,-0.1045766085713302,-0.108974870251178,-0.07216997083816942,2.08982347167611,4.507662886976666,3.318229962113583,0.07185899627468734,106.53028938448418
0.05913276672309652,-0.1073965071598523,-0.07875739818877704,-0.038896486794262136,1.7430428922902867,2.365139065730413,1.491209356124642,0.06138498163505835,125.79984704622362
0.09827665119526537,-0.09157111726057353,-0.1117612497344612,-0.051227410161806416,2.2835801417180823,3.521448760504143,2.0541408015082734,0.06137596470356574,116.58000084636492
0.07185186707515331,-0.09458333337831322,-0.1271439593509101,-0.045698387065463,2.507083498987487,3.095095870709667,1.997202518696329,0.059569465952950276,115.73745795064328
0.08786677678650458,-0.08750023265657875,-0.081481172377386,-0.0486125283426159,1.8813457385730243,3.7587361394020022,2.136854048594267,0.05762206254246768,114.68124155394268
