NUP,NDO,NST,NSEA,AST,BUP,BSEA,PP,MSS,chi
0.07068536995135796,-0.125026705003992,-0.1399196748181161,-0.053750911656238465,2.367967034009169,2.2894231622870582,2.180723783771944,2.875632028216981,0.3496963736895791,118.61043153422673
0.1188356585979292,-0.1082593229312931,-0.1179503851315323,-0.06402224859431224,2.242665799009506,3.7309901843178284,2.159512874577832,3.582929618126629,0.4320899009185654,108.95847908411875
0.0902588639546474,-0.1107896179577059,-0.09316055021443592,-0.058883437111209726,1.8203765640598932,3.344038154117849,2.603100243814148,1.901100640473424,0.239285885535321,135.09532356348353
0.05093838203400575,-0.112859320568048,-0.1093429695562215,-0.02057552886479453,2.1403750268432353,2.618165238441548,1.3919110270701658,2.718896546677375,0.2575072375222622,149.76384564175157
0.08227374180980976,-0.1050234100047471,-0.09396806318991588,-0.042598823889980014,1.865686895959321,3.3778739399413635,1.977735397294896,3.1273597393073986,0.3358631396876002,109.86078628467986
0.09395955054073897,-0.1105808990037709,-0.1119720349034122,-0.05460629999935867,2.2156526916800092,3.231980723070618,2.2268168056967546,3.479964337130549,0.3790395518794794,109.23325449162036
0.113745335548528,-0.1120248584837958,-0.11041500137262,-0.05688181959207665,2.067579577073666,3.9582306716636224,2.215378941653226,3.732946887206208,0.4367571819806121,109.86885423788286
0.08281077085172757,-0.1425782279095524,-0.07212958625298388,-0.05770751316416053,1.582860433411623,2.1110268646571697,1.815632609321089,2.072913685318805,0.3237051627548226,155.93269572220964
0.08924962816566029,-0.09507785948233766,-0.1004641136407178,-0.02875770825443533,2.180703547384305,3.4723893592770616,0.936090829479179,4.365007703409984,0.4478369364236089,200.2093084226829
0.1064175824685274,-0.1266627376491341,-0.1195356650564754,-0.058652450191492726,2.132380589529626,3.2590289144938285,2.070823817686243,1.9254121769656458,0.2841841133130555,155.52978867023882
0.1093139650078074,-0.0974110470423955,-0.1032960502521716,-0.06437896479257214,2.113530616630051,3.446850161503092,2.0338165953590033,3.9315537075133884,0.4566529639474582,110.88767197383854
0.08210069877177192,-0.08770965298628994,-0.1383210054229171,-0.0343137387658782,2.626535557367071,3.24965953872056,0.9148803476121858,2.8711815390415287,0.2905964140073026,125.80556793879416
0.06925254195681273,-0.0947593760694334,-0.07507606292357907,-0.03545026613978751,1.7329285137197692,3.1849720255578937,1.8761298654593832,4.426986266938685,0.4334955289036354,135.05859368384813
0.1385763415318067,-0.1247538275324007,-0.1001414815719379,-0.09100756102495347,1.808973803252291,3.802325815672928,3.1820530210426385,1.291637961228165,0.2179206681181867,507.4063384975208
0.1376182058582733,-0.1056371533445297,-0.1481116350513444,-0.0902413987297916,2.527868510457704,4.126250977822308,3.294358306056707,3.835051520816148,0.4749609794331008,113.07212446947773
0.1190634349949457,-0.1187412323691706,-0.1294905115490521,-0.07756315025132487,2.173794131366331,3.9118427346576063,3.027828273869282,2.147173475537844,0.2952920780788094,117.21394759481458
0.08422365179561765,-0.07193243237268271,-0.1598310800222206,-0.05429694494749942,2.8456441819333365,3.6122073521894986,2.380223495042783,5.423225030495272,0.5617181936492667,172.97275126250787
0.1098462249334341,-0.1204889054592164,-0.107846119658299,-0.07545146914145542,1.957355373591979,2.9590813347059113,2.598493680578119,1.5347525264619657,0.2289745589800749,239.53992068896008
0.119308408554775,-0.1087239162278765,-0.08732446713144876,-0.0726644389267398,1.712736283478282,3.709415168221084,2.605192794250372,3.297133540446179,0.3990548744680997,109.96662825634058
0.06256318057496937,-0.1064654980683068,-0.1055272172128126,-0.01887222377866447,2.2319452699909066,2.7524478256260934,0.5552192146209989,2.19794624440828,0.2144378189769907,197.29967237822706
0.1155680026089424,-0.1244987062568379,-0.1109452326367787,-0.06969212886987007,1.919847081871559,3.5784401907593466,2.5778578133010916,2.8630539911986412,0.3668919826263756,109.52637249244052
0.1127372842472527,-0.1109733349494551,-0.1207763270331895,-0.06048398481957808,2.13423098228435,4.231007982335747,2.588638667926169,2.756517958746755,0.3310349613092221,109.1647410624262
0.1063001038378498,-0.1159857024739893,-0.1388429181592312,-0.07226202216366061,2.491238164634332,3.349073431321535,2.744897661722317,3.766733527507213,0.4590565668926493,110.90044073355315
0.08798797556507815,-0.09659570958554266,-0.1140186520473317,-0.051401053174645016,2.079927350638797,3.3564186317006532,2.123348267510876,2.726647243664313,0.2909043925756586,107.15203997584868
0.05658214308675626,-0.07458146848746597,-0.1024637633365384,-0.03476480474130123,2.054792606882518,2.4750803927800566,1.058654604288446,4.099922743312596,0.4036028988412745,125.91545096243469
0.035851908183357685,-0.0633014255284845,-0.0966965980697968,-0.01844252173431851,1.975665799219144,2.9702399948892766,1.328377588390028,4.306961738440768,0.3912738006195787,252.02810353750436
0.1274355305350036,-0.1108905309945995,-0.07744309131982921,-0.07429728938152548,1.648063377977375,3.8221474848474077,2.666874593529978,2.472511677461166,0.3187137779541608,115.12932960986188
0.1047769662022646,-0.1170231787343448,-0.1139750142299321,-0.060737080095079235,1.991118658989931,3.9026298971126563,2.985411745386334,2.5820090652150096,0.3026752918235301,110.40001816789865
0.1138126116474686,-0.1006263131458629,-0.1338854390364197,-0.06867147649596715,2.40914728235629,3.757512085991499,2.471596421094355,3.2837242244293527,0.3678725888164909,111.40547374662707
0.1257554945106398,-0.1287440855478161,-0.1028814459598769,-0.08610847053581494,2.013437022627262,3.369987638299706,2.854882642191809,2.2243530710166346,0.338653052906292,129.63995543782048
0.01575493976819746,-0.1096238262561011,-0.1125702504752008,-0.00796809835199043,2.152448369255481,1.729963469090941,0.9940937460191636,3.0861381320097863,0.2844108342191962,273.026661946985
0.1075619824547156,-0.1124756480107897,-0.1392055184004037,-0.06251131454932868,2.4263414457734838,3.690752086675346,2.308683106052159,2.513040614342334,0.3112226640540487,108.53487262700851
0.0677275795467249,-0.1009475749733716,-0.1012796503341796,-0.039275107051584816,1.958200655807612,3.0251440527593565,1.8999569230976467,2.763951073188445,0.2700771145508944,111.10358157202776
0.05504538724851177,-0.1055426178322585,-0.1029710812935248,-0.029020507530594687,1.960167410629658,2.676471423412063,1.5617399419716298,2.451439524876696,0.2329999324744434,117.79389305105546
