	NUP NDO  NST  NSEA  AST   BUP  BSEA   PP
  0.1345564640228218     -0.1165934430506277     -0.1057830166339533     -0.9543060051264812E-01   1.845178873530295       4.826927850592748       4.526030091679187      0.9269387341649597E-01
  0.1408841493163217     -0.1068732738190789     -0.1559897458146322     -0.8922397880554572E-01   2.440074631485210       4.840372140994978       3.850085786453830      0.8252696791097393E-01
  0.1336933037062928     -0.1025547700313332     -0.1233986338163190     -0.9444009710196684E-01   2.086250844419043       3.897823247045380       3.492501340084055      0.9037943215995756E-01
  0.7097091924472285E-01 -0.9716458613243251E-01 -0.1016124753411480     -0.4259536567303582E-01   2.075771099485304       2.947816807971677       1.708930424096826      0.5841286719753273E-01
  0.6268777381132776E-01 -0.1010725489984987     -0.1542836290753543     -0.4212653785645427E-01   2.463652558745635       2.146935401352947       1.306171596892833      0.6952423604936335E-01
  0.1057378296866873     -0.1148756241154421     -0.1107887519870119     -0.8061925272834256E-01   2.035989426944707       3.235786029859910       3.026861424252743      0.8467538993728735E-01
  0.8516495550753800E-01 -0.8098768116287687E-01 -0.1333813823216593     -0.4403431647747413E-01   2.364311426972752       4.206351690824970       2.345568681608612      0.4367799961731512E-01
  0.5794813653439328E-01 -0.9246621756361866E-01 -0.8915148053636192E-01 -0.3691250342635073E-01   1.955750118850540       2.151081833780494       1.236738875830089      0.6487386115709061E-01
  0.1578891044518533     -0.1113795171801301     -0.1196916301112181     -0.1089475022296066       2.138234541462953       4.924785437351437       4.504389388135866      0.9645001664728534E-01
  0.1442408932375063     -0.1190572599584666     -0.1149239451535508     -0.8989905692965915E-01   2.131405977404631       5.017902098435382       4.052477340110621      0.8040123737841222E-01
  0.1051119998781301     -0.9546614323264135E-01 -0.1584767593862120     -0.7059102972230361E-01   2.667000760661457       3.855741601173864       2.997197495811993      0.7854675682355346E-01
  0.1226317698507043     -0.1126970413750258     -0.1111034387131476     -0.7851196053681708E-01   2.099300098296169       4.345629041929316       3.599777751083066      0.7585120181049065E-01
  0.1130533842944878     -0.1075706677580848     -0.1186823416620775     -0.6756530293244611E-01   2.088096801564955       4.573218011406546       3.441764373373087      0.6631981421367797E-01
  0.9108893608050898E-01 -0.1082371091194937     -0.1349288486779170     -0.5588605722536797E-01   2.405108266230798       3.241890970762970       2.754493833027591      0.6734201396169792E-01
  0.8919273749243636E-01 -0.9815284245243730E-01 -0.1255483053218000     -0.5934674363122347E-01   2.383725574634071       2.856950545741060       2.096981021353356      0.6920500318685757E-01
  0.9610280780741108E-01 -0.1162016703455468     -0.1440629912129360     -0.7167449770722703E-01   2.379896113941246       2.936619264480418       3.066605927602573      0.8501274013734386E-01
  0.7010784980371237E-01 -0.9378899741225485E-01 -0.1153573091544844     -0.3428170799359115E-01   2.213997764296426       3.238220811265391       1.945596292777232      0.5478628055524420E-01
  0.9334381264019248E-01 -0.9479712059306182E-01 -0.9241794266857242E-01 -0.5350183930305016E-01   1.863823344498010       3.719100165897369       2.143815982471665      0.7092645763280814E-01
  0.7408730747491117E-01 -0.8639164120457463E-01 -0.1299786607105644     -0.3978094560008523E-01   2.473060384159790       2.820424049165115       1.238106207416618      0.5852951274491015E-01
  0.9776437155131666E-01 -0.1114062898865749     -0.1012252578258714     -0.6450831410221142E-01   2.044569960283031       3.319690835469693       2.781035459003835      0.7508508742165511E-01
  0.1069717951054326     -0.9330937569448469E-01 -0.9886644392858938E-01 -0.6230427838124852E-01   1.974484284961500       4.288497706052894       2.799664888211681      0.5998903422694302E-01
  0.7409653069905729E-01 -0.1084405909027616     -0.1186494493445239     -0.4490994851624008E-01   2.231475211169964       2.723577983332798       1.673918308012715      0.6879510164640389E-01
  0.1191925165163158     -0.1092790485875652     -0.9577479861796985E-01 -0.7665636678936311E-01   1.863215738328173       4.082274851439028       3.672985082685602      0.7442621471168490E-01
  0.2947060008199488E-01 -0.9140959898051529E-01 -0.1203381853886713     -0.9482449391109031E-02   2.274275685417376       1.786442256625975      0.2563357018893568      0.3793723821861972E-01
  0.9926803201325426E-01 -0.1007749538010025     -0.1119076474759305     -0.5924765428071063E-01   2.225219590705118       3.405307302858600       2.238389604707955      0.6652764212466562E-01
  0.4824658546882238E-01 -0.1017343566028021     -0.8720249889481424E-01 -0.2850280932145795E-01   1.793280504871563       2.517508235015729       1.644145689526542      0.4986316754637776E-01
  0.8487957053995783E-01 -0.1080364982269120     -0.8354824829585093E-01 -0.5702501307679340E-01   1.478541885983621       3.219045456380447       2.812317374242734      0.7599323764702288E-01
