,NUP,NDO,NST,NSEA,AST,BUP,BSEA,PP,chi
183,0.1152768770504292,-0.1152875198232502,-0.1418354739592183,-0.0827864222998792,2.481992468481495,3.274321318567233,2.935201837345605,0.08596209955903418,110.055462307195
185,0.11329100397844,-0.1046142238726634,-0.1241617432080626,-0.07754466300493586,2.279298365528008,3.69659660830121,3.2033070334437914,0.07810037542130799,109.28242577387002
186,0.1217561125930746,-0.08355338203039014,-0.1547750443647516,-0.05825335351199115,2.6776786301823168,4.884113337571479,2.4910279074664468,0.05605780212235149,115.46120050102938
188,0.06848392423596555,-0.08881231904465503,-0.1432148953266618,-0.04121829762204711,2.485913428567503,3.016971288878007,1.870022246145771,0.05003339649975795,110.01221056747326
189,0.09496688436280776,-0.1072766579067085,-0.1120676437424566,-0.05369115257712275,2.10711898653048,3.5299891231586407,2.535936954399521,0.058846640516833824,111.68314640015188
191,0.09890456061445156,-0.09828470613051277,-0.1157354101099324,-0.06653896272084095,2.1492665998389406,3.866290635610122,3.042070911225072,0.06762219560912061,109.04445121572832
196,0.1629412755946942,-0.113720247281642,-0.1353620232840819,-0.1020843016373714,2.2078533590171547,5.33886999248833,4.5564828134219,0.08846544539280707,120.10103510408962
197,0.1138141697662909,-0.1102130137436791,-0.1059838813260061,-0.07534482413744817,2.047555417740329,3.401238651508923,2.822991746684338,0.08414531911667468,109.65899509923656
198,0.1062349215547221,-0.0995710864993498,-0.1207050448787455,-0.061293976704347275,2.2908412344985307,4.066997555595068,2.722890731844688,0.07418075304198282,110.21220869251907
199,0.09872996682798993,-0.1008670468319549,-0.1461747897561553,-0.06633710779254258,2.603101677452388,2.891448999196932,2.154381330718478,0.08263335499399319,113.23210125065994
200,0.1026730938829157,-0.09233865026041818,-0.09237807296061516,-0.05511330620522095,1.965673182810969,3.9958020793496183,2.155362935346929,0.06417207770921135,112.481670452084
201,0.08798819118323177,-0.1021628790545234,-0.1165692815671141,-0.05451498987901041,2.216106315679909,3.345963690810939,2.428948996521957,0.062307243568466536,106.48128378674387
202,0.1038200531523392,-0.1098333476727001,-0.1203059610281048,-0.06809540350596023,2.188619310270299,3.595202674103859,2.885300988357339,0.0730873465056391,106.30151102532288
204,0.1044964089811087,-0.09136786517447702,-0.1319163055112276,-0.06788753779583602,2.454134721572301,3.22206125981996,2.295617672148107,0.07211547781238195,113.06638007272993
205,0.0920172726371123,-0.1074200419518829,-0.1140768783690634,-0.058486069982815476,2.147401448550766,3.61659848802604,2.681018736641117,0.0692851621080139,108.96733769067257
206,0.07688034506420166,-0.09942960328649583,-0.1054232653919971,-0.04183247674301063,1.977919012136374,3.028630364662733,2.0297962754362917,0.05188475599707675,113.6958477021252
207,0.06473436096691673,-0.08030424886116991,-0.1035766915629863,-0.038591276286336816,2.056271639260995,3.00662667774942,1.9987216012214144,0.04612655474262373,114.61621263777495
209,0.09012762617493893,-0.08726725329461511,-0.1014713035743988,-0.047152900437540515,2.22132911203945,3.2191850351995783,1.462085243014095,0.05928770178094218,115.45997476029673
210,0.1286208408296171,-0.1001940243498735,-0.1211406620974697,-0.07119142411818896,2.188091104418362,4.76641002510414,3.074758180504851,0.06706408199351142,113.14166300145357
211,0.09319045638693052,-0.1051024412597669,-0.1437523293911575,-0.05360751180956693,2.416364230902025,3.326738328761416,2.356532837263396,0.06927102570440556,112.35866714910068
212,0.0806895405444001,-0.0888573482311891,-0.143083798161259,-0.04967100741021843,2.4535297057722807,2.615031194426148,1.689224293837292,0.0635893504391951,115.21215072865068
214,0.1132969659756337,-0.09669296984278623,-0.1262266109767626,-0.05976088999036438,2.388349556378123,4.20542324709638,2.51461988594725,0.06866105174724517,107.2139286991603
216,0.07757327313905145,-0.10078047062524799,-0.1197227882156736,-0.055552609816642236,2.224377717893272,3.0839661969187717,2.45165566668531,0.06940932571673855,113.08235935594402
217,0.09118410208467742,-0.08829299073435698,-0.1222914187880322,-0.06080614951239921,2.189807544402657,3.40713296426153,2.635576877360478,0.06905650561513843,112.11538356348429
220,0.1015644196852595,-0.08592734292973933,-0.1196403718121175,-0.05086896681002795,2.219629058190977,4.066148231329887,2.066984912218227,0.06089661653443972,107.6507643698308
221,0.0830295320608912,-0.1002481815430108,-0.08414545278233768,-0.04707088298425634,1.885433116212835,3.0649695054735697,1.92666322407994,0.06463456727677074,110.8985395428193
222,0.1198062614911505,-0.1326441451127465,-0.08034576309899198,-0.07600096644242424,1.66438869173728,3.791842450787527,3.235737867533181,0.09165945759816624,116.57723379012518
223,0.08686652672235487,-0.0948898707124996,-0.1072473616208185,-0.0521252819795287,2.25199119595878,3.358067708974867,2.487188348954476,0.052962383845212416,118.04142297111102
224,0.1087281951798745,-0.1098539696430587,-0.1229702767701969,-0.06604672815926374,2.2547018447949267,3.450968263556339,2.656682597480997,0.07053790780204364,111.5972387786334
225,0.08169659907499242,-0.1054058270940246,-0.07547828406216339,-0.053151331053810966,1.609202819143579,3.076015747724101,2.391324231851324,0.07447959814869849,113.63463461241943
226,0.09759104476016216,-0.1151155002850925,-0.08954636599442252,-0.05821846729188181,1.736996023108663,3.261736563356932,2.7600664743775143,0.0700750170795425,117.90500233172487
229,0.08435895378247754,-0.09909145246090634,-0.08045456193329688,-0.04522345684433218,1.8186325867806488,3.3268054172017933,1.916492934370031,0.06156245026241191,110.37036778249905
230,0.1063951773812347,-0.1055089700935519,-0.1007781314608239,-0.060251434228557214,1.9947714511245311,3.2220335761974104,1.948925397417365,0.07152098075375275,117.3211630456478
232,0.09850655278435956,-0.1108510855924099,-0.06556422591544478,-0.06191806739147228,1.5613065614538728,3.700489722356157,2.840539067813684,0.0782372369329083,119.63675028614988
234,0.0786396025216903,-0.1127551449756996,-0.1288460054109707,-0.04916441697257062,2.2261442211977798,2.845097931790176,2.13124231307808,0.0726472003529268,111.81413146162936
237,0.1026179745948293,-0.119102557325664,-0.1050106623935466,-0.06503119757800653,2.153488954522646,2.919427375906106,2.32253418547896,0.08134263880403497,114.81772796528317
238,0.08858321674657417,-0.10095377197659401,-0.1244646141543288,-0.056868619844316924,2.3048713817060023,3.314204566471392,2.399875263884774,0.0685176121844212,106.36492380900258
241,0.1375495034180698,-0.1223016177635249,-0.1015537733608033,-0.0811276732264459,2.0877956433647418,4.562306723771728,3.7510935381332926,0.08147057771700503,115.42729039549394
242,0.1040847993284622,-0.09893193736730534,-0.1592032128021882,-0.05993017421567055,2.603348283466766,3.63148981219001,2.4876801317379043,0.06681998007884217,110.7138641262078
243,0.1320563053401094,-0.1123656600517098,-0.1224356630548817,-0.07903392574423103,2.081503826549647,4.110095912604819,2.730479580077997,0.08495884101983134,119.96817145677534
246,0.1064310919552622,-0.1009837947053985,-0.1323006884392969,-0.061264748701792764,2.497582861301883,3.826216172312377,2.429434314229112,0.06542574240988437,109.77340504806804
247,0.1217915377262018,-0.1035042117272945,-0.1634227304999535,-0.0688124502074957,2.874907677525031,4.079975123861598,2.524357131999554,0.07308928361105113,112.89985844031565
248,0.1332442453625646,-0.09896799684089314,-0.1197071566349004,-0.09142672124618248,2.253394431467911,3.830309966042247,2.986789876904606,0.09034458815253096,110.3316043246943
249,0.1071012501955497,-0.10012694045797901,-0.1268882550620894,-0.061041133016281876,2.136563847828826,4.640591064581109,3.152520521994322,0.06645316477118586,116.27220961600591
253,0.1139181713221376,-0.09634573237630788,-0.1768739333180355,-0.06681178791820082,2.97058554262504,4.178111168565668,2.706571360868765,0.06950333668715844,112.98374654646489
254,0.1097685347994381,-0.11292928614032799,-0.10201694310593198,-0.07072100285792374,2.031035378957374,3.650370965979624,2.868478693671735,0.07522594381376457,107.43967263452716
255,0.10611470192474799,-0.09731300541725824,-0.07679491242874761,-0.056095630594459184,1.789020524768613,3.6270939196515455,1.9588509969308616,0.07824625167294642,118.16155093609731
256,0.131116820261232,-0.1061680894557652,-0.1275634968479344,-0.07942219820010447,2.465303968956108,3.886296983977529,2.623328997533772,0.08353997478635727,110.7587717199253
257,0.1166752788815755,-0.1100781440682509,-0.07256828454357628,-0.06915129490540885,1.674289615485606,4.395987378383037,3.36979462157892,0.06626813980008725,116.66299671220152
258,0.1037647434982813,-0.1177244604256974,-0.08794893531643723,-0.05777959677319745,1.7885317519811048,3.423240956939652,2.1419847066381954,0.07304777986930963,117.15380486084105
259,0.07806792937092469,-0.1249905840334339,-0.09379605342464828,-0.051542774880947835,1.943004113936802,2.623494837005103,2.597792862957978,0.06731379525047884,117.7164384313762
260,0.1439718382411977,-0.1112983596465186,-0.1477073942125922,-0.08390838282298921,2.581744582396206,4.641355891475169,3.2842518717711564,0.07942528937544174,109.30849933694294
262,0.1016908608791006,-0.1076347385613974,-0.1463895603996604,-0.0728719873598703,2.483669132534213,2.93544464108891,2.715365327551773,0.07895039337486535,115.91404713862164
263,0.11144622838771799,-0.1177781146099761,-0.07385026681395776,-0.0677932899873086,1.619897724960104,3.7215030529676567,2.865976249866729,0.07897380344161709,111.83794219331702
