	NUP NDO  NST  NSEA  AST   BUP  BSEA   PP  MSS
  0.7068536995135796E-01 -0.1250267050039920     -0.1399196748181161     -0.5375091165623846E-01   2.367967034009169       2.289423162287058       2.180723783771944       2.875632028216981      0.3496963736895791    
  0.1188356585979292     -0.1082593229312931     -0.1179503851315323     -0.6402224859431224E-01   2.242665799009506       3.730990184317828       2.159512874577832       3.582929618126629      0.4320899009185654    
  0.9025886395464741E-01 -0.1107896179577059     -0.9316055021443591E-01 -0.5888343711120973E-01   1.820376564059893       3.344038154117849       2.603100243814148       1.901100640473424      0.2392858855353210    
  0.5093838203400575E-01 -0.1128593205680480     -0.1093429695562215     -0.2057552886479453E-01   2.140375026843235       2.618165238441548       1.391911027070166       2.718896546677375      0.2575072375222622    
  0.8227374180980976E-01 -0.1050234100047471     -0.9396806318991587E-01 -0.4259882388998001E-01   1.865686895959321       3.377873939941363       1.977735397294896       3.127359739307399      0.3358631396876002    
  0.9395955054073898E-01 -0.1105808990037709     -0.1119720349034122     -0.5460629999935867E-01   2.215652691680009       3.231980723070618       2.226816805696755       3.479964337130549      0.3790395518794794    
  0.1137453355485280     -0.1120248584837958     -0.1104150013726200     -0.5688181959207665E-01   2.067579577073666       3.958230671663622       2.215378941653226       3.732946887206208      0.4367571819806121    
  0.8281077085172756E-01 -0.1425782279095524     -0.7212958625298388E-01 -0.5770751316416052E-01   1.582860433411623       2.111026864657170       1.815632609321089       2.072913685318805      0.3237051627548226    
  0.8924962816566029E-01 -0.9507785948233766E-01 -0.1004641136407178     -0.2875770825443533E-01   2.180703547384305       3.472389359277062      0.9360908294791790       4.365007703409984      0.4478369364236089    
  0.1064175824685274     -0.1266627376491341     -0.1195356650564754     -0.5865245019149273E-01   2.132380589529626       3.259028914493828       2.070823817686243       1.925412176965646      0.2841841133130555    
  0.1093139650078074     -0.9741104704239550E-01 -0.1032960502521716     -0.6437896479257214E-01   2.113530616630051       3.446850161503092       2.033816595359003       3.931553707513388      0.4566529639474582    
  0.8210069877177192E-01 -0.8770965298628994E-01 -0.1383210054229171     -0.3431373876587820E-01   2.626535557367071       3.249659538720560      0.9148803476121858       2.871181539041529      0.2905964140073026    
  0.6925254195681273E-01 -0.9475937606943341E-01 -0.7507606292357907E-01 -0.3545026613978751E-01   1.732928513719769       3.184972025557894       1.876129865459383       4.426986266938685      0.4334955289036354    
  0.1385763415318067     -0.1247538275324007     -0.1001414815719379     -0.9100756102495347E-01   1.808973803252291       3.802325815672928       3.182053021042638       1.291637961228165      0.2179206681181867    
  0.1376182058582733     -0.1056371533445297     -0.1481116350513444     -0.9024139872979160E-01   2.527868510457704       4.126250977822309       3.294358306056707       3.835051520816148      0.4749609794331008    
  0.1190634349949457     -0.1187412323691706     -0.1294905115490521     -0.7756315025132487E-01   2.173794131366331       3.911842734657606       3.027828273869282       2.147173475537844      0.2952920780788094    
  0.8422365179561765E-01 -0.7193243237268271E-01 -0.1598310800222206     -0.5429694494749942E-01   2.845644181933336       3.612207352189499       2.380223495042783       5.423225030495271      0.5617181936492667    
  0.1098462249334341     -0.1204889054592164     -0.1078461196582990     -0.7545146914145542E-01   1.957355373591979       2.959081334705911       2.598493680578119       1.534752526461966      0.2289745589800749    
  0.1193084085547750     -0.1087239162278765     -0.8732446713144876E-01 -0.7266443892673979E-01   1.712736283478282       3.709415168221084       2.605192794250372       3.297133540446179      0.3990548744680997    
  0.6256318057496937E-01 -0.1064654980683068     -0.1055272172128126     -0.1887222377866447E-01   2.231945269990907       2.752447825626093      0.5552192146209989       2.197946244408280      0.2144378189769907    
  0.1155680026089424     -0.1244987062568379     -0.1109452326367787     -0.6969212886987007E-01   1.919847081871559       3.578440190759347       2.577857813301092       2.863053991198641      0.3668919826263756    
  0.1127372842472527     -0.1109733349494551     -0.1207763270331895     -0.6048398481957807E-01   2.134230982284350       4.231007982335747       2.588638667926169       2.756517958746755      0.3310349613092221    
  0.1063001038378498     -0.1159857024739893     -0.1388429181592312     -0.7226202216366061E-01   2.491238164634332       3.349073431321535       2.744897661722317       3.766733527507213      0.4590565668926493    
  0.8798797556507815E-01 -0.9659570958554266E-01 -0.1140186520473317     -0.5140105317464501E-01   2.079927350638797       3.356418631700653       2.123348267510876       2.726647243664313      0.2909043925756586    
  0.5658214308675626E-01 -0.7458146848746597E-01 -0.1024637633365384     -0.3476480474130123E-01   2.054792606882518       2.475080392780057       1.058654604288446       4.099922743312596      0.4036028988412745    
  0.3585190818335769E-01 -0.6330142552848450E-01 -0.9669659806979680E-01 -0.1844252173431851E-01   1.975665799219144       2.970239994889277       1.328377588390028       4.306961738440769      0.3912738006195787    
  0.1274355305350036     -0.1108905309945995     -0.7744309131982921E-01 -0.7429728938152547E-01   1.648063377977375       3.822147484847408       2.666874593529978       2.472511677461166      0.3187137779541608    
  0.1047769662022646     -0.1170231787343448     -0.1139750142299321     -0.6073708009507924E-01   1.991118658989931       3.902629897112656       2.985411745386334       2.582009065215010      0.3026752918235301    
  0.1138126116474686     -0.1006263131458629     -0.1338854390364197     -0.6867147649596715E-01   2.409147282356290       3.757512085991499       2.471596421094355       3.283724224429353      0.3678725888164909    
  0.1257554945106398     -0.1287440855478161     -0.1028814459598769     -0.8610847053581494E-01   2.013437022627262       3.369987638299706       2.854882642191809       2.224353071016635      0.3386530529062920    
  0.1575493976819746E-01 -0.1096238262561011     -0.1125702504752008     -0.7968098351990430E-02   2.152448369255481       1.729963469090941      0.9940937460191637       3.086138132009786      0.2844108342191962    
  0.1075619824547156     -0.1124756480107897     -0.1392055184004037     -0.6251131454932868E-01   2.426341445773484       3.690752086675346       2.308683106052159       2.513040614342334      0.3112226640540487    
  0.6772757954672490E-01 -0.1009475749733716     -0.1012796503341796     -0.3927510705158482E-01   1.958200655807612       3.025144052759356       1.899956923097647       2.763951073188445      0.2700771145508944    
  0.5504538724851177E-01 -0.1055426178322585     -0.1029710812935248     -0.2902050753059469E-01   1.960167410629658       2.676471423412063       1.561739941971630       2.451439524876696      0.2329999324744434    
  0.9089225268546794E-01 -0.1070889575042638     -0.7462165283371525E-01 -0.4018018518605174E-01   1.616234781832321       3.766547549998104       2.180193817070078       2.603752657247047      0.2589693613599277    
  0.7882193800715846E-01 -0.9693739053520184E-01 -0.1230990825729778     -0.4565627075992817E-01   2.505060173116620       3.164303881505320       1.791342111471786       5.232153733876058      0.5530624732529270    
  0.6926114391983508E-01 -0.1076666111555245     -0.1463659390530669     -0.5385141409344232E-01   2.451520124124136       2.247510301559823       1.933126728710959       3.144436077121821      0.3700513881752981    
  0.6837691899538845E-01 -0.1027757041504882     -0.1316464052835926     -0.4246908540633487E-01   2.158429884508339       2.496593143565672       1.473244262973999       2.178129895552201      0.2509896832244374    
  0.6192065926432621E-01 -0.1047589158259237     -0.1235216420706290     -0.4210729134433389E-01   2.209311285527335       2.377362686887393       1.468825770021647       2.310678611833062      0.2564906825647481    
  0.8425011680046995E-01 -0.9351207305247262E-01 -0.3074734917940095E-01 -0.5765804697207726E-01   1.170546449656840       3.730136519032021       3.077970716553224       3.933544521851895      0.3962956937167711    
  0.4848070850106271E-01 -0.9626838385360828E-01 -0.9133946313298530E-01 -0.2589348735323291E-01   1.958873232988230       3.067732974366097       1.999006722809616       3.889464780655440      0.3650291618025832    
  0.1015505549235127     -0.1084211789091786     -0.7708060187965760E-01 -0.5912382960621547E-01   1.667262630189338       3.518766027540036       2.259013405013592       3.046897929409222      0.3657839004323274    
  0.1520688025544587     -0.1159793202277410     -0.1256561682225195     -0.9094024183116708E-01   2.192665985063980       4.631754159245581       3.400765337182659       1.313187493223210      0.2275955022246361    
  0.1018548718675559     -0.1011681278237069     -0.1253060982238387     -0.5763948032367917E-01   2.324008998442840       3.435914891139390       1.849624380516641       3.556670329449340      0.4133757256610590    
  0.1118998348714172     -0.1176880750837885     -0.7193659635099695E-01 -0.6928107112671132E-01   1.378091042610656       3.790290459553432       2.944506581040115       2.434840499215123      0.3208495025094886    
  0.9962328865886598E-01 -0.1081006712856717     -0.1221187762860920     -0.5964370097876283E-01   2.029575881315945       3.053949567321679       1.868723854138753       1.973928364904688      0.2648699110485827    
  0.1039663300490432     -0.1217279629763751     -0.1205571418999418     -0.7295528648058364E-01   1.957417458356965       3.285941563990288       2.948366993992741       3.037727739042457      0.3796022578248025    
