NUP NDO  NST  NSEA  AST   BUP  BSEA   PP  MSS
  0.8119986138528359E-01 -0.1266392077088193     -0.8163290409614081E-01 -0.4269472019474031E-01   1.671711723650072       2.868235605146371       1.971972989993882       1.781413632503365      0.2211647104521530    
  0.6447945586477538E-01 -0.1057717864247406     -0.1068228848564914     -0.3283807858631440E-01   2.058895964523788       2.986297428163549       1.696668572914329       3.395136918598153      0.3518337516255569    
  0.6399908147818957E-01 -0.8674007928916186E-01 -0.1385612271644958     -0.2894181446254429E-01   2.565221555635653       2.910728934370839       1.063003191083375       3.980024217644551      0.3850712672639087    
  0.5174082525767286E-01 -0.1088957566031892     -0.9245013754106740E-01 -0.3589334907962922E-01   1.776512713755508       2.216219575554028       1.559616856848237       2.391868842453972      0.2487162863234676    
  0.1418371536943495     -0.1095697122015321     -0.1151126736222433     -0.7249383051817301E-01   2.196170348742797       5.092980692333091       3.042947320242771       3.126324344574547      0.3713284877396100    
  0.1310019997163959     -0.1376135361329419     -0.1329854981302446     -0.9566816417083515E-01   2.128099446156771       3.132155760687763       3.225971444599535      0.6353940267530147      0.1895590580404953    
  0.5970559568363099E-01 -0.8868982732690502E-01 -0.1517813288342452     -0.3177773171247722E-01   2.633962534030108       2.755940446117089       1.381272032015037       4.256712270426659      0.4325029519569369    
  0.5727877472299798E-01 -0.1012066547357609     -0.1176951221255439     -0.2406335889892254E-01   2.171175687478557       2.779897137435622       1.177507868774282       2.106415813938579      0.1905382295157375    
  0.1099295140795643     -0.1025984761319309     -0.1390663625649645     -0.6439155178767590E-01   2.318346634320610       3.559559395756285       2.133047258866671       1.964230129559895      0.2616084967559102    
  0.9485233802554462E-01 -0.1117953288733967     -0.1178290056590841     -0.6000415672070900E-01   2.162571669137892       3.223166397044512       2.234168257061178       3.566311032660591      0.3959829272578848    
  0.7538735620516838E-01 -0.1018910145473930     -0.1571640377012060     -0.3389708307350645E-01   2.744954006152328       3.296502005068041       1.259004149692204       2.700391708138603      0.2787492857598840    
  0.8237038129677635E-01 -0.8726975574554167E-01 -0.1252052649081550     -0.4438674260231359E-01   2.233829288173685       4.029219772754918       2.518817240056833       3.391954807532820      0.3182358568706670    
  0.9376238267227481E-01 -0.1096413022420589     -0.1264248416237982     -0.6646892902266766E-01   2.399559592255343       2.813250978084592       2.486043203848656       3.655193962085744      0.4140023473642254    
  0.1032302014219136     -0.9795959654049034E-01 -0.1127534367782614     -0.6339417764906310E-01   2.148926872830281       3.589763243023457       2.343741680462378       4.459380615181284      0.5052656033349255    
  0.9347971190008218E-01 -0.1099801804431731     -0.9646408700353629E-01 -0.5019524748847382E-01   1.921187563164395       3.817781638685637       2.529359430407514       3.842794276877377      0.4040350000999018    
  0.9241471965255982E-01 -0.1088841258848733     -0.1029104044297342     -0.6126183539617332E-01   2.093678781694470       3.244559664103269       2.491914279414447       4.851644028839617      0.5587414729390757    
  0.9718456684281797E-01 -0.1425173865059276     -0.1099619753865660     -0.7804983672140672E-01   1.995460088534780       2.157113850423431       2.565549935159159       1.197371808711483      0.2193063898434738    
  0.1084436913264514     -0.1210599139047527     -0.1368282890322047     -0.7692440091005047E-01   2.253920048913746       3.421709945978009       3.100128871950675       3.332724399636406      0.4302797124564115    
  0.6394469089391201E-01 -0.8354932960589256E-01 -0.7271436784922249E-01 -0.2392870865864084E-01   1.531684532927069       3.160474963522519       1.106649349975595       3.138116495477748      0.3006767918283838    
  0.6270107986671487E-01 -0.9786786286308213E-01 -0.9908693936146062E-01 -0.2148948276733203E-01   1.939363010843284       3.335018026698390       1.418235119987017       3.351363545464057      0.3102349603493105    
  0.1062021468899414     -0.1274768750308469     -0.1203721270618160     -0.6557481452648166E-01   2.185913052442732       3.114721183392538       2.104344117151178       2.397952064877909      0.3334446863365934    
  0.8635636216976920E-01 -0.1076334897151302     -0.1340333547427460     -0.5798854883504131E-01   2.492647325393504       3.089311838171760       2.423650884105965       5.625551601242233      0.6190780154721972    
  0.8522250993995012E-01 -0.1014217135411874     -0.1539370724124809     -0.5264130894717059E-01   2.575893385003520       3.202120823056209       2.148091066981890       2.610641106464083      0.2926788567793392    
  0.7957259341670260E-01 -0.1049325170053325     -0.1044656048438608     -0.3021889217699168E-01   2.071729064653240       3.090691081335360      0.9768335075373691       1.807850826089717      0.1863486795296743    
  0.5186540311467189E-01 -0.1002459107071078     -0.1349846646590939     -0.2863410108264559E-01   2.429986594215699       2.229983082621150       1.047957404434960       1.863771018827198      0.1854252270032763    
  0.1014778784262446     -0.1162353068355929     -0.8513189573987079E-01 -0.5115360770860656E-01   1.622585322138213       3.695812343907722       2.223157928813330       1.012278140853923      0.1526281328464490    
  0.9623689226288161E-01 -0.1127210669984404     -0.9695717842263915E-01 -0.5541420653423094E-01   2.148596936574921       3.525872095781116       2.340431872886902       5.154663028165515      0.5831616455316083    
  0.6015766646000217E-01 -0.1004573379739758     -0.1258374585609479     -0.3735702225325759E-01   2.137529740604888       2.391110515976218       1.488603181073763       3.354937313921150      0.3655909555823783    
  0.1108994806849526     -0.1314886906002007     -0.1124428706233541     -0.6720650993479980E-01   2.057499455323039       3.593369486061439       2.640669541105123       1.464865265702838      0.2348048067475955    
  0.1297663189680122     -0.9753370739586278E-01 -0.9513268741363827E-01 -0.8707238589637439E-01   1.717870357942290       4.002360199273379       3.231200161970703       2.825510968862023      0.3802734317472840    
  0.1385632802728494     -0.1174732865598907     -0.1232366345927846     -0.8771934473910488E-01   2.181872751875862       3.780426154756647       2.989699118604869       2.237427768868276      0.3185230890922387    
  0.1064445501227327     -0.8497754504795987E-01 -0.1533345187481296     -0.5982447635446592E-01   2.656303566388200       3.803884975612351       2.175671928879794       5.164754748019755      0.5730669529488811    
  0.1169645898062052     -0.1059509812761322     -0.1284054545274568     -0.8821280123240238E-01   2.310720749212319       3.880998092711362       3.712925583217588       4.046047203514666      0.4960063505374246    
  0.7991738141064107E-01 -0.1089526570838375     -0.9515881166241345E-01 -0.4570974787402873E-01   1.785332617958456       2.718800627566808       1.352549954121680      0.8077677509551848      0.1440212408122857    
  0.1091410588124638     -0.9140566375862180E-01 -0.1506598130583519     -0.5237190314968904E-01   2.610640327089923       4.127373964176119       2.166536090852695       2.731143678499630      0.3008344672750349    
  0.1047968272289743     -0.1000165032196163     -0.1581224549104404     -0.6448318049169549E-01   2.586750625635095       3.761700933501086       2.671893153891202       3.199343292193769      0.3607795721239628    
  0.1693351084731911     -0.1425029686579381     -0.1375295956721705     -0.1076670554179018       2.341734200296409       4.630458231825406       3.938044119905318       2.208752835211774      0.3567614705596843    
  0.9603453314026589E-01 -0.1124976417843254     -0.7705868898607884E-01 -0.5794946777637792E-01   1.563349773556856       3.042350472153232       2.069178429333831       2.839902793773322      0.3335136608282109    
  0.5373668323636580E-01 -0.9924865325515375E-01 -0.1096145612424995     -0.1822512573075862E-01   2.286380551751077       2.567941089621466      0.8456414670049006       3.151154004424502      0.2734685785703004    
  0.9835843535097566E-01 -0.1257818039544311     -0.1206030756551139     -0.6411069589851301E-01   2.178478769834682       2.679661788094808       2.146021734972587       1.940030486478543      0.2798129179968223    
  0.1472919608373852     -0.1142509827327884     -0.1373026608543420     -0.7584312037171559E-01   2.544154499480027       5.034333146073108       3.088649696705026       3.066340938221426      0.3862788542685305    
  0.1126118298654510     -0.1190168198857401     -0.1333855043146343     -0.6831903433971474E-01   2.384426830194141       3.919093624562902       2.954714187834380       3.882607974014522      0.4395250961917280    
  0.1176794987185759     -0.1127195451154835     -0.1106223276675923     -0.8443711576384719E-01   2.069452441578103       3.884046400100631       3.603319965900277       3.672577752392168      0.4571849768836110    
  0.1257515200073252     -0.1156570648553111     -0.8407117371511205E-01 -0.6429206781524029E-01   1.855577684850361       4.285779745273666       2.531994563947004       3.461197158569756      0.4137865933926725    
  0.1118519949173324     -0.9377983653879653E-01 -0.1208400978763036     -0.5875771310006649E-01   2.050998960681654       3.850500276575572       1.992503122362166       3.582140416136407      0.4241454819148043    
  0.8394166467008983E-01 -0.1015090420820897     -0.1190131352040158     -0.4133627177514960E-01   2.344688221372900       3.195610845747372       1.408409742793790       2.512946783371727      0.2837815609800719    
  0.1160014646045888     -0.1110696813650179     -0.1063235575106122     -0.7366688095838142E-01   1.890292575643978       3.636391264785094       2.600229908005821       3.218762136884080      0.3967618510432476    
  0.1259231257468811     -0.1245168969768425     -0.1294116404798892     -0.8179241604655038E-01   2.292966416313158       3.171238006816005       2.462645462144059       1.801256754951006      0.2887527793190759    
  0.5581692574364844E-01 -0.8727002421687174E-01 -0.1395390423280845     -0.2487219092796131E-01   2.320422181285418       3.301646402221490       1.880405701952662       3.407199081682655      0.2977264029106925    
  0.1021697064133739     -0.1201882905813713     -0.8907809650210981E-01 -0.6686935961492357E-01   1.651231096069366       3.516508870822997       3.101780456544167       2.883366587131780      0.3564352037510694    
  0.1494773699964492     -0.1166490281503024     -0.1082013897699820     -0.9910842550989807E-01   2.087282696860427       4.179311156354294       3.226811328967521       4.205426722146020      0.5651686441883306    
  0.9948694573425111E-01 -0.1195521484018288     -0.1115171904551275     -0.6620581871831623E-01   2.006308424830988       3.220381636002847       2.629899900642295       3.613689321766496      0.4388538893048256    
  0.1402865167057356     -0.9619020488783363E-01 -0.1374625386620807     -0.7511200375207117E-01   2.265738080083097       4.748414821788401       2.811157632940837       3.099298022973274      0.3751965263874437    
  0.8933847308289580E-01 -0.1044428801589209     -0.1169734622868913     -0.5839092726282800E-01   2.266591693266399       3.541497367907995       2.672338090980841       4.282640757683732      0.4644534131633504    
  0.6649644477189032E-01 -0.9243841351691789E-01 -0.1013508397412022     -0.4881314404832052E-01   2.032297648215585       2.780441792499624       2.097831298808579       4.179754238233381      0.4486328721177374    
  0.8196933042584287E-01 -0.9320776530246692E-01 -0.1405077121846921     -0.5498375106202104E-01   2.348070598946635       2.945447399935331       2.067231404969708       4.697359931732358      0.5126572405776914    
  0.3638813092526288E-01 -0.9532254304339192E-01 -0.1008492690784064     -0.1654269732413884E-01   1.996322557910996       2.438046273968724       1.237671853386962       1.983717934407546      0.1374452183380575    
  0.1348159068690684     -0.1139103271670933     -0.1025771152827122     -0.7133842524805747E-01   1.966596977401509       4.652561092601260       3.054798404518341       2.967010334834112      0.3462110559661525    
  0.1132508450832907     -0.1008283843951933     -0.1161563703370258     -0.8631321812739229E-01   2.112439388000350       3.262030810760808       2.913531453599936       4.191227867244535      0.5128238343205511    
  0.1397100499371488     -0.1102171563654199     -0.1081051880407392     -0.8752073393672886E-01   2.086536872122399       4.523706965722453       3.651414336203527       4.599515021246990      0.5507479695528830    
  0.9922025066371400E-01 -0.1046891835133098     -0.9541697888825194E-01 -0.6354011838246001E-01   1.909914816365716       3.474569435527675       2.553652609417032       3.865781121025361      0.4518893607632795    
  0.9811384839907461E-01 -0.1103749309720331     -0.1248280487954961     -0.6103808335308033E-01   2.165914582228220       3.426682860593144       2.263310602734488       2.364847921677705      0.3155489220059730    
  0.9474101504766583E-01 -0.1141113700874441     -0.1520114258082222     -0.6668191997977421E-01   2.368657426034144       2.732496784392908       1.963557314609446       1.493423748375375      0.2202121883433781    
  0.9873660942509167E-01 -0.1024190847432302     -0.1208828768333586     -0.5142555969475547E-01   2.117102006251778       3.439748962139800       1.651831963997631       1.942810861725851      0.2290395387709962    
  0.6572738996766195E-01 -0.1001132679223970     -0.1535092703179654     -0.4046029856708885E-01   2.587850184977543       2.833111293962608       2.075723679007731       3.740721049339011      0.3953928982240466    
  0.1226676111173583     -0.1028452410844377     -0.9551627451249257E-01 -0.7210631459462881E-01   2.073226318725484       4.196286494969882       2.752045765003745       4.492206523085861      0.5192735225731847    
  0.1317798709169085     -0.1154883688202222     -0.1234305501888786     -0.7085510119671153E-01   2.246865101624351       4.111876058318329       2.538172072307852       4.601224735675570      0.5491571349806932    
  0.8703478686625478E-01 -0.1130623957669098     -0.1267479676609366     -0.4889936424281745E-01   2.231438719884067       3.224439629372024       2.135068003611988       4.214018066197251      0.4738149834831128    
  0.7643022036147964E-01 -0.1096286097978057     -0.1438275547080879     -0.4680690838474352E-01   2.248423378519772       2.714749071556914       1.657300728766738       1.723516106327413      0.1974446757390227    
  0.7040501140243963E-01 -0.1012158870885122     -0.9510375603525073E-01 -0.2325950333344293E-01   1.927244070366571       3.052681893154455       1.022462276022198       3.282923608611081      0.3354352878011668    
  0.1137049385265326     -0.1109623649598595     -0.1315505062346485     -0.6938559986249900E-01   2.264162228075621       3.910582837660754       2.742293496338992       3.480640267199712      0.4102089474146299    
  0.7589942446238128E-01 -0.1087416889235118     -0.1352234014093206     -0.4891797324328148E-01   2.283061235565437       2.437830297863244       1.507376100999873       2.913742018825654      0.3449689665232203    
  0.1027761789111842     -0.1181152426148348     -0.1054404418438537     -0.6456238868372748E-01   2.012260091561403       3.382542784475887       2.586343257436560       3.856675844243510      0.4564026244887531    
  0.5275740793948031E-01 -0.9203128420164258E-01 -0.8717111683498782E-01 -0.3072731962429912E-01   1.882234834599287       2.284430886379001       1.067161388387253       2.629376299811787      0.2657279579819495    
  0.1017311384766595     -0.1044288182353176     -0.9981884842552542E-01 -0.6939955933167027E-01   2.040163122898061       3.395668700193820       2.666085666392166       3.129148129415927      0.3730374212741556    
  0.5809685136597710E-01 -0.9238201341588298E-01 -0.1489866323048404     -0.2994435499062070E-01   2.576877168384541       2.377285267878082      0.8873855893362068       2.357941616454786      0.2410291517647573    
  0.1229395549089415     -0.9862717498158452E-01 -0.1388495935511463     -0.7367714747160756E-01   2.283533229124284       3.948720146888461       2.640383208189286       2.270012259152842      0.2966285161465009    
  0.1092580517727655     -0.1037857867387814     -0.1380548877309644     -0.6006043241453383E-01   2.347708576385799       3.652349826144580       2.307368585794475       3.336290819613436      0.3764614335780996    
  0.5836005930718313E-01 -0.7886711839336849E-01 -0.1277112689203552     -0.2601299228096845E-01   2.326209262869385       3.318597316952618       1.682207995724186       3.419315259177351      0.2959228400880087    
  0.1272529442754583     -0.9353388074265738E-01 -0.1146140219236069     -0.6112325368371400E-01   2.186299747244344       4.554731541569776       2.219653047463360       2.815788982607518      0.3182792798570354    
  0.6216982619950661E-01 -0.9983465818085080E-01 -0.9618318587224431E-01 -0.4649247607096001E-01   1.865517128696312       2.218856167142436       1.567161199573899       3.756972026601688      0.4380816237376138    
  0.9318785204950539E-01 -0.9615814056871048E-01 -0.1270683496794410     -0.5145102628924319E-01   2.241125010400401       3.759422912021473       2.254135869028763       3.183374605488370      0.3361214053770804    
  0.1022701883098460     -0.9324874465399179E-01 -0.1137511959300287     -0.5968907659894200E-01   2.234658705395113       3.868319955231883       2.502457757810394       2.935193208403242      0.3182492820328811    
  0.1313224675076856     -0.1047072179162161     -0.1117161267068410     -0.8140950002663030E-01   2.092174274861860       4.113669186227019       2.808064732567048      0.6997706221650266      0.1481319764948192    
  0.6578580198968248E-01 -0.9726741837460672E-01 -0.1432224448875559     -0.4120819211845012E-01   2.597489101369224       2.769166460985120       1.588447977081570       3.742108444982563      0.3959060841254224    
  0.1618741019954717     -0.1366305019942288     -0.1281691486431218     -0.1003372788378155       2.189218043490647       5.118023870740345       4.220462859894773       3.986644058356321      0.5236791728213408    
  0.9534713513507433E-01 -0.9964477347069112E-01 -0.1414249015695285     -0.6223776989146643E-01   2.348604013907668       3.585892661083903       2.597411360660470       4.544503538833556      0.5208350016526898    
  0.1158700713031867     -0.1086114959198288     -0.1108818566973184     -0.7228672242924104E-01   2.065681345347615       3.939560516989240       2.747546868481427       1.395298241980186      0.1955565375952283    
  0.7833428111241260E-01 -0.9223155029757962E-01 -0.1070914577612245     -0.3969663602525507E-01   2.180071794428591       3.167764272885911       1.387358685885582       3.567287973795740      0.3648130366649782    
  0.1031612776360863     -0.1060295131015576     -0.1047750402766493     -0.6329900342635221E-01   1.892515933037145       3.576432666894881       2.692326236447292       3.278983022394780      0.3717654498609596    
  0.9000297363608115E-01 -0.1227642518280973     -0.1051170930216759     -0.6121991601447307E-01   1.957697263036790       2.783955889097954       2.271559367654877       2.216222068444126      0.3045710081154755    
  0.9481946098796150E-01 -0.1036002872233192     -0.1174485357973987     -0.7559143886999281E-01   2.169349532947400       2.686725132776381       2.489310638426756       3.442543905598923      0.4296473253474447    
  0.7163130178887003E-01 -0.1019243167871766     -0.1063152266440672     -0.4802999975606095E-01   1.933626241723658       2.708358912170887       1.928832126448261       4.082859024260733      0.4530964613212612    
  0.1578042352571464     -0.1318638335752707     -0.1078307641340531     -0.9856161435779698E-01   2.087740580758524       4.114522017467172       3.211236719282952       3.146442478313928      0.4585039906405505    
  0.7216427018138047E-01 -0.9376628425279314E-01 -0.1007571206004989     -0.3704522525937688E-01   1.895187458367354       3.159203775507857       1.801480030907174       4.242945096114312      0.4409299800354387    
  0.1541703984361830     -0.1193419954090474     -0.1061964706176719     -0.9737959628077249E-01   1.713578739337382       5.097709114854132       3.973425786293842       2.000285582335182      0.3122890530894580    
  0.1189372881905893     -0.1006224716116037     -0.1360773223638065     -0.6878766326707446E-01   2.272341248632689       4.157763748943243       2.682869672862785       2.267481423443425      0.2832000744554783    
  0.1259275440299602     -0.1076908120896539     -0.1067412705727330     -0.7747696484279663E-01   1.829276908516010       3.916483263287100       2.619920385625734       1.878385831721040      0.2823152792405978    
  0.6912723957114372E-01 -0.8836919193224002E-01 -0.7773847930961900E-01 -0.4628171728039673E-01   1.899803984527168       3.207799985160190       2.293367294365273       4.953412067991486      0.5119677615969249    
  0.1184501858281390     -0.1126336970397747     -0.1214720245984349     -0.7553905082225243E-01   2.195367179196346       3.887238085738746       2.796822435031649       3.182788187082751      0.4035928401188118    
  0.8391247927285037E-01 -0.7173755592192356E-01 -0.1010723798003989     -0.4106645164157859E-01   2.104073137586307       3.628619841687212       1.683554460987020       3.947891163926279      0.3841680419706683    
  0.7711541735498351E-01 -0.9522964843651091E-01 -0.1205834566620995     -0.5126543914555531E-01   2.047814075203120       2.718020502322642       1.781866877011403       3.047453895765440      0.3455168861632403    
  0.9088836888035963E-01 -0.9123407040307555E-01 -0.1325836588062004     -0.4869362468282674E-01   2.294000166368733       3.553759890298603       2.250610169697668       2.874953211799520      0.2784565829372851    
  0.5025434628872075E-01 -0.1084527694429858     -0.1164829342960361     -0.2602455607682479E-01   2.172451398544820       2.534061439317031       1.536308447161837       3.665793330211725      0.3684558514097308    
