,NUP,NDO,NST,NSEA,AST,BUP,BSEA,PP,chi
1,0.05395574034062363,-0.0763241301501319,-0.1139174917664649,-0.02777056071762811,2.275214001165056,2.4871601700211783,1.029549802792093,0.0479800944482734,128.53407416309653
2,0.0396618706460809,-0.08198845872281055,-0.1244986887828406,-0.00928269998902216,2.3401561891990506,2.499044778007753,0.3527649454221602,0.031097429240170487,264.67768994815395
3,0.1491181725274012,-0.1081896546522435,-0.1318381999137868,-0.08998925063548747,2.3661221811656308,5.299178338326355,4.19425348814288,0.08226733975874079,117.02222713235625
5,0.1703547393198422,-0.1463554193821317,-0.1268452198876915,-0.1170263704366386,2.219728884803212,4.556227490623165,4.689708140779736,0.11356229496964501,149.1156977730566
6,0.09065054962033264,-0.1191225549929518,-0.09510690419421504,-0.05771731058101065,1.876390605434722,3.0651444217443435,2.332392595231193,0.06973109176414513,115.94685111470032
7,0.08964677518113327,-0.1076678133180285,-0.1412125039732674,-0.05234473191810599,2.373270906953587,3.433330544518192,2.65624334604295,0.0613255361261996,112.44815355828156
9,0.08377703691669047,-0.09703228907001092,-0.1624234033181371,-0.04872620836336651,2.8882424902690182,2.9253293975768035,1.8557798916120032,0.05897716616127816,116.16968077641636
10,0.02297559605438464,-0.08754497823769608,-0.1048034314396241,0.002709045928683609,2.047680263081687,1.833830891715087,-0.02273914809826261,0.030822777798633405,
11,0.09737447095668432,-0.11478780794655198,-0.09635284099398107,-0.06120010675007261,2.130891132561668,3.4734551828820317,2.897625215007085,0.07026470553331958,115.51602358218337
12,0.1476732657844403,-0.09317277490480562,-0.14338824357973,-0.095190283580063,2.413053397826572,5.244307811003667,3.863541609229014,0.07824826392097503,117.07588234263213
13,0.1194137502029106,-0.0997673712693646,-0.1252474137301758,-0.05943800411570624,2.3728678977772395,4.083004955724643,2.523801413016483,0.06034510654551362,120.74894673845344
14,0.1241501635204973,-0.09587428926401458,-0.131557782115053,-0.08152524539589484,2.21471471008531,4.5376820602047285,4.055619212215108,0.075017813339366,128.050668295681
17,0.1268013413793099,-0.1226611851129843,-0.1504500823391139,-0.0922528800689592,2.6472747330323454,3.8307749712037817,3.406533128138638,0.09371820222708732,113.59639493704216
18,0.06751975984325242,-0.08965821438285895,-0.1246743791935218,-0.04237967864694755,2.371812676003026,2.5256865424635104,1.256443514768751,0.07020315296777263,116.77055025813641
19,0.1312722454379891,-0.09581837153139702,-0.1416977319295629,-0.06617750704884183,2.2210842997521536,5.491246306918462,3.5674095306838263,0.06154208947971575,120.56703565264796
20,0.08292756068906543,-0.1017436122082539,-0.06318712900165945,-0.051313910926901664,1.666571569950242,3.496535246511121,2.556700924814594,0.05915236546016552,127.34627296656404
21,0.1289266353347004,-0.0987712588363728,-0.1345270924591289,-0.07805148915598302,2.545872394137904,4.08633311523668,2.8159630110706013,0.07924880748292812,109.88459539385744
22,0.1009304816484446,-0.09153827156951154,-0.1693787393225757,-0.05535392639675677,2.8834179331640453,4.108124603452128,2.6643030136903523,0.05820566365862359,114.47283019319887
